"date","county","state","fips","cases","deaths","datetime","days_from_start","logcases","rolled_cases","log_rolled_cases","t0","r","r.SE","r.grf","r.SE.grf","t0.grf"
"2020-03-11","Williamson","Tennessee",47187,4,0,2020-03-11,50,1.38629436111989,2,0.693147180559945,-7.9808040351053,0.183881267610332,0.00846605835244682,0.172632211387771,0.0180667918845535,42.3203792792821
"2020-03-12","Williamson","Tennessee",47187,8,0,2020-03-12,51,2.07944154167984,3,1.09861228866811,-7.9808040351053,0.183881267610332,0.00846605835244682,0.172632211387771,0.0180667918845535,42.3203792792821
"2020-03-13","Williamson","Tennessee",47187,9,0,2020-03-13,52,2.19722457733622,4.14285714285714,1.42138568093116,-7.9808040351053,0.183881267610332,0.00846605835244682,0.172632211387771,0.0180667918845535,42.3203792792821
"2020-03-14","Davidson","Tennessee",47037,14,0,2020-03-14,53,2.63905732961526,5,1.6094379124341,-11.3157750879681,0.253191087716987,0.0137788897535434,0.231873532708071,0.0288517009976355,43.1474232443586
"2020-03-14","Shelby","Tennessee",47157,2,0,2020-03-14,53,0.693147180559945,1.42857142857143,0.356674943938733,-19.0186260608637,0.359692951812451,0.0153094477629018,0.320914178759143,0.0275442390415596,51.8323359298171
"2020-03-14","Williamson","Tennessee",47187,10,0,2020-03-14,53,2.30258509299405,5.42857142857143,1.69167601067107,-7.9808040351053,0.183881267610332,0.00846605835244682,0.172632211387771,0.0180667918845535,42.3203792792821
"2020-03-15","Davidson","Tennessee",47037,17,0,2020-03-15,54,2.83321334405622,7.28571428571429,1.98591548366901,-11.3157750879681,0.253191087716987,0.0137788897535434,0.231873532708071,0.0288517009976355,43.1474232443586
"2020-03-15","Shelby","Tennessee",47157,2,0,2020-03-15,54,0.693147180559945,1.57142857142857,0.451985123743056,-19.0186260608637,0.359692951812451,0.0153094477629018,0.320914178759143,0.0275442390415596,51.8323359298171
"2020-03-15","Williamson","Tennessee",47187,14,0,2020-03-15,54,2.63905732961526,7.28571428571429,1.98591548366901,-7.9808040351053,0.183881267610332,0.00846605835244682,0.172632211387771,0.0180667918845535,42.3203792792821
"2020-03-16","Davidson","Tennessee",47037,25,0,2020-03-16,55,3.2188758248682,10.7142857142857,2.371577964481,-11.3157750879681,0.253191087716987,0.0137788897535434,0.231873532708071,0.0288517009976355,43.1474232443586
"2020-03-16","Shelby","Tennessee",47157,2,0,2020-03-16,55,0.693147180559945,1.71428571428571,0.538996500732684,-19.0186260608637,0.359692951812451,0.0153094477629018,0.320914178759143,0.0275442390415596,51.8323359298171
"2020-03-16","Sullivan","Tennessee",47163,1,0,2020-03-16,55,0,1,0,-7.48987437311743,0.127858595830679,0.0181535190059499,0.127143528620766,0.0311608818110092,58.557307267323
"2020-03-16","Williamson","Tennessee",47187,18,0,2020-03-16,55,2.89037175789616,9.57142857142857,2.25878247033565,-7.9808040351053,0.183881267610332,0.00846605835244682,0.172632211387771,0.0180667918845535,42.3203792792821
"2020-03-17","Davidson","Tennessee",47037,42,0,2020-03-17,56,3.73766961828337,16.5714285714286,2.80768004205105,-11.3157750879681,0.253191087716987,0.0137788897535434,0.231873532708071,0.0288517009976355,43.1474232443586
"2020-03-17","Shelby","Tennessee",47157,2,0,2020-03-17,56,0.693147180559945,1.85714285714286,0.619039208406225,-19.0186260608637,0.359692951812451,0.0153094477629018,0.320914178759143,0.0275442390415596,51.8323359298171
"2020-03-17","Sullivan","Tennessee",47163,1,0,2020-03-17,56,0,1,0,-7.48987437311743,0.127858595830679,0.0181535190059499,0.127143528620766,0.0311608818110092,58.557307267323
"2020-03-17","Williamson","Tennessee",47187,21,0,2020-03-17,56,3.04452243772342,12,2.484906649788,-7.9808040351053,0.183881267610332,0.00846605835244682,0.172632211387771,0.0180667918845535,42.3203792792821
"2020-03-18","Davidson","Tennessee",47037,58,0,2020-03-18,57,4.06044301054642,24.5714285714286,3.20158432775814,-11.3157750879681,0.253191087716987,0.0137788897535434,0.231873532708071,0.0288517009976355,43.1474232443586
"2020-03-18","Knox","Tennessee",47093,2,0,2020-03-18,57,0.693147180559945,1.28571428571429,0.251314428280909,-16.2176185257833,0.284761125974219,0.00892623818236359,0.293519281877333,0.0240314293225008,57.1470511863717
"2020-03-18","Shelby","Tennessee",47157,4,0,2020-03-18,57,1.38629436111989,2.28571428571429,0.82667857318447,-19.0186260608637,0.359692951812451,0.0153094477629018,0.320914178759143,0.0275442390415596,51.8323359298171
"2020-03-18","Sullivan","Tennessee",47163,1,0,2020-03-18,57,0,1,0,-7.48987437311743,0.127858595830679,0.0181535190059499,0.127143528620766,0.0311608818110092,58.557307267323
"2020-03-18","Williamson","Tennessee",47187,24,0,2020-03-18,57,3.17805383034795,14.8571428571429,2.69848075008606,-7.9808040351053,0.183881267610332,0.00846605835244682,0.172632211387771,0.0180667918845535,42.3203792792821
"2020-03-19","Davidson","Tennessee",47037,75,0,2020-03-19,58,4.31748811353631,34.4285714285714,3.53888678443534,-11.3157750879681,0.253191087716987,0.0137788897535434,0.231873532708071,0.0288517009976355,43.1474232443586
"2020-03-19","Hamilton","Tennessee",47065,1,0,2020-03-19,58,0,1,0,-16.4675885458534,0.288245126024531,0.0101635405814551,0.306941550221133,0.0241664158113659,57.5489362118292
"2020-03-19","Jefferson","Tennessee",47089,1,0,2020-03-19,58,0,1,0,-9.28153951249924,0.156573843928511,0.00838062268541828,0.159291016431323,0.0170367602342921,59.359521738979
