"fips","date.x","days_from_start.x","county","state","log_rolled_cases.x","r.x","t0","lm_predict","r.grf","t0.grf","grf_predict","date.y","days_from_start.y","log_rolled_cases.y","r.y","lm_mse","grf_mse","Predicted_Double_Days","Predicted_Outbreak_Class","Actual_Outbreak_Class"
1003,"2020-03-26",65,"Baldwin","Alabama",1.145132304303,0.172377221580839,58.5754082878141,0.935076047557047,0.198745478123477,59.0297608279238,2.57777638563014,"2020-04-02",72,2.79902197930793,0.250442176938571,3.47429443649069,0.0489496127218418,3.48761233264037,2,2
1015,"2020-03-26",65,"Calhoun","Alabama",0.451985123743056,0.100335347731074,60.4785607467612,0.353324831987567,0.198711684444034,62.2219222137032,1.94301830753984,"2020-04-02",72,1.96611285637283,0.223109477477511,2.60108521160053,0.000533358185799498,3.4882054495148,2,2
1017,"2020-03-26",65,"Chambers","Alabama",1.58045037556085,0.435318071257844,61.3694354084723,1.145132304303,0.200553236139266,57.7048399409243,2.86694061097642,"2020-04-02",72,3.54715129428523,0.28068324993609,5.76969522823525,0.462686573687441,3.45617549685719,2,2
1051,"2020-03-26",65,"Elmore","Alabama",1.98591548366901,0.171062060016261,52.8876565871541,1.90090035580955,0.199559781809937,54.1175244710779,3.56862291477324,"2020-04-02",72,2.60796674254523,0.0876586188894501,0.499942875251448,0.922860281239779,3.47338113057323,2,2
1073,"2020-03-26",65,"Jefferson","Alabama",4.54784369079637,0.237176552336985,45.6974940459382,4.34092526131151,0.201217110130637,42.8734335115154,5.86076353684074,"2020-04-02",72,5.55793059764364,0.146020998773211,1.48110198866088,0.091707789062755,3.44477256486752,2,2
1081,"2020-03-26",65,"Lee","Alabama",3.19575340744735,0.266968649628566,52.9877227601792,2.93993278405034,0.201551051989204,49.9003147860348,4.45421480350493,"2020-04-02",72,4.24645234041956,0.149408401127248,1.70699335117522,0.0431652410672993,3.43906505929363,2,2
1083,"2020-03-26",65,"Limestone","Alabama",1.34992671694902,0.170597763222545,59.6911092602412,0.735087122173192,0.198711684444034,59.947032870864,2.39506540077919,"2020-04-02",72,2.98134353610189,0.227286457239229,5.04566787711582,0.343722051957463,3.4882054495148,2,2
1089,"2020-03-26",65,"Madison","Alabama",3.07797037179096,0.314277968959314,55.1850601996312,2.77034137695853,0.201125990128654,50.5071372138067,4.32277330857244,"2020-04-02",72,4.48702994368387,0.200064206386646,2.94701963512548,0.0269802421781295,3.44633321688838,2,2
1097,"2020-03-26",65,"Mobile","Alabama",1.86075234071501,0.587786664902115,61.8343066424876,1.27296567581289,0.200553236139266,56.687316253646,3.07100827930844,"2020-04-02",72,3.8286413964891,0.281970401830016,6.53147838925383,0.57400794024887,3.45617549685719,2,2
1101,"2020-03-26",65,"Montgomery","Alabama",2.00533356952611,0.201572721179299,55.8568490866949,1.6414370885686,0.199458957868467,55.7970458796316,3.23182434323925,"2020-04-02",72,3.34739467566918,0.190983301201282,2.91029128898602,0.0133565017379632,3.47513688012468,2,2
1115,"2020-03-26",65,"St. Clair","Alabama",1.23214368129263,0.264585732219991,60.3102920862529,0.976244070036685,0.200553236139266,59.2918843885389,2.54865371111045,"2020-04-02",72,2.62880082944807,0.19676161182094,2.73094384307627,0.00642356057782452,3.45617549685719,2,2
1117,"2020-03-26",65,"Shelby","Alabama",3.28519846779927,0.271597395549483,52.9309909060089,3.00631404124152,0.201519181286772,49.6033718412199,4.51335017014164,"2020-04-02",72,4.42570169817654,0.160414284468482,2.01466132065948,0.00768225463781576,3.43960895500842,2,2
1121,"2020-03-26",65,"Talladega","Alabama",0.619039208406225,0.242753907890855,62.4768586499705,0.369748514989825,0.200537730636343,62.156214724199,1.97405036008057,"2020-04-02",72,1.76766191764899,0.166674882146041,1.95416188133414,0.0425961891693315,3.45644272706419,2,2
1125,"2020-03-26",65,"Tuscaloosa","Alabama",2.316769727986,0.184533002789347,52.8685993266912,2.05411079149703,0.199640286094673,53.5217591565244,3.68900128851774,"2020-04-02",72,3.31158522297247,0.139576184462766,1.58124194581447,0.14244288653167,3.47198050112612,2,2
1127,"2020-03-26",65,"Walker","Alabama",1.69167601067107,0.593063722002958,62.1475645062933,1.09861228866811,0.200553236139266,57.5435221264603,2.89929342071409,"2020-04-02",72,3.40594798442075,0.238518631938434,5.32379801289431,0.25669884692479,3.45617549685719,2,2
2020,"2020-03-26",65,"Anchorage","Alaska",2.7545702167371,0.306086903296625,56.1570488958173,2.40062461618614,0.180092773117485,52.4190839274949,3.52638147567817,"2020-04-02",72,4.08236837117539,0.188236562630902,2.82826205744533,0.309121427964628,3.84883395686158,2,2
2090,"2020-03-26",65,"Fairbanks North Star Borough","Alaska",2.18122423598978,0.157491120601226,51.2315768938799,2.01091326329344,0.180092773117485,52.7085146138367,3.47425710074958,"2020-04-02",72,3.43858491373377,0.183331164492227,2.03824634147102,0.00127250492649053,3.84883395686158,2,2
2122,"2020-03-26",65,"Kenai Peninsula Borough","Alaska",1.23214368129263,0.202732554054083,58.8887597365567,1.03621479299193,0.180092773117485,58.246216685686,2.47695697793181,"2020-04-02",72,1.96611285637283,0.104621683241061,0.864710408279557,0.26096171653136,3.84883395686158,2,2
2130,"2020-03-26",65,"Ketchikan Gateway Borough","Alaska",1.98591548366901,0.241078313905202,56.6863776172771,1.76315575256619,0.180092773117485,54.3790532391768,3.17340516711221,"2020-04-02",72,2.56494935746154,0.081175656127921,0.64287298485107,0.370218472297662,3.84883395686158,2,2
4005,"2020-03-26",65,"Coconino","Arizona",2.86627420631711,0.247348120918057,53.3986756114576,2.62221766674872,0.22835918908029,52.5171353195392,4.44909117939104,"2020-04-02",72,4.30791866252016,0.206649431678171,2.84158784714481,0.0199296795196593,3.03533737070785,2,2
4009,"2020-03-26",65,"Graham","Arizona",0.538996500732684,0.0980036893213706,59.4745813851985,0.443507719974156,0.22835918908029,60.9161796276812,2.53109223213431,"2020-04-02",72,0.82667857318447,0.0278150846767901,0.14681990274992,2.90502592081479,3.03533737070785,2,1
4013,"2020-03-26",65,"Maricopa","Arizona",5.01253824424234,0.418485950364347,52.8113986410766,4.68227247293688,0.22835918908029,45.5774631768919,6.03382908236907,"2020-04-02",72,6.51195757627611,0.212625535440516,3.34774757738147,0.228606856685818,3.03533737070785,2,2
4017,"2020-03-26",65,"Navajo","Arizona",3.14784005175145,0.348694433981085,55.8696215044488,2.83501772755822,0.22835918908029,51.8487477719489,4.60172361775013,"2020-04-02",72,4.41366371961706,0.176953319827446,2.49212316824346,0.0353665252858204,3.03533737070785,2,2
4019,"2020-03-26",65,"Pima","Arizona",3.47903986842609,0.312879854190672,54.0793536194037,3.10397039303819,0.22835918908029,51.3328122160865,4.71954224290456,"2020-04-02",72,5.15905529921453,0.239882613219556,4.2233739715938,0.193171726666932,3.03533737070785,2,2
4021,"2020-03-26",65,"Pinal","Arizona",2.97407077677281,0.167922059933122,47.4139291131505,2.78516718951656,0.22835918908029,51.1419231071445,4.7631335250268,"2020-04-02",72,4.01509519056796,0.152887422252853,1.51272288777028,0.55956134981996,3.03533737070785,2,2
4023,"2020-03-26",65,"Santa Cruz","Arizona",0.251314428280909,0.117783035656388,62.8662935041505,0.133531392624521,0.22835918908029,63.6573673420908,1.90511682855489,"2020-04-02",72,0.82667857318447,0.0816476599165467,0.480453013918206,1.16302907064639,3.03533737070785,2,2
4025,"2020-03-26",65,"Yavapai","Arizona",1.04982212449868,0.223143551314207,60.2953060112392,0.82667857318447,0.22835918908029,60.3913396363845,2.65094426694375,"2020-04-02",72,2.95936462938312,0.269070725619989,4.54834981430414,0.0951231199672326,3.03533737070785,2,2
5007,"2020-03-26",65,"Benton","Arkansas",1.92529086185258,0.613104472886406,61.8597670592932,1.31218638896618,0.203971804038579,56.5639098475434,3.14852715569872,"2020-04-02",72,3.55125807623789,0.23276069249329,5.0134420207418,0.162192194358329,3.398249987674,2,2
5009,"2020-03-26",65,"Boone","Arkansas",0,0,64,0,0.187532546128863,64.5,1.40649409596647,"2020-04-02",72,0.538996500732684,0.0709160047939999,0.290517227802079,0.752552077736402,3.69614338880489,2,2
