"fips","date.x","days_from_start.x","county","state","log_rolled_cases.x","r.x","t0","lm_predict","r.grf","t0.grf","grf_predict","date.y","days_from_start.y","log_rolled_cases.y","r.y","lm_mse","grf_mse","Predicted_Double_Days","Predicted_Outbreak_Class","Actual_Outbreak_Class"
1001,"2020-04-03",73,"Autauga","Alabama",2.11453286149111,0.116742224447869,54.7684683561439,2.0116473347476,0.0967574379296078,51.4159230458511,2.7657220516662,"2020-04-10",80,2.59738463321469,0.0662849925084481,0.343088182815528,0.0283374864509191,7.16376120938856,2,2
1003,"2020-04-03",73,"Baldwin","Alabama",2.98134353610189,0.245194450213741,60.5048874043739,2.81853781302959,0.240522957790339,60.3301822505534,4.7310427442938,"2020-04-10",80,3.79066214842388,0.114801665306249,0.945025723465785,0.884315665088662,2.88183376309613,2,2
1009,"2020-04-03",73,"Blount","Alabama",1.74296930505862,0.105176224937202,56.4001968087495,1.64072840941904,0.0898654618576058,53.8275787591579,2.35199672274008,"2020-04-10",80,2.34454929209308,0.0868372362027195,0.495363834888063,5.54642232420111e-05,7.71316550576745,2,2
1011,"2020-04-03",73,"Bullock","Alabama",0.998528830111126,-1.92296268638357e-16,5192658376481701,0.998528830111126,0.0759344906135151,58.8501280242551,1.60600475501925,"2020-04-10",80,0.998528830111126,-0.00864071451427788,1.10933564796705e-31,0.369026999342977,9.1282258557296,2,0
1013,"2020-04-03",73,"Butler","Alabama",0,0,70,0,0.0759344906135151,71.5,0.645443170214878,"2020-04-10",80,0.693147180559945,0.104173440381234,0.480453013918201,0.00227567260300229,9.1282258557296,2,2
1015,"2020-04-03",73,"Calhoun","Alabama",2.25878247033565,0.241916649517215,63.8386658970097,1.97436260178599,0.240887098659159,63.8144693691927,3.89888551391412,"2020-04-10",80,3.72741311811618,0.216522809515607,3.07318611280554,0.0294027825206867,2.87747739259672,2,2
1017,"2020-04-03",73,"Chambers","Alabama",3.78743112784243,0.264166355295918,58.4895488684698,3.56900663381994,0.239299235146639,57.3453821893839,5.42123271461986,"2020-04-10",80,4.79579054559674,0.14116152130249,1.50499876619439,0.391177906792343,2.89657081492632,2,2
1019,"2020-04-03",73,"Cherokee","Alabama",0.944461608840851,0.200452205152324,68.4490621776602,0.711793316846808,0.214798494317171,68.6528328621913,2.4373544159666,"2020-04-10",80,1.86075234071501,0.129083967181836,1.32010683852816,0.332469953184441,3.22696480142196,2,2
1021,"2020-04-03",73,"Chilton","Alabama",2.41079867763427,0.161067412717235,57.8611315016991,2.27731096777054,0.155979911356649,57.4162808703682,3.52260650794344,"2020-04-10",80,3.04452243772342,0.0897618677168023,0.588613439627265,0.228564378198138,4.44382340348341,2,2
1023,"2020-04-03",73,"Choctaw","Alabama",0.998528830111126,0.189744810852451,67.7060808835461,0.814748870567271,0.197360901843839,67.8717817817232,2.39363608531798,"2020-04-10",80,1.74296930505862,0.104732444896073,0.861593175007312,0.423367258933085,3.51207951567021,2,2
1027,"2020-04-03",73,"Clay","Alabama",1.31218638896617,0.296009341737423,68.6438911932834,0.993439558675355,0.240828222913617,67.9894692259142,2.89247478257239,"2020-04-10",80,2.28819635554195,0.139897701267593,1.67639516303223,0.365152417374382,2.87818085510921,2,2
1029,"2020-04-03",73,"Cleburne","Alabama",1.69167601067107,0.153766168276501,61.8658005286959,1.55829702125218,0.147681457905265,61.4688562252397,2.73670632930868,"2020-04-10",80,2.316769727986,0.0939802283601768,0.575280846860127,0.176346749130446,4.69352883152458,2,2
1033,"2020-04-03",73,"Colbert","Alabama",1.27296567581289,0.195076457942603,66.4352828350966,1.08554531398176,0.20190287232711,66.6065228858668,2.7041814997909,"2020-04-10",80,1.92529086185258,0.090079029515729,0.705172585168856,0.606670625867958,3.43307241036647,2,2
