"fips","date.x","days_from_start.x","county","state","log_rolled_cases.x","r.lm","t0.lm","predicted.lm","r.slm","t0.slm","predicted.slm","r.grf","t0.grf","predicted.grf","r.grf.augmented","t0.grf.augmented","predicted.grf.augmented","Predicted_Double_Days","date.y","days_from_start.y","log_rolled_cases.y","lm.mse","slm.mse","grf.mse","augmented.grf.mse"
1003,2020-03-29,68,"Baldwin","Alabama",1.88273124743378,0.212022250992995,59.5443564372141,3.27694033872727,0.212022250992995,59.544356437214,3.27694033872728,0.255508608970506,60.4728811938746,3.71180391850239,0.260828658174855,60.5652195702288,3.76500441054587,2.6574809126046,2020-04-05,75,3.22457384598284,0.00274224956235298,0.00274224956235373,0.237393143567411,0.292065195113918
1051,2020-03-29,68,"Elmore","Alabama",2.316769727986,0.115250976832567,47.8044465298804,3.1343141029336,0.115250976832567,47.8044465298804,3.1343141029336,0.255508608970506,57.2436886076246,4.53689042431299,0.260828658174855,57.40189192217,4.59009091635647,2.6574809126046,2020-04-05,75,2.79028829933918,0.118353753538783,0.118353753538781,3.05061898296303,3.23928946022227
1073,2020-03-29,68,"Jefferson","Alabama",5.07338650465973,0.197957770700627,42.2259290693572,6.48788201821426,0.197957770700627,42.2259290693572,6.48788201821426,0.255508608970506,47.355567863749,7.06339040091306,0.260828658174855,47.7154564120569,7.11659089295653,2.6574809126046,2020-04-05,75,5.81156861752887,0.457399815946637,0.457399815946642,1.56705777735518,1.70308313936241
1081,2020-03-29,68,"Lee","Alabama",3.75118333745009,0.226875624332639,51.1488466842235,5.41124529957028,0.226875624332639,51.1488466842235,5.41124529957029,0.255508608970506,52.7010443252554,5.69757514594896,0.260828658174855,52.9519026849525,5.75077563799244,2.6574809126046,2020-04-05,75,4.50928841428481,0.813526222913875,0.813526222913878,1.41202535664908,1.54129052662928
1083,2020-03-29,68,"Limestone","Alabama",2.33075596996074,0.410814988455157,61.9786892205332,5.34934963753767,0.410814988455157,61.9786892205332,5.34934963753767,0.255508608970506,60.1422390110958,3.79628584269116,0.260828658174855,60.2413214035935,3.84948633473464,2.6574809126046,2020-04-05,75,3.26357600378611,4.35045165125321,4.35045165125319,0.283779772466253,0.343290915912221
1089,2020-03-29,68,"Madison","Alabama",3.83174217416734,0.285400137766002,54.3495718262124,5.89363504572593,0.285400137766002,54.3495718262124,5.89363504572593,0.255508608970506,53.1035958815119,5.59471975777097,0.260828658174855,53.3462435096829,5.64792024981445,2.6574809126046,2020-04-05,75,4.74493212836325,1.31951839235753,1.31951839235753,0.722139015094397,0.815387547481965
1101,2020-03-29,68,"Montgomery","Alabama",2.66921036778594,0.273108426858794,57.9459934842509,4.65759289115585,0.273108426858794,57.9459934842509,4.65759289115585,0.255508608970506,57.4601028891739,4.48159471227298,0.260828658174855,57.6138920621352,4.53479520431646,2.6574809126046,2020-04-05,75,3.87120101090789,0.618412189319918,0.618412189319924,0.372580470666179,0.440357253525571
1115,2020-03-29,68,"St. Clair","Alabama",1.98591548366901,0.259718481342473,60.2425367178549,3.83278595210605,0.259718481342473,60.2425367178549,3.83278595210604,0.255508608970506,60.1641506575462,3.79068722838638,0.260828658174855,60.2627861243185,3.84388772042985,2.6574809126046,2020-04-05,75,3.00284974132285,0.688794113969166,0.68879411396916,0.620687906022571,0.70734488230039
1117,2020-03-29,68,"Shelby","Alabama",3.95398720452718,0.255200819143803,52.261415554332,5.80290537670501,0.255200819143803,52.261415554332,5.80290537670502,0.255508608970506,52.2767606603727,5.80598327497206,0.260828658174855,52.5362730153385,5.85918376701553,2.6574809126046,2020-04-05,75,4.67549550270882,1.27105302398412,1.27105302398413,1.2780026032367,1.40111790705744
1125,2020-03-29,68,"Tuscaloosa","Alabama",2.85811089567794,0.212403123577432,54.2727851556293,4.40252517600485,0.212403123577432,54.2727851556293,4.40252517600485,0.255508608970506,56.0825159691839,4.8335800299356,0.260828658174855,56.2644033973327,4.88678052197907,2.6574809126046,2020-04-05,75,3.64880123054653,0.56809978595727,0.56809978595727,1.40370080348181,1.53259272601584
