"fips","date.x","days_from_start.x","county","state","log_rolled_cases.x","r.x","t0","lm_predict","r.grf","t0.grf","grf_predict","date.y","days_from_start.y","log_rolled_cases.y","r.y","lm_mse","grf_mse","Predicted_Double_Days","Predicted_Outbreak_Class","Actual_Outbreak_Class"
1003,"2020-03-25",64,"Baldwin","Alabama",0.944461608840851,0.164841414547817,58.4798053736894,0.745115276232486,0.165052674044085,58.4836710777688,2.06585355782957,"2020-04-01",71,2.60796674254523,0.248227599089389,3.47021558554354,0.293886705042555,4.1995513527688,1,1
1015,"2020-03-25",64,"Calhoun","Alabama",0.356674943938733,0.105360515657822,60.6147190746759,0.251314428280911,0.165052674044085,61.6581959342953,1.54188974144046,"2020-04-01",71,1.74296930505862,0.200583294617694,2.22503427141473,0.0404329909048726,4.1995513527688,1,1
1051,"2020-03-25",64,"Elmore","Alabama",1.88273124743378,0.183354478895803,53.3644810692849,1.76671555243192,0.165052674044085,52.5178193704006,3.05053333508116,"2020-04-01",71,2.5314266654229,0.0947631603436924,0.584783086331896,0.269471734483691,4.1995513527688,1,1
1073,"2020-03-25",64,"Jefferson","Alabama",4.31175743882733,0.241499141315859,45.9534943541399,4.11671647591115,0.165052674044085,38.9844936513486,5.28424493372028,"2020-04-01",71,5.46625018588989,0.163698385803408,1.821241234369,0.0331259118173259,4.1995513527688,1,1
1081,"2020-03-25",64,"Lee","Alabama",2.9519296508956,0.270313057498034,53.0909775786283,2.67853814753756,0.165052674044085,47.40935429258,3.89369915643628,"2020-04-01",71,4.15216413311093,0.170703917992511,2.17157354535708,0.0668041441674244,4.1995513527688,1,1
1083,"2020-03-25",64,"Limestone","Alabama",0.762140052046895,0.107134644429219,59.5081323173866,0.374100002570672,0.165052674044085,60.0316381443809,1.81035745415308,"2020-04-01",71,2.89037175789616,0.290813827832749,6.33162354664884,1.16643089628966,4.1995513527688,1,1
1089,"2020-03-25",64,"Madison","Alabama",2.79028829933918,0.320926943086199,55.3400643490132,2.45827973270818,0.165052674044085,48.1060896350483,3.77870112506086,"2020-04-01",71,4.36218829245422,0.22521466158361,3.62486780387424,0.340457274512728,4.1995513527688,1,1
1101,"2020-03-25",64,"Montgomery","Alabama",1.69167601067107,0.178383612639554,55.3182571454087,1.37029704177007,0.165052674044085,54.8593553702726,2.66405655693181,"2020-04-01",71,3.18988828799495,0.212148783921894,3.31091230333822,0.276499009392862,4.1995513527688,1,1
1115,"2020-03-25",64,"St. Clair","Alabama",0.998528830111126,0.273271853184036,60.3851909622388,0.714553711471375,0.165052674044085,58.6707534996948,2.03497510382405,"2020-04-01",71,2.484906649788,0.216299069101148,3.13414952620631,0.202438396053508,4.1995513527688,1,1
1117,"2020-03-25",64,"Shelby","Alabama",3.01693448120459,0.269411286247002,52.8628109897222,2.73107313018791,0.165052674044085,47.0855985327241,3.94713591033767,"2020-04-01",71,4.34008794545355,0.189700975351114,2.58892867574432,0.154411301901713,4.1995513527688,1,1
1121,"2020-03-25",64,"Talladega","Alabama",0.356674943938733,0.223143551314209,62.4015897307447,0.133531392624525,0.165052674044085,62.0150003191335,1.48299822361226,"2020-04-01",71,1.66500776358891,0.18307869487771,2.34541987482225,0.033127472642512,4.1995513527688,1,1
1125,"2020-03-25",64,"Tuscaloosa","Alabama",2.06142303617716,0.173372155117972,52.409514783708,1.83609524569356,0.165052674044085,51.9765113223199,3.13987767589847,"2020-04-01",71,3.2188758248682,0.162923711004275,1.91208213014254,0.00624070754064432,4.1995513527688,1,1
2020,"2020-03-25",64,"Anchorage","Alaska",2.44853900561713,0.28479511651422,55.7682326936844,2.05957201260587,0.183867302277819,53.1708870765713,3.27819089523742,"2020-04-01",71,3.99951045955126,0.224158614809844,3.7633611779369,0.52030191386191,3.76982297544463,1,1
2090,"2020-03-25",64,"Fairbanks North Star Borough","Alaska",2.00533356952611,0.151081194553672,50.7747047069547,1.84701221664466,0.183867302277819,52.8654886028013,3.33434368872928,"2020-04-01",71,3.30636327899132,0.18931734998298,2.12970552317232,0.000782903329104519,3.76982297544463,1,1
2122,"2020-03-25",64,"Kenai Peninsula Borough","Alaska",1.04982212449868,0.223143551314205,59.2953060112392,0.826678573184473,0.183867302277819,58.397133219348,2.31725511592521,"2020-04-01",71,1.90423745265474,0.121421359314483,1.16113313872523,0.170583590173399,3.76982297544463,1,1
2130,"2020-03-25",64,"Ketchikan Gateway Borough","Alaska",1.79175946922805,0.259396896707584,57.1087050295318,1.52818363292845,0.183867302277819,54.6886601696075,2.999122051151,"2020-04-01",71,2.5314266654229,0.103519635817513,1.00649658224865,0.21873897383136,3.76982297544463,1,1
4005,"2020-03-25",64,"Coconino","Arizona",2.62880082944807,0.257222864967072,53.7800655093994,2.371577964481,0.264707555377288,54.0548997519129,4.48549606229419,"2020-04-01",71,4.1225154391888,0.217726320315903,3.06578204033612,0.131754932749982,2.61853946545652,1,1
4009,"2020-03-25",64,"Graham","Arizona",0.451985123743056,0.0985066710339399,59.4806682531244,0.346677654648777,0.264707555377288,60.7485380788835,2.7136394241821,"2020-04-01",71,0.82667857318447,0.0506533341876374,0.230400881795109,3.56062125319771,2.61853946545652,1,1
4013,"2020-03-25",64,"Maricopa","Arizona",4.70695288029804,0.424697391669572,52.8864372290166,4.29520372932316,0.264707555377288,48.2847829256683,6.01288958161076,"2020-04-01",71,6.36056201104527,0.235661650236108,4.2657048318781,0.120876118188898,2.61853946545652,1,1
4017,"2020-03-25",64,"Navajo","Arizona",2.86627420631711,0.384566543768936,56.5036453274846,2.49828066350641,0.264707555377288,53.5621104771807,4.61594110652472,"2020-04-01",71,4.252568567437,0.195138214055818,3.07752604987717,0.132039602163057,2.61853946545652,1,1
4019,"2020-03-25",64,"Pima","Arizona",3.12299405316492,0.294882454591371,53.6561932283589,2.75532467604901,0.264707555377288,52.8760448140811,4.79754787103211,"2020-04-01",71,5.01633331521089,0.271493238682072,5.11216006636467,0.0478670705845086,2.61853946545652,1,1
4021,"2020-03-25",64,"Pinal","Arizona",2.77258872223978,0.158843769091305,46.6180409748805,2.6021721166493,0.264707555377288,52.1698158056797,4.98449202538256,"2020-04-01",71,3.92338676407846,0.165189637253442,1.74560814458136,1.12594437556724,2.61853946545652,1,1
5011,"2020-03-25",64,"Bradley","Arkansas",0.619039208406225,0.262364264467487,61.6405353462955,0.356674943938739,0.206810725870722,61.1410455786638,2.03893752020289,"2020-04-01",71,1.38629436111989,0.112618987776297,1.06011614423645,0.425943093097839,3.35160170074174,1,1
5023,"2020-03-25",64,"Cleburne","Arkansas",3.12299405316492,0.315008564838344,54.0511275178563,2.81897147752145,0.206810725870722,49.6309034679083,4.41935836500341,"2020-04-01",71,4.00212484012533,0.120035755206866,1.39985187944088,0.174083814282185,3.35160170074174,1,1
5025,"2020-03-25",64,"Cleveland","Arkansas",0.538996500732684,0.186830393047896,61.4424754236708,0.290992928777346,0.206810725870722,61.5446446555344,1.95546890215453,"2020-04-01",71,1.55059741241117,0.149632926740453,1.58660345519042,0.163920923207011,3.35160170074174,1,1
5041,"2020-03-25",64,"Desha","Arkansas",0.251314428280909,0.0887474677467248,61.4158963329418,0.14058518909972,0.206810725870722,62.0347849836062,1.85410262512749,"2020-04-01",71,0.693147180559945,0.0664133253236132,0.30532475440649,1.34781754427103,3.35160170074174,1,1
5045,"2020-03-25",64,"Faulkner","Arkansas",2.09714111877924,0.487703206345127,59.699964463028,1.60943791243411,0.206810725870722,54.5387166439077,3.40436995963708,"2020-04-01",71,3.44316158076119,0.190280363169271,3.36254249178293,0.00150478986943634,3.35160170074174,1,1
5051,"2020-03-25",64,"Garland","Arkansas",2.18122423598978,0.241072435305882,55.052847758502,1.91583934460451,0.206810725870722,53.9019339918301,3.53606344213513,"2020-04-01",71,3.2470467018349,0.151434776837449,1.7721130279443,0.0835306761737699,3.35160170074174,1,1
5069,"2020-03-25",64,"Jefferson","Arkansas",2.99573227355399,0.213800129478165,49.2455988693986,2.94069274261719,0.206810725870722,48.8652435878693,4.57770504056436,"2020-04-01",71,3.44316158076119,0.0599895181709387,0.252474933305776,1.28718886218215,3.35160170074174,1,1
