"fips","date.x","days_from_start.x","county","state","log_rolled_cases.x","r","t0","lm_predict","r.grf","t0.grf","grf_predict","date.y","days_from_start.y","log_rolled_cases.y","lm_mse","grf_mse","Predicted_Double_Days","Predicted_Outbreak_Class","Actual_Outbreak_Class"
6037,"2020-02-21",31,"Los Angeles","California",0,0,24,0,4.8519587239016e-05,27.5,0.000509455666009668,"2020-02-28",38,0,0,2.59545075629355e-07,14285.924922349,0,0
6059,"2020-02-21",31,"Orange","California",0,0,24,0,4.8519587239016e-05,27.5,0.000509455666009668,"2020-02-28",38,0,0,2.59545075629355e-07,14285.924922349,0,0
6073,"2020-02-21",31,"San Diego","California",0,0,26,0,4.8519587239016e-05,28.5,0.000460936078770652,"2020-02-28",38,0,0,2.12462068712465e-07,14285.924922349,0,0
6075,"2020-02-21",31,"San Francisco","California",0.693147180559945,5.23364152894592e-17,-13244070628955494,0.693147180559945,4.8519587239016e-05,-14258.424922349,0.693656636225955,"2020-02-28",38,0.998528830111126,0.0932579518826,0.0929470546043571,14285.924922349,0,2
6085,"2020-02-21",31,"Santa Clara","California",0.693147180559945,5.23364152894592e-17,-13244070628955494,0.693147180559945,4.8519587239016e-05,-14258.424922349,0.693656636225955,"2020-02-28",38,0.762140052046895,0.00476001631601484,0.00468997824250385,14285.924922349,0,0
17031,"2020-02-21",31,"Cook","Illinois",0.693147180559945,5.23364152894592e-17,-13244070628955494,0.693147180559945,2.88419010167991e-32,-2.40326454263961e+31,0.693147180559945,"2020-02-28",38,0.693147180559945,1.23259516440783e-32,0,2.40326454263961e+31,0,0
48029,"2020-02-21",31,"Bexar","Texas",0.82667857318447,0.0622918094334735,18.1340910287125,0.739148940394383,0.063270590043921,18.3099188708977,1.24580305105097,"2020-02-28",38,2.13162729485041,1.93899596762855,0.784684590902835,10.9552823844187,3,4
