"fips","date.x","days_from_start.x","county","state","log_rolled_cases.x","r","t0","lm_predict","r.grf","t0.grf","grf_predict","date.y","days_from_start.y","log_rolled_cases.y","lm_mse","grf_mse","Predicted_Double_Days","Predicted_Outbreak_Class","Actual_Outbreak_Class"
6037,"2020-02-14",24,"Los Angeles","California",0,0,17,0,0.00185886239367914,20.5,0.019518055133631,"2020-02-21",31,0,0,0.00038095447619946,372.887838775434,0,0
6059,"2020-02-14",24,"Orange","California",0,0,17,0,0.00185886239367914,20.5,0.019518055133631,"2020-02-21",31,0,0,0.00038095447619946,372.887838775434,0,0
6075,"2020-02-14",24,"San Francisco","California",0.693147180559945,6.29437290637736e-17,-11012172155508256,0.693147180559945,0.00185886239367914,-351.887838775434,0.711735804496737,"2020-02-21",31,0.693147180559945,1.23259516440783e-32,0.000345536939863454,372.887838775434,0,0
6085,"2020-02-14",24,"Santa Clara","California",0.693147180559945,0.00617566434614339,-90.2384802199953,0.699322844906089,0.00185886239367914,-347.404416360351,0.703401739174361,"2020-02-21",31,0.693147180559945,3.81388301162249e-05,0.000105155972376494,372.887838775434,0,0
17031,"2020-02-14",24,"Cook","Illinois",0.693147180559945,5.23364152894592e-17,-13244070628955502,0.693147180559945,1.21038495135869e-18,-572666720436230464,0.693147180559945,"2020-02-21",31,0.693147180559945,1.23259516440783e-32,0,572666720436228800,0,0
