"fips","date.x","days_from_start.x","county","state","log_rolled_cases.x","r.x","t0","lm_predict","r.grf","t0.grf","grf_predict","date.y","days_from_start.y","log_rolled_cases.y","r.y","lm_mse","grf_mse","Predicted_Double_Days","Predicted_Outbreak_Class","Actual_Outbreak_Class"
1001,"2020-04-05",75,"Autauga","Alabama",2.30258509299405,0.108092780020388,53.5104823095251,2.21476892844036,0.111385154323948,54.0570040906262,3.11243491163906,"2020-04-12",82,2.7362210780689,0.0605873271107738,0.271912344352233,0.141536848569555,6.22297634516019,2,2
1003,"2020-04-05",75,"Baldwin","Alabama",3.22457384598284,0.191671121036829,57.7030859164037,3.12364779184379,0.18666965566986,57.3334233287028,4.60450137378524,"2020-04-12",82,4.00473240353241,0.112971616436827,0.776310092954502,0.359722817678137,3.71322900914239,2,2
1009,"2020-04-05",75,"Blount","Alabama",1.96611285637283,0.107413176507935,56.7051867442638,1.85769082891017,0.105680512889221,56.4462260565797,2.70053593659586,"2020-04-12",82,2.41079867763427,0.063405095229546,0.305928292320212,0.0839476792305727,6.55889304101441,2,2
1011,"2020-04-05",75,"Bullock","Alabama",0.887303195000903,-0.0276518491490721,107.91521502342,0.937818409685954,0.0665935056091012,58.502035821597,1.56481180931694,"2020-04-12",82,1.18958406687384,0.0513090971151836,0.063385946139247,0.140795858698945,10.4086303044124,2,2
1013,"2020-04-05",75,"Butler","Alabama",0,0,70,0,0.0665935056091012,72.5,0.632638303286461,"2020-04-12",82,1.27296567581289,0.187673485736262,1.62044161179776,0.410019144006597,10.4086303044124,2,2
1015,"2020-04-05",75,"Calhoun","Alabama",2.71752894505675,0.257974133061124,64.3337492404335,2.49364265965059,0.238491179174815,63.7483199026717,4.35286470833334,"2020-04-12",82,3.94849268520954,0.1757311321905,2.11658859686886,0.163516733085238,2.90638497808703,2,2
1017,"2020-04-05",75,"Chambers","Alabama",4.14539973302238,0.228404217698835,56.5771757674547,3.97944653893881,0.221316857283147,56.0992933546356,5.73226299616476,"2020-04-12",82,5.014437580046,0.125859776815219,1.07120645517214,0.51527332802607,3.13192220903964,2,2
1019,"2020-04-05",75,"Cherokee","Alabama",1.34992671694902,0.212296289220706,68.5858323217305,1.1494077073153,0.224624686773973,68.800659177678,2.96489779783698,"2020-04-12",82,1.94591014905531,0.0829930825141209,0.634416139697809,1.03833582836958,3.08580143400453,2,2
1021,"2020-04-05",75,"Chilton","Alabama",2.61843804241252,0.132970219700977,55.0600245095629,2.51845270209453,0.13664076523068,55.5285100597316,3.61708464223453,"2020-04-12",82,3.21314515015922,0.0845860779512894,0.482597597398107,0.163167113258061,5.07277004333047,2,2
1023,"2020-04-05",75,"Choctaw","Alabama",1.31218638896617,0.170474809223842,67.2495136644676,1.15078787021804,0.179198077445217,67.5294443167567,2.59309575800115,"2020-04-12",82,1.96611285637283,0.0861606707319599,0.664754833048311,0.393107558934264,3.8680503186305,2,2
