"fips","date.x","days_from_start.x","county","state","log_rolled_cases.x","r","t0","lm_predict","r.grf","t0.grf","grf_predict","date.y","days_from_start.y","log_rolled_cases.y","lm_mse","grf_mse","Predicted_Double_Days","Predicted_Outbreak_Class","Actual_Outbreak_Class"
1083,"2020-03-28",67,"Limestone","Alabama",2.09714111877924,0.334452743292263,61.1238637488965,1.6308371458484,0.289745463352573,60.7572295751505,3.83703265281975,"2020-04-04",74,3.17208366336144,2.37544082774608,0.442157158581629,2.3922624103919,4,4
1089,"2020-03-28",67,"Madison","Alabama",3.61091791264422,0.298218519205318,54.7500502267137,3.35494336252363,0.277662628358382,54.0282429583473,5.54541055312029,"2020-04-04",74,4.67149282891917,1.73330249746637,0.763732188672876,2.49636468781565,4,4
1093,"2020-03-28",67,"Marion","Alabama",1.42138568093116,0.322773392263048,62.5963356490897,1.09861228866812,0.289808823785794,62.1523097939525,3.43356516319309,"2020-04-04",74,2.47293045874129,1.88875043259327,0.922819035397195,2.39173939394016,4,4
1097,"2020-03-28",67,"Mobile","Alabama",2.63905732961526,0.448126721366322,61.0277605881925,2.22819334546173,0.289764354884569,58.5835868836354,4.4671270012974,"2020-04-04",74,4.23203396499529,4.01537722849265,0.0552687357177476,2.39210644399677,4,4
1101,"2020-03-28",67,"Montgomery","Alabama",2.46080909820894,0.252604781088686,57.2711540345927,2.20494822424857,0.259709340296969,57.4415491575017,4.30038434464502,"2020-04-04",74,3.71357206670431,2.27594589802592,0.344348649541971,2.66893435471883,4,4
1115,"2020-03-28",67,"St. Clair","Alabama",1.76766191764899,0.265486701150419,60.316932663528,1.50877879957565,0.280463706891946,60.5403120954331,3.77495396332352,"2020-04-04",74,2.89037175789616,1.90879910248083,0.782485678158722,2.47143271491806,4,4
1117,"2020-03-28",67,"Shelby","Alabama",3.76782265645406,0.267988607169833,52.807004142063,3.5355725843659,0.271717296453038,52.9537406935499,5.71863267919822,"2020-04-04",74,4.58350868920691,1.09817007982935,1.28850647265379,2.55098659381717,4,4
1121,"2020-03-28",67,"Talladega","Alabama",0.998528830111126,0.219999850421896,62.332313687816,0.806890440074913,0.232352044712211,62.4741320207449,2.67805899206291,"2020-04-04",74,2.164963715118,1.84436302038625,0.263266763223178,2.98317659058465,4,4
1125,"2020-03-28",67,"Tuscaloosa","Alabama",2.71752894505675,0.20902629426522,54.0162527738098,2.50491827410165,0.205553147630511,53.8560098140558,4.14066058855897,"2020-04-04",74,3.500827222611,0.991834633720994,0.409386736180311,3.37210686652146,4,4
1127,"2020-03-28",67,"Walker","Alabama",2.5314266654229,0.477173083471128,61.5775874943431,2.11025621170558,0.289895890128485,59.0436488280656,4.33578473606214,"2020-04-04",74,3.60316593583991,2.22877944441483,0.536730306439067,2.39102106708976,4,4
1129,"2020-03-28",67,"Washington","Alabama",0.356674943938733,0.111571775657107,63.7846226178113,0.247173588281388,0.205150876821641,64.7951619212611,1.88838060285451,"2020-04-04",74,1.31218638896617,1.13425226562244,0.331999772118406,3.37871907397486,4,4
2020,"2020-03-28",67,"Anchorage","Alaska",3.34235688163922,0.329467751425984,56.7075288669993,3.06156956938061,0.208401492404025,52.7615922995548,4.4261158610579,"2020-04-04",74,4.21106883653024,1.32134856517755,0.0462452227582008,3.32601831476404,4,4
2090,"2020-03-28",67,"Fairbanks North Star Borough","Alaska",2.56494935746154,0.169493017639207,52.0284676255275,2.36807718319321,0.208401492404025,54.2635479021377,4.11310607195505,"2020-04-04",74,3.630038954091,1.59254751120748,0.233353840361474,3.32601831476404,4,4
2122,"2020-03-28",67,"Kenai Peninsula Borough","Alaska",1.51982575374441,0.172276659774111,58.0173193493226,1.37522955854213,0.208401492404025,59.2277145672457,3.07856633040424,"2020-04-04",74,2.11453286149111,0.54656937375127,0.929360529184682,3.32601831476404,4,3
2130,"2020-03-28",67,"Ketchikan Gateway Borough","Alaska",2.24374459297111,0.198110759385693,55.2773430861054,2.12427370384391,0.208401492404025,55.7327520130077,3.80692174260361,"2020-04-04",74,2.60796674254523,0.233958955688116,1.43749309216499,3.32601831476404,4,3
4001,"2020-03-28",67,"Apache","Arizona",1.98591548366901,0.218253566020017,57.9008795600303,1.767661917649,0.237163399892274,58.5865162942027,3.65551419985106,"2020-04-04",74,2.83321334405622,1.13539984231846,0.67617869744093,2.92265661933836,4,4
4003,"2020-03-28",67,"Cochise","Arizona",0.451985123743056,0.200670695462145,64.7476276608195,0.251314428280912,0.237163399892274,65.0172679419687,2.13037527520404,"2020-04-04",74,1.48807705542983,1.5295817959123,0.412547003125111,2.92265661933836,4,4
4005,"2020-03-28",67,"Coconino","Arizona",3.34235688163922,0.239728477720551,53.0752276157326,3.09843600856506,0.237163399892274,52.9462533757611,4.99317812987497,"2020-04-04",74,4.59943951127911,2.25301151515984,0.155030099773779,2.92265661933836,4,4
4009,"2020-03-28",67,"Graham","Arizona",0.82667857318447,0.117716067935272,59.9731651838116,0.709455296657088,0.237163399892274,61.7494553248626,2.90538082568779,"2020-04-04",74,0.762140052046895,0.0027756834504839,4.5934810137968,2.92265661933836,4,0
4013,"2020-03-28",67,"Maricopa","Arizona",5.56177992876459,0.372391409506462,51.677833606858,5.33345173032821,0.237163399892274,44.9369619909236,6.89268890543093,"2020-04-04",74,6.76668533869341,2.05415857614754,0.0158768988305771,2.92265661933836,4,4
4017,"2020-03-28",67,"Navajo","Arizona",3.59926729542425,0.296776829746265,54.5944797163553,3.38489415138679,0.237163399892274,52.1046265650488,5.19278120574401,"2020-04-04",74,4.7349445297349,1.82263602407788,0.209614421899067,2.92265661933836,4,4
4019,"2020-03-28",67,"Pima","Arizona",4.1155467698727,0.33703753285546,54.7278093322897,3.79915133252143,0.237163399892274,51.0336687628625,5.44677319925165,"2020-04-04",74,5.43309797857299,2.66978164214316,0.000187011660610059,2.92265661933836,4,4
4021,"2020-03-28",67,"Pinal","Arizona",3.30111392310517,0.173293724698682,47.8969613574815,3.13714299472619,0.237163399892274,52.0989630600351,5.19412438184836,"2020-04-04",74,4.22160634183303,1.17606075121816,0.945791338155267,2.92265661933836,4,4
4023,"2020-03-28",67,"Santa Cruz","Arizona",0.451985123743056,0.106072170901343,62.6870428444015,0.351412557597476,0.237163399892274,64.2418949455003,2.31426537123113,"2020-04-04",74,0.998528830111126,0.418759470151959,1.73116264563843,2.92265661933836,4,3
4025,"2020-03-28",67,"Yavapai","Arizona",1.74296930505862,0.308534443224367,61.4439177101684,1.4057083125776,0.237163399892274,60.2232958730822,3.26732999004974,"2020-04-04",74,3.30636327899132,3.61248930135313,0.00152359764559648,2.92265661933836,4,4
4027,"2020-03-28",67,"Yuma","Arizona",0.998528830111126,0.189744810852451,61.7060808835461,0.814748870567271,0.237163399892274,62.5646095858916,2.71205606970546,"2020-04-04",74,2.496741107435,2.8290978848833,0.0463605329775319,2.92265661933836,4,4
5007,"2020-03-28",67,"Benton","Arkansas",2.64920970107927,0.440254880247274,60.8416435297228,2.27099161009464,0.247659184147629,57.2190061938164,4.15596723522585,"2020-04-04",74,3.65989191724069,1.92904406319038,0.246090721114081,2.79879457305634,4,4
5009,"2020-03-28",67,"Boone","Arkansas",0,0,64,0,0.138359955456562,65.5,1.17605962138078,"2020-04-04",74,0.82667857318447,0.683397463362311,0.122067116838753,5.00973839050966,4,4
5011,"2020-03-28",67,"Bradley","Arkansas",1.145132304303,0.195640434243344,60.9660140040015,0.984851206232056,0.19187094607458,60.8867624925248,2.51604928665994,"2020-04-04",74,1.38629436111989,0.161156606606298,1.276346191782,3.6125697753662,4,2
5019,"2020-03-28",67,"Clark","Arkansas",2.316769727986,0.360527602691798,60.4493025894017,2.00117963071056,0.248457047784307,58.1711041381066,3.93280073553127,"2020-04-04",74,3.20158432775814,1.44097143669389,0.534677434996644,2.78980687704897,4,4
5023,"2020-03-28",67,"Cleburne","Arkansas",3.65251180994306,0.250787145799961,51.9159801064563,3.5320911504917,0.246881964875284,51.7248349816777,5.49933650764462,"2020-04-04",74,4.1225154391888,0.348600840683474,1.89563625454384,2.80760557341683,4,3
5025,"2020-03-28",67,"Cleveland","Arkansas",1.145132304303,0.208398062655596,61.5033734905524,0.937088253054668,0.198052952079581,61.3729645416524,2.50082164853928,"2020-04-04",74,1.51982575374441,0.339582994710131,0.962352945604391,3.49980736606959,4,3
5031,"2020-03-28",67,"Craighead","Arkansas",1.145132304303,0.175012954461699,60.3726953855431,0.984851206232054,0.16579066122576,60.0874832613203,2.30656534942017,"2020-04-04",74,2.47293045874129,2.21437986174844,0.0276773495994282,4.18085780848702,4,4
5035,"2020-03-28",67,"Crittenden","Arkansas",1.88273124743378,0.378298705123696,62.0217239243707,1.50497668803515,0.244800330379164,60.1248955896618,3.39663014369619,"2020-04-04",74,3.41538201665411,3.64964851961572,0.000351632739429827,2.83147975938738,4,4
5041,"2020-03-28",67,"Desha","Arkansas",0.538996500732684,0.0980036893213708,61.4745813851985,0.443507719974156,0.138557184971679,62.2137314540418,1.6330721910482,"2020-04-04",74,0.944461608840851,0.250954798770665,0.474184533927949,5.0026072679062,4,3
5045,"2020-03-28",67,"Faulkner","Arkansas",2.95936462938312,0.33296310005254,57.8947208686157,2.69875886637687,0.247562391782285,55.4436382711762,4.59385729236489,"2020-04-04",74,3.59926729542425,0.810915430785385,0.989209262014378,2.79988885052267,4,3
5051,"2020-03-28",67,"Garland","Arkansas",2.71752894505675,0.224219474463177,54.5366613807344,2.57030376080518,0.233243843147825,54.88345926939,4.4588154276994,"2020-04-04",74,3.52636052461616,0.914044535628724,0.869472146283973,2.97177053509894,4,4
5053,"2020-03-28",67,"Grant","Arkansas",0.887303195000903,0.144905505741421,60.8064799621008,0.752569647669981,0.144181614576209,60.7829152538045,1.90566061869704,"2020-04-04",74,1.09861228866811,0.11974550938896,0.651327007002493,4.80745886080762,4,1
5055,"2020-03-28",67,"Greene","Arkansas",0.887303195000903,0.144905505741421,60.8064799621008,0.752569647669981,0.144181614576209,60.7829152538045,1.90566061869704,"2020-04-04",74,1.34992671694902,0.356835468217638,0.308840169552087,4.80745886080762,4,3
5063,"2020-03-28",67,"Independence","Arkansas",0.887303195000903,0.144905505741421,60.8064799621008,0.752569647669981,0.144181614576209,60.7829152538045,1.90566061869704,"2020-04-04",74,1.31218638896617,0.313170897138963,0.352211661354658,4.80745886080762,4,3
5069,"2020-03-28",67,"Jefferson","Arkansas",3.09751496786393,0.0908576796444066,31.9687850596083,3.09199722496405,0.149166851931241,44.2943052443474,4.43110497113107,"2020-04-04",74,3.76782265645406,0.456740013848647,0.439943428963295,4.64679096988287,4,3
5079,"2020-03-28",67,"Lincoln","Arkansas",1.31218638896617,0.239612424612082,61.5986290680204,1.05462316062878,0.24301055299559,61.6322085427497,3.00550384136052,"2020-04-04",74,1.79175946922805,0.543369937455367,1.47317540088323,2.85233366212094,4,3
5111,"2020-03-28",67,"Poinsett","Arkansas",0.887303195000903,0.144905505741421,60.8064799621008,0.752569647669981,0.144181614576209,60.7829152538045,1.90566061869704,"2020-04-04",74,1.55059741241117,0.636848313297812,0.126069880458008,4.80745886080762,4,3
5113,"2020-03-28",67,"Polk","Arkansas",0.538996500732684,0.0958356397159648,61.3288716978507,0.447660569031828,0.138800744096575,62.6200244510526,1.57954907399474,"2020-04-04",74,1.38629436111989,0.881033395649617,0.0373473840483389,4.99382899617358,4,4
5115,"2020-03-28",67,"Pope","Arkansas",0.82667857318447,0.156416156756447,61.6393099528443,0.682082377982182,0.153286344755996,61.5604820960066,1.90680823002993,"2020-04-04",74,1.86075234071501,1.3892628810486,0.00212114494058823,4.5219108177138,4,4
5119,"2020-03-28",67,"Pulaski","Arkansas",4.29436569611546,0.218343404202604,46.871816803376,4.17651263536193,0.213348545944576,46.4825222910186,5.87081385727346,"2020-04-04",74,4.7523579050601,0.331597774633764,1.2509437170415,3.24889573299465,4,3
5125,"2020-03-28",67,"Saline","Arkansas",1.145132304303,0.187511550770209,60.8694594788061,0.962035609418468,0.17522786853233,60.6850554559366,2.33314935208241,"2020-04-04",74,2.64920970107927,2.84655641557146,0.0998941442080215,3.95569030409143,4,4
5129,"2020-03-28",67,"Searcy","Arkansas",0.944461608840851,0.230258509299403,62.7890116010277,0.739357402125037,0.238399781067168,62.8815909365308,2.65062628654626,"2020-04-04",74,1.42138568093116,0.465162573091242,1.51103246649299,2.90749923283132,4,3
5131,"2020-03-28",67,"Sebastian","Arkansas",0.693147180559945,0.228011223714198,63.968883779232,0.463117295003078,0.233240244160804,64.0032099224468,2.33165375851281,"2020-04-04",74,1.98591548366901,2.31891432340425,0.119534954691967,2.97181639066569,4,4
5133,"2020-03-28",67,"Sevier","Arkansas",0,0,64,0,0.138359955456562,65.5,1.17605962138078,"2020-04-04",74,0.944461608840851,0.892007730574248,0.0536376394124453,5.00973839050966,4,4
5141,"2020-03-28",67,"Van Buren","Arkansas",2.24374459297111,0.368149934681631,60.7903426865976,1.91793499964276,0.248763603666901,58.5300895840711,3.84835066347061,"2020-04-04",74,2.97407077677281,1.1154227797341,0.764365320284313,2.78636894763786,4,4
5143,"2020-03-28",67,"Washington","Arkansas",2.22847712084032,0.294125788127826,59.255527300324,1.98372334829881,0.248265591412502,58.1943949600182,3.9239878828835,"2020-04-04",74,3.07136968775961,1.18297455974248,0.726957786656318,2.79195830810181,4,4
6001,"2020-03-28",67,"Alameda","California",5.2164873483004,0.167496596041276,35.7992410571904,5.05852432078374,0.172931763907646,36.6698635008522,6.45556635171083,"2020-04-04",74,5.93791306583684,0.773324564926061,0.267964924376141,4.00821205368679,4,4
6005,"2020-03-28",67,"Amador","California",0,0,65,0,0.117618227274227,66,0.94094581819382,"2020-04-04",74,0.451985123743056,0.204290552085026,0.239082560717773,5.89319526933417,4,3
6007,"2020-03-28",67,"Butte","California",1.38629436111989,0.154150679827257,58.0068877887961,1.23214368129263,0.15319279574823,57.9537820475714,2.45816498931799,"2020-04-04",74,2.164963715118,0.870153215505953,0.0859669871924999,4.52467217648487,4,4
6013,"2020-03-28",67,"Contra Costa","California",4.70824237112791,0.150802851171229,35.9702645299361,4.52856972880341,0.143782480351692,34.6260885838065,5.66127864456811,"2020-04-04",74,5.53282467651256,1.0085279999983,0.0165004219092149,4.82080416796613,4,4
6017,"2020-03-28",67,"El Dorado","California",1.81528996663825,0.264692554227081,60.1418925933183,1.55059741241117,0.278674186858955,60.4608913602877,3.77300009096687,"2020-04-04",74,2.89037175789616,1.79499529681975,0.779032774339174,2.48730314196904,4,4
6019,"2020-03-28",67,"Fresno","California",3.13549421592915,0.223350371044461,52.9010543041331,2.92565438146312,0.231707888053324,53.2833497437637,4.80021127841187,"2020-04-04",74,4.35119917087862,2.0321779466297,0.201611872711444,2.99146993390414,4,4
6023,"2020-03-28",67,"Humboldt","California",2.19722457733622,0.301208875979596,59.8625083493883,1.8486669614149,0.282149748582235,59.6167969244297,4.05821713157938,"2020-04-04",74,3.42006586596654,2.46929451722608,0.407237037803265,2.456664179369,4,4
6025,"2020-03-28",67,"Imperial","California",2.54272622067683,0.278405368503907,57.8557134907031,2.26741308682221,0.279640093505105,57.8916738354587,4.50453383486305,"2020-04-04",74,3.75453342433537,2.21152689824527,0.562500615791679,2.47871173218332,4,4
6029,"2020-03-28",67,"Kern","California",3.18398856586776,0.43230604774914,59.3823989235301,2.86082896694917,0.281925353906469,56.6526394676108,4.89066075743694,"2020-04-04",74,4.85314571300348,3.96932601660842,0.00140737855884424,2.4586195280255,4,4
6037,"2020-03-28",67,"Los Angeles","California",6.89380122964816,0.22999651505211,37.094141665643,6.6482466814921,0.23112018177253,37.2225224241163,8.50001730247338,"2020-04-04",74,8.18180037201459,2.35178692171515,0.101262014830618,2.99907682333923,4,4
6039,"2020-03-28",67,"Madera","California",2.06142303617716,0.205433275128292,57.0026378852357,1.84835756675123,0.215882870150499,57.3171362183577,3.60154451551074,"2020-04-04",74,3.19575340744735,1.81547555152518,0.164666423383319,3.21075581437624,4,4
6041,"2020-03-28",67,"Marin","California",4.04305126783455,0.160411582291409,41.1974691133741,3.9786132243552,0.159316643195698,41.0441900051075,5.2504090221815,"2020-04-04",74,4.72358794080257,0.554987328145838,0.277540451785271,4.35075185276476,4,3
6045,"2020-03-28",67,"Mendocino","California",0.538996500732684,0.101160091167848,61.5747314591773,0.44766056903183,0.117618227274227,62.0540239732052,1.40506452333203,"2020-04-04",74,1.34992671694902,0.814084201677319,0.00304017769273044,5.89319526933417,4,4
6053,"2020-03-28",67,"Monterey","California",3.10394585819422,0.20690257153672,51.6272043513779,2.97376837987171,0.207718307038414,51.6777574131967,4.63673843943156,"2020-04-04",74,3.80666248977032,0.693712598303805,0.689026082206011,3.3369575866597,4,4
6055,"2020-03-28",67,"Napa","California",1.79175946922805,0.258388443789655,60.1903991371165,1.5011337259995,0.277085501894669,60.4137229819753,3.76456038641939,"2020-04-04",74,2.85811089567794,1.84138703902852,0.821650679265432,2.50156423133043,4,4
6057,"2020-03-28",67,"Nevada","California",1.83827948486295,0.31141215094356,61.2078985705251,1.49231861369249,0.282176781263931,60.918618506063,3.69126212444468,"2020-04-04",74,3.18398856586776,2.86174722709268,0.25732646323129,2.45642882966908,4,4
6059,"2020-03-28",67,"Orange","California",5.33822465713989,0.22526219978101,43.1980774609824,5.13641123037529,0.223896108384639,43.0742062516504,6.92416486896147,"2020-04-04",74,6.38639820316381,1.56246743214101,0.28919298684314,3.09584291375518,4,4
6061,"2020-03-28",67,"Placer","California",3.36729582998647,0.175790539786471,47.9383455559994,3.17506798414758,0.182031832233506,48.4719051820989,4.64692587313321,"2020-04-04",74,4.34380542185368,1.36594719829583,0.0918820079839043,3.80783499267751,4,4
6065,"2020-03-28",67,"Riverside","California",4.65531996967356,0.241976343169572,47.9097418690819,4.37741450951317,0.249870545905739,48.4022875508809,6.3961143835995,"2020-04-04",74,6.06842558824411,2.85951846839077,0.107379946601465,2.77402515789687,4,4
6067,"2020-03-28",67,"Sacramento","California",4.71081637512308,0.144596060763392,34.6057943907095,4.53947846189939,0.138640216757821,33.3645284341333,5.63371058594803,"2020-04-04",74,5.68745950062427,1.31786046527185,0.00288894582887346,4.99961120062836,4,4
6069,"2020-03-28",67,"San Benito","California",2.11453286149111,0.123433396036253,49.6716226608121,2.01546706673736,0.106112467655968,47.4143918301789,2.8210644870344,"2020-04-04",74,3.02390315052069,1.01694333507626,0.0411435234049056,6.53219358546282,4,4
6071,"2020-03-28",67,"San Bernardino","California",3.78743112784243,0.325368456647226,54.9640671160074,3.59074445012704,0.279815380379888,53.5744437109269,5.7153848024978,"2020-04-04",74,5.47406977460652,3.54691427782575,0.0582329426861674,2.47715897395955,4,4
6073,"2020-03-28",67,"San Diego","California",5.75935232581101,0.175876068136056,34.1131034522899,5.60814198987243,0.185284356782321,35.6052985298462,7.11393756574666,"2020-04-04",74,6.75227037614174,1.30902976426722,0.130803156036717,3.74099137454049,4,4
6075,"2020-03-28",67,"San Francisco","California",5.29402244226516,0.173996974295057,36.6225119416294,5.11159403454566,0.17918253011324,37.4003484555526,6.55801816499704,"2020-04-04",74,6.07139735863327,0.921222420929614,0.236799809186124,3.86838594209988,4,4
6077,"2020-03-28",67,"San Joaquin","California",4.28260085453587,0.210076803289253,46.3552067698034,4.12691536307806,0.212277820856049,46.5329737683837,5.83064047384345,"2020-04-04",74,5.07784880568313,0.904274412264726,0.566695295651595,3.26528309818097,4,4
6079,"2020-03-28",67,"San Luis Obispo","California",3.84710345932883,0.213075651128088,48.497691086079,3.72931586807866,0.216906666979146,48.7626625784362,5.47414674353947,"2020-04-04",74,4.4274096405217,0.487334915123749,1.09565856283405,3.19560108600344,4,3
6081,"2020-03-28",67,"San Mateo","California",5.21881022971655,0.127301236407477,25.9961582230837,5.09253851925052,0.111922423829173,20.8429053366572,5.94947087843815,"2020-04-04",74,5.97707580965588,0.782406218117663,0.000762032227535788,6.19310373065092,4,4
6083,"2020-03-28",67,"Santa Barbara","California",3.48781185449893,0.240941227532417,52.3831309783399,3.28086513722693,0.253863956901472,52.9490257652627,5.34408361586134,"2020-04-04",74,4.76947323727937,2.21595407554175,0.330177087174112,2.73038831120467,4,4
6085,"2020-03-28",67,"Santa Clara","California",6.11399818552296,0.137027468456719,22.3017268075212,5.98786375149548,0.125061263727613,18.359763030627,6.95843834949361,"2020-04-04",74,6.84906628263346,0.741669799638462,0.0119622490092623,5.54246102989683,4,4
6087,"2020-03-28",67,"Santa Cruz","California",3.30636327899132,0.22642063741148,51.8654649993506,3.20035042436191,0.234402049405793,52.2616220186166,5.09552034959404,"2020-04-04",74,3.96759285658296,0.588660949800475,1.27222042949026,2.95708669065423,4,3
6089,"2020-03-28",67,"Shasta","California",1.04982212449868,0.138085264162909,58.8347082453417,0.989421204746312,0.138039614772928,58.8331654438565,2.09362399945479,"2020-04-04",74,2.11453286149111,1.26587624014302,0.000437180511653791,5.02136420548664,4,4
6093,"2020-03-28",67,"Siskiyou","California",1.04982212449868,0.051293294387553,46.5329557784568,0.998528830111126,0.104967341159925,56.7429130243044,1.81143053600434,"2020-04-04",74,1.09861228866811,0.0100166986767275,0.508109853735494,6.60345563582379,4,0
6095,"2020-03-28",67,"Solano","California",3.45676723281697,0.10733078003861,34.8861750539139,3.33947110144817,0.110046787357829,35.5923779322563,4.22663541860886,"2020-04-04",74,4.08717607274349,0.559062724099728,0.0194489091491961,6.29865893591334,4,3
6097,"2020-03-28",67,"Sonoma","California",3.62243435470578,0.214307830639787,49.9222148254959,3.4455952622405,0.22066035111184,50.3131013524663,5.22675937231535,"2020-04-04",74,4.460969837014,1.03098552709646,0.586433612377057,3.14124026843694,4,4
6099,"2020-03-28",67,"Stanislaus","California",2.7545702167371,0.183408733068628,52.3333154866365,2.50658929184464,0.193011606479726,52.8888896293488,4.07468932721019,"2020-04-04",74,3.82241084673846,1.73138636432318,0.0636444317091262,3.59122020277446,4,4
6107,"2020-03-28",67,"Tulare","California",2.96674473668074,0.16367199863198,48.5706852997212,2.85269077178038,0.165878836196665,48.7693035999878,4.18523855526541,"2020-04-04",74,4.14991441337691,1.68278917631698,0.00124779500015896,4.1786354212068,4,4
6111,"2020-03-28",67,"Ventura","California",4.03550406219917,0.196749242221239,46.5106316409036,3.8345184560228,0.199355323239025,46.7327258878264,5.43587624447947,"2020-04-04",74,5.06890420222023,1.52370817041538,0.134668479799918,3.47694342592933,4,4
6113,"2020-03-28",67,"Yolo","California",2.41079867763427,0.135614392968828,49.2447829772507,2.27224858560112,0.112859940865459,46.370692751083,3.11824198226637,"2020-04-04",74,3.28519846779927,1.02606746384526,0.0278744680614991,6.14165819372748,4,4
6115,"2020-03-28",67,"Yuba","California",1.04982212449868,0.051293294387553,46.5329557784568,0.998528830111126,0.104967341159925,56.7429130243044,1.81143053600434,"2020-04-04",74,1.94591014905531,0.897531363484428,0.0180847663263397,6.60345563582379,4,4
8001,"2020-03-28",67,"Adams","Colorado",3.83483336673702,0.217060949136608,49.7393503705546,3.52955204214526,0.230502003474747,50.5417626559546,5.40717070578858,"2020-04-04",74,5.3910267646523,3.46508814253266,0.00026062683541166,3.00711998208677,4,4
8005,"2020-03-28",67,"Arapahoe","Colorado",4.65803367554516,0.218050826821974,45.8456530629443,4.39467201368191,0.224966912960545,46.388395026774,6.2116975327127,"2020-04-04",74,5.98177489656046,2.51889556084141,0.0528644186151947,3.08110722344983,4,4
8013,"2020-03-28",67,"Boulder","Colorado",4.05054193956371,0.206146915966828,47.0170750061781,3.913271443506,0.206626455745667,47.0553286662801,5.56748193891843,"2020-04-04",74,4.79342647830186,0.774672885276514,0.599161856110323,3.35459066971138,4,4
8014,"2020-03-28",67,"Broomfield","Colorado",2.06142303617716,0.337564337528635,60.874372946347,1.73022890078522,0.263014128617885,59.4215362882693,3.8343419297283,"2020-04-04",74,3.27983652465789,2.4012837879643,0.307476244252304,2.63539903427382,4,4
8015,"2020-03-28",67,"Chaffee","Colorado",1.55059741241117,0.318453731118531,62.1308549378119,1.23214368129264,0.263014128617885,61.2099018818365,3.36397651148603,"2020-04-04",74,2.85811089567794,2.64376938225591,0.2559000212569,2.63539903427382,4,4
8019,"2020-03-28",67,"Clear Creek","Colorado",1.09861228866811,0.0664404375559865,49.4676578929136,1.09841604342008,0.0919549936718345,53.3611819510605,1.89784238308437,"2020-04-04",74,1.58045037556085,0.232357097362398,0.100737686439813,7.53789601719318,3,3
8025,"2020-03-28",67,"Crowley","Colorado",0,0,64,0,0.0942340109498923,65.5,0.800989093074085,"2020-04-04",74,0,0,0.641583527223645,7.35559458387606,3,0
8031,"2020-03-28",67,"Denver","Colorado",5.43434563937115,0.205631684789048,40.4530691342651,5.25325843511039,0.190511228119364,38.6238849808449,6.73954711839109,"2020-04-04",74,6.37915354457588,1.2676397975183,0.129883528047297,3.63835343146104,4,4
8035,"2020-03-28",67,"Douglas","Colorado",4.11787505963229,0.218929083761499,47.8921356403572,3.96433815313409,0.236634686797438,49.0599553473099,5.90167965510344,"2020-04-04",74,5.05624580534831,1.19226232096396,0.714758394311783,2.92918671366758,4,4
