"fips","county","state","days_from_start.x","date.x","predicted.grf.future","log_rolled_cases.x","Predicted_Double_Days","predicted.grf.past"
1001,"Autauga","Alabama",88,"2020-04-18",NA,6.99091400594199,NA,NA
1003,"Baldwin","Alabama",88,"2020-04-18",5.12845820128595,4.52798054729696,8.20877561580025,4.66716520935428
1005,"Barbour","Alabama",88,"2020-04-18",NA,6.42556338801152,NA,NA
1007,"Bibb","Alabama",88,"2020-04-18",NA,5.99645208861902,NA,NA
1009,"Blount","Alabama",88,"2020-04-18",NA,6.75759662042442,NA,NA
1011,"Bullock","Alabama",88,"2020-04-18",NA,6.11966927822678,NA,NA
1013,"Butler","Alabama",88,"2020-04-18",NA,6.64546244053518,NA,NA
1015,"Calhoun","Alabama",88,"2020-04-18",4.46419519369578,4.13402304604028,17.1090230115999,NA
1017,"Chambers","Alabama",88,"2020-04-18",5.82896626087808,5.40973095391894,11.9273668762233,5.7031616517801
1019,"Cherokee","Alabama",88,"2020-04-18",NA,5.62040086571715,NA,NA
1021,"Chilton","Alabama",88,"2020-04-18",3.98155348579482,3.55942138687705,12.0255005879184,NA
1023,"Choctaw","Alabama",88,"2020-04-18",NA,5.64038615809741,NA,NA
1025,"Clarke","Alabama",88,"2020-04-18",NA,6.29077517365714,NA,NA
1027,"Clay","Alabama",88,"2020-04-18",NA,5.4601932321817,NA,NA
1029,"Cleburne","Alabama",88,"2020-04-18",NA,4.81218435537242,NA,NA
1031,"Coffee","Alabama",88,"2020-04-18",NA,6.62992923779366,NA,NA
1033,"Colbert","Alabama",88,"2020-04-18",NA,7.04028617127308,NA,NA
1035,"Conecuh","Alabama",88,"2020-04-18",NA,5.97743806287484,NA,NA
1037,"Coosa","Alabama",88,"2020-04-18",NA,4.66478589566244,NA,NA
1039,"Covington","Alabama",88,"2020-04-18",NA,6.73306169792355,NA,NA
1041,"Crenshaw","Alabama",88,"2020-04-18",NA,5.76384671539885,NA,NA
1043,"Cullman","Alabama",88,"2020-04-18",4.19909868079876,3.74106520728451,10.678336372695,NA
1045,"Dale","Alabama",88,"2020-04-18",NA,6.70756066065347,NA,NA
