"cutoff","lm.mape","slm.mape"
58,0.102850426018714,0.108115920822752
59,0.088099416198416,0.0887514271764369
60,0.0885998829196048,0.0901521590031116
61,0.0518876591448208,0.0535896295082522
62,0.0798006133295594,0.0803322882155995
63,0.0691094089735767,0.0713544960525116
64,0.0440170999703734,0.0466393205063303
65,0.0490107953830585,0.0519457030231606
66,0.0600431721705182,0.0591710911497802
67,0.070705175710044,0.0715355543590639
68,0.0704910799689978,0.0712457109503367
69,0.0616482394896274,0.0635653993736454
70,0.0475179634828347,0.0490319227875843
71,0.0407012027438738,0.0422040570954562
72,0.0495487144377954,0.0495951533841915
73,0.0597676929194644,0.0603684862229213
74,0.065214125445287,0.0666657613899219
75,0.0591706035881432,0.061334719419336
76,0.0565994524175459,0.0582307747267593
77,0.0534663738168725,0.0548866336204044
78,0.0540802563210713,0.0553536962369948
79,0.0557760827617297,0.0570164004274819
80,0.0563393226896782,0.0578765632269883
81,0.0567770618362189,0.0578146320734229
82,0.0536381829716835,0.0553690531509331
83,0.0507429557209006,0.0519038094291397
84,0.051153656975202,0.0522173542300508
85,0.0504817700404852,0.0515961097529867
86,0.0486443263353175,0.0498442622152546
87,0.0475280894681982,0.0485960739522758
88,0.0457176033259781,0.0472164338925885
89,0.0441489827730347,0.0454926110893168
90,0.0435418073025364,0.0449314588669246
91,0.0417000749445847,0.0433780063165507
92,0.041583215491599,0.0433342769174949
93,0.0399042560076973,0.0422968042878924
94,0.0391698158380487,0.0424257123791996
95,0.0384017843237199,0.0425046239520994
96,0.0383756246749826,0.0434635960275692
97,0.0385486743337906,0.0447409915326668
98,0.0386580070534568,0.0455928308942291
99,0.0390279014665276,0.0472893630284788
100,0.0388278319502579,0.0491858071432514
101,0.0381417256718721,0.0500305143354982
102,0.0362834082566989,0.0502076699066173
103,0.0356156370875501,0.0503173634434065
104,0.0359784597367121,0.0501844428239003
105,0.038011367460292,0.0520184315838156
106,0.0386294967262967,0.05263205815062
107,0.037460007886868,0.0504777796449757
108,0.0367666062731274,0.0488668547737812
109,0.0358453794772411,0.0473160980790662
110,0.0355458193837674,0.0453073687320862
111,0.0361154819869322,0.0452395739174868
112,0.0371307917541659,0.0449813036300221
113,0.0371839323192361,0.0453750406678648
114,0.0371474671204565,0.0455361996148386
115,0.0356882819814386,0.0442532133731692
116,0.0350111797748802,0.0445164865214306
117,0.0357701420990421,0.0457290301158949
118,0.0368089473967586,0.0466513474294291
119,0.0367925320534204,0.047508689129596
120,0.0374895859862149,0.0476864489424134
121,0.0379000972743327,0.0485349286432309
122,0.0370758094749724,0.0484078950928555
123,0.0364638130597842,0.0483106652860173
124,0.0359542956347704,0.0478300718037129
125,0.0358625588172335,0.0476413167190696
126,0.0363140035668313,0.049305307443855
127,0.037421730695338,0.0496569220273079
128,0.0387163700684759,0.0496214466455861
129,0.0400845077309357,0.0497519434364922
130,0.0408349638842569,0.0513277900553264
131,0.0415418752822442,0.0527612881081668
132,0.0419617920023517,0.0528764172562366
133,0.0425927352882199,0.0536126712857209
134,0.0406376446862898,0.0527284401319081
135,0.0377694049438911,0.0505149784037039
136,0.0385934119581741,0.0474011238224696
137,0.0399662274877588,0.0462588803768535
138,0.0412625490984603,0.0462558703667324
139,0.0428261290659742,0.0468415591368962
140,0.0438737586003095,0.0472358123773395
141,0.0413495440148238,0.048179416030806
142,0.038340293885717,0.0478617531262321
143,0.0376494337423342,0.0483862811683381
144,0.0384393702698384,0.0491662022081101
145,0.0398951978800434,0.0504922588365947
146,0.0405100629725516,0.0520113328587681
147,0.0401054113231366,0.0521828965331875
148,0.0412980300162512,0.0536731719349227
149,0.0404305977254228,0.0529602153623795
150,0.0376240587628083,0.0506302713638345
151,0.0372317495793043,0.0519106648258021
152,0.0378605716501583,0.0521749287867347
153,0.0386649791001794,0.0521553765375191
