"cutoff","lm.mse","slm.mse"
65,0.339892225458305,1.26305909421242
66,0.251077974714032,0.879718968282784
67,0.283378542077925,0.90683298372914
68,0.458008810160916,0.594127418096624
69,0.449029701259641,0.50867640724363
70,0.467387037036525,0.480485711741743
71,0.624881339492391,0.425492066281468
72,0.613656009045634,0.327481766204531
73,0.578664185047913,0.312699639475375
74,0.600745953094265,0.272815878487115
75,0.575552803749992,0.270817101278121
76,0.578416535308892,0.273157929395845
77,0.565248015981612,0.294609728837538
78,0.536420711043954,0.321298945158957
79,0.515741464676522,0.32588669245686
80,0.498097094224141,0.335107046357521
81,0.489119305862294,0.34865417223015
82,0.472291586722181,0.361459724361071
83,0.454471077038214,0.382224589661982
84,0.430858791340893,0.380271222247502
85,0.411580155460655,0.367475570067573
86,0.387617756222361,0.351198401959008
87,0.361567309997637,0.339308657507564
88,0.337045593401726,0.331832607483779
89,0.313712579123372,0.320381969136732
90,0.294373565347989,0.312175107508722
91,0.27145124136397,0.301898433460006
92,0.252053467177893,0.292723980763691
93,0.231019656606339,0.274112533593044
94,0.210483000609352,0.25193541199196
95,0.192361374191588,0.233152573249897
96,0.177796335519358,0.21946338030918
97,0.166704118858975,0.205607576030696
98,0.159238426067404,0.194458993763724
99,0.154028184950738,0.189537105287405
100,0.151776434036213,0.183897654137961
101,0.149881302455823,0.181917225829937
102,0.148195709842121,0.185278306239193
103,0.143404551220211,0.178825981973149
104,0.136369697523429,0.174963083849937
105,0.143111308577493,0.173289391403784
106,0.137526845439701,0.167719483803083
107,0.130939429702523,0.164224440058091
108,0.123612078798644,0.154541956225796
109,0.117745956770519,0.147248422702151
110,0.113668272596686,0.143380340725644
111,0.113382270454108,0.14072421350915
112,0.1136792193927,0.137717818020341
113,0.116061884645758,0.133732354424859
114,0.12089857659528,0.133267384719143
115,0.120834458630215,0.133956951171692
116,0.120620953622358,0.134886771230693
117,0.119057514994716,0.136220532212994
118,0.118878242732609,0.139065444945314
119,0.114825831394048,0.14161464615997
120,0.111654354783124,0.140944805190061
121,0.111618042864682,0.141917320587211
122,0.109428898934881,0.138407391111535
123,0.113303695761871,0.144739538874351
124,0.108484522520209,0.14123073689728
125,0.102488847684054,0.137779117191961
126,0.105288484571694,0.14088851796348
127,0.102133048006757,0.136690790607871
128,0.100288280239606,0.13381689345366
129,0.108066200759924,0.140966838217689
130,0.111774643214373,0.145384717018697
131,0.11119506435506,0.145901468168768
132,0.112628988518056,0.145612016275495
133,0.120158718619498,0.151057246408311
134,0.121876810847175,0.146426271473412
135,0.114897782814155,0.141623332280403
136,0.105654816924921,0.132498982335723
137,0.107473480918416,0.130843998323459
138,0.105339704443389,0.127704702290113
139,0.103909669959631,0.123188753710217
140,0.105164299550457,0.122042886575955
141,0.102384700353288,0.12423033847012
142,0.103517012953241,0.124046995801532
143,0.104203160861099,0.123620902835187
144,0.106394684879842,0.124757431138478
145,0.106073747375408,0.125378251371383
146,0.103869367148269,0.132354526314124
147,0.10306125930288,0.137533316850436
148,0.105784081783159,0.147461679178708
149,0.109094240565391,0.152029471015821
150,0.1131077676956,0.153368094868564
151,0.117168301391785,0.156854089071284
152,0.12017665743248,0.156155068787895
153,0.117455283078592,0.154010222893511
154,0.112497078634822,0.146763441633172
155,0.108382419728951,0.144453393954901
156,0.104630042718718,0.142556952320669
157,0.101666534230992,0.135928243952455
158,0.10373594165651,0.136410873390483
159,0.117679480800622,0.14431682950002
160,0.116911629000651,0.137101344989069
161,0.114315815288529,0.129781804182013
162,0.114864216421409,0.130207684253827
163,0.116585360483087,0.125966467174605
164,0.112348058727457,0.121713792754242
165,0.110903056870243,0.116515944071586
166,0.111083811722655,0.111257567790894
167,0.109458266653034,0.102572346951738
168,0.106558211984395,0.0971529409323841
169,0.107939908032395,0.09493564613344
170,0.107635099601233,0.0930342657870079
171,0.107704618877092,0.0917161643704759
172,0.104436121053874,0.0897137202092363
173,0.10007050840645,0.0894826554968678
174,0.0947050862000671,0.0864069208425932
175,0.0907003167981499,0.0849677716577049
176,0.0863010759222939,0.0814198065588778
177,0.0812012759263492,0.0788106384741393
178,0.0776501347952283,0.0761798704766073
179,0.0733528348687055,0.0732543982266716
180,0.0725926796965363,0.0716671960734467
181,0.0730736075338999,0.0710241822374356
182,0.0739275659306748,0.0719661225005041
183,0.0735209938412571,0.0732573429298793
184,0.0758666451734875,0.0758130805361279
185,0.0774628520680766,0.0775996315294607
186,0.076982790866028,0.078627026737391
187,0.0696611372295942,0.0735646766832379
188,0.0674578796879634,0.0719877992937658
189,0.0653178847442382,0.0705817291030601
190,0.0644516068334188,0.0700892250401038
191,0.0650900150502143,0.0700712421390809
192,0.0652633087910085,0.0692220376632725
193,0.0651688314406059,0.0674339796767295
194,0.0654368707744456,0.0666887674891032
195,0.0641231464318897,0.0668838199264351
196,0.0652596131049898,0.0684466711347095
197,0.0654885194887141,0.0698047154843114
198,0.0662944048783329,0.0727011398915029
199,0.0675098094275922,0.0734521270172526
200,0.0671467413070153,0.0748439279595544
201,0.0660100030627298,0.0752568647037627
202,0.0661616508182586,0.0751988632127518
203,0.0649124673198861,0.0770082234467346
204,0.0639071903040328,0.0783725141681163
205,0.0633189139980333,0.078753828348613
206,0.0637884626115357,0.0798243297433979
207,0.0626365374034996,0.080549711614779
208,0.0617193132821819,0.0809078347775486
209,0.0614779303032857,0.0814951285485968
210,0.0593367904409782,0.0795066085404714
211,0.0583486192599611,0.0801097522193852
212,0.0567237384167049,0.07956641466569
213,0.0562160019352306,0.079707250334082
214,0.0572815877985365,0.0824199510839616
215,0.0564455812282083,0.0837237375927432
216,0.0593615379141048,0.0876727442521596
217,0.0578025773722105,0.0872438199671523
218,0.0592288604767565,0.0886526282204547
219,0.0622016307166287,0.0919032861841889
220,0.0609910544904438,0.0910154181204144
221,0.06115571159581,0.0890221609660283
222,0.0634838287334,0.0895299583719433
223,0.0693121928360336,0.0924365249738494
224,0.0680226754557884,0.0935693888950813
225,0.0692252936585787,0.0946902146871197
226,0.0763527414930665,0.0945970888983056
227,0.0752794416130511,0.0963998508516983
228,0.0747846562380358,0.098039458015344
229,0.0822483810737046,0.104148970574233
230,0.0728476930178463,0.0956874124949803
231,0.0730886234385828,0.0964929715766303
232,0.0751923634058551,0.0991001141354962
233,0.0743507141544385,0.0985823477577305
234,0.0713800485822153,0.09728294796338
235,0.0665649821617731,0.0938263753694638
236,0.0639562952976194,0.0922461993759601
237,0.0671860255196934,0.0917355572791027
238,0.0665871410986773,0.0908438721241934
239,0.0669087277961859,0.0886031965292258
240,0.0655364283880459,0.0848650196263446
241,0.0658967885054284,0.0818463898127413
242,0.0682330867926546,0.0822566959011005
243,0.0663297122526342,0.0768184496858229
244,0.0726531811747812,0.0758692801895094
245,0.0785191149034771,0.0779978450109837
