"cutoff","lm.mape","slm.mape"
67,0.068659063357997,0.14274483839952
68,0.0854062676771733,0.117117764167026
69,0.0796824864513133,0.112399407053443
70,0.0797939301018346,0.101316640252245
71,0.0880221440087902,0.0946198494349854
72,0.0911446311075023,0.0817113686179314
73,0.0923272625939497,0.0743195655335434
74,0.101793577007828,0.0687873014187854
75,0.102341569236724,0.0631354358770686
76,0.108131766102308,0.0599971021655881
77,0.109328604311282,0.0586621748184583
78,0.109433823267791,0.0606917434863417
79,0.110511400893822,0.0633541487123051
80,0.111257470147088,0.0654484007760945
81,0.112156040432636,0.0689510578543389
82,0.112127482837555,0.0724508604907489
83,0.111409281170909,0.0774500751714025
84,0.110742470807849,0.0805492495282532
85,0.110375894891365,0.0821850321273248
86,0.109849411159845,0.0822108962620304
87,0.108344855826834,0.0836952215712898
88,0.107018052248362,0.0854778355791206
89,0.105473196027291,0.0878842096131106
90,0.104344182133259,0.0904551370683845
91,0.101971546188719,0.0921602664335209
92,0.0998853923414006,0.093237386634892
93,0.0972919097692915,0.0942480234268469
94,0.0945732434343685,0.0938342941484538
95,0.0913191592391125,0.0927453350691248
96,0.0883328317271338,0.0919573819714194
97,0.0855777549312218,0.090205933600225
98,0.0828272993617866,0.0889266085855548
99,0.080765672745,0.0878234252964482
100,0.0793305215794925,0.0864930307984311
101,0.0773559156087654,0.0850624445506254
102,0.0742976162882952,0.0834096143875781
103,0.0704302923203834,0.0802397116954119
104,0.0673157424648211,0.0778941180894213
105,0.0656755901430426,0.0757294307455227
106,0.063732132842576,0.0735009847381068
107,0.0612661231881493,0.0713914789661192
108,0.0593830811424204,0.0692467666200878
109,0.0573543077568959,0.0666128524796993
110,0.0558516062727747,0.0646641233399454
111,0.0553416017544386,0.0636416061321244
112,0.0549545914251975,0.0618219560962258
113,0.0552733446351995,0.0615212397967407
114,0.05603632741318,0.0615615565236521
115,0.0565149025078377,0.0616428133592252
116,0.0565914023112313,0.0616655638724987
117,0.0570385369980882,0.0616871926088003
118,0.0578924023177997,0.0624930597128851
119,0.0574418891905405,0.0635203001029024
120,0.0579897647747069,0.0641530278287372
121,0.0578752167259606,0.0647592089613046
122,0.0580390841609524,0.0647435357446448
123,0.0588433406110249,0.0654843576128131
124,0.0570250488273712,0.0644696776245591
125,0.0563576902839857,0.0638141989478486
126,0.0568845697833416,0.0644172558159291
127,0.0563429206430536,0.0634727262542544
128,0.0559990691685134,0.0628120558643441
129,0.0563041725078447,0.0637719228710913
130,0.0570208044838206,0.0647933899999842
131,0.0571111724076499,0.0650838249574731
132,0.0572320040179842,0.0645723788549744
133,0.0582404846671465,0.0655053259951713
