"cutoff","block.mape.last","lm.mape.windowsize=2","lm.mape.windowsize=4","lm.mape.windowsize=8","lm.mape.windowsize=16"
161,0.0368097153923501,0.0392454736043528,0.0432349932748013,0.0498543596167478,0.0562412086512392
162,0.0379981489985678,0.0403987079368175,0.0433438144526954,0.0502993167646268,0.0570552254292168
163,0.0361799434956334,0.0385920305624787,0.0435966636214611,0.0499987866417059,0.057129990482888
164,0.0339875110905289,0.0362922187900281,0.0416620976549422,0.0490488993545689,0.0568764676768402
165,0.0337128444648963,0.0361629673525799,0.0405258270941028,0.0484898169758472,0.0567692497893387
166,0.034609446009457,0.0373999199832268,0.0401993109521158,0.047579056286827,0.0559945055837253
167,0.0343680980726184,0.0367585878096582,0.0408822668104877,0.0468576104946079,0.0552661962047572
168,0.0323093919573349,0.0346508752791912,0.0401318133846365,0.0462846929154694,0.054572019725359
169,0.0325880695828202,0.0342569360625685,0.0387372659954251,0.0466150471340146,0.0548376587178371
170,0.03232458657169,0.0345320979319637,0.0378778921355484,0.0458983488011973,0.0545625556935184
171,0.0314471999595427,0.0338053050888542,0.0373678908572309,0.0450604616757772,0.0546137558135795
172,0.0300201292844652,0.0317958882634015,0.0366320696731206,0.0438730761066879,0.0537294214607418
173,0.0296770174439974,0.031102270532508,0.0353325725999499,0.0425781334940494,0.0528926233975865
174,0.0293814996013248,0.0310419486563879,0.0346180999558278,0.0416935514055686,0.0519191446335879
175,0.029911289653588,0.031464955210897,0.034648961894758,0.0413194623823074,0.0511509062434883
176,0.0289249914961329,0.031612623883286,0.0344208476984527,0.0409352763126647,0.0500917661397832
177,0.0282310201155629,0.0300256799989738,0.0341240444149201,0.0399737704962986,0.0487851894198038
178,0.0280106104204012,0.029654535453917,0.0329453739734341,0.0391879567664894,0.0478546316311404
179,0.0269729478231755,0.0294629007502616,0.0321744950626708,0.0382450770622469,0.0466537178745503
180,0.0274873284519409,0.0296558536857862,0.0327051538403238,0.0379684464261509,0.0460183872053411
181,0.0279418415501793,0.030098317154636,0.0333990529276672,0.0383100482253478,0.0459010951661424
182,0.0284955503515736,0.0304105098445703,0.0338056837458581,0.0388034888602598,0.045855187393473
183,0.0280835334135751,0.0297409461348268,0.0334988517851538,0.0390107393739887,0.0456063187265748
184,0.0281082804856325,0.0298043328782646,0.0333888199204173,0.0393656574243034,0.0457307790459705
185,0.0270956893576166,0.0284932882777569,0.0327422662377961,0.039186236142782,0.0461462663651614
186,0.0262584480195901,0.0275978194787475,0.031331015802585,0.0383928333361113,0.0457531596479636
187,0.0258251269150395,0.0271424281444265,0.0306396583953278,0.0371663936528645,0.0447375225478777
188,0.0262966616438692,0.0276225119802117,0.0306046683916031,0.0369503309566098,0.0442867667161242
189,0.0266185795392467,0.0279386243930987,0.0307935370830018,0.0367322288831007,0.044141658969373
190,0.0263672713967787,0.0274590834998599,0.0308805697167242,0.0364597942046189,0.0436814694265062
191,0.026232445161834,0.0272966097216503,0.0306142246570394,0.0364834429617056,0.0438736928965128
192,0.0256880527218737,0.0265402136322981,0.030171963011596,0.0364043767848787,0.0436308343041452
193,0.025505175849463,0.0263349596780135,0.0297347775999294,0.0361072985596862,0.0435917442970301
194,0.025358161468857,0.0261339633682059,0.0294698722475688,0.0359685615605533,0.0437243130588101
195,0.0260791559095541,0.0270764749055053,0.0298862320198378,0.0357235076156132,0.0437965013413293
196,0.0261851223837836,0.0270066921048185,0.0302534827904563,0.0358542700056423,0.0440680687443567
197,0.0265348025179043,0.0273431597391981,0.0308207507933618,0.036270969805191,0.0443124988401828
198,0.0266565847064939,0.0272794030316383,0.0309832241586975,0.0370965159309206,0.0447556301339994
199,0.0270511378859527,0.0272667887406103,0.0309498923818295,0.0375942528244019,0.0454251481732252
200,0.0260943933357505,0.0262852144071934,0.0304605567585233,0.0375240913529932,0.0457558174592035
201,0.025509281569987,0.0257817878704315,0.0298885778652256,0.0369224454641469,0.045911413575522
202,0.0256290394061757,0.026177779185841,0.0296506885849248,0.0365375545494922,0.0457819313427851
203,0.0257049955578586,0.0266584552248188,0.0297610210179181,0.0364571346306731,0.0455720797471566
204,0.0254116364368609,0.0264584588509361,0.0296114695713576,0.0362737869656591,0.0453019330784825
205,0.0245882167268186,0.0259442002280993,0.0294490960395999,0.0357824215000892,0.0451015682298646
206,0.0237642680222227,0.0247044999467607,0.0284901151235031,0.0350422450360396,0.0449245577301211
207,0.0237344693746142,0.0249053250051111,0.0279830689941382,0.0342379481454327,0.0442824664680414
208,0.0249982255588479,0.0258343221464106,0.0283684654492231,0.033893542717233,0.0437629986652261
209,0.0255268376673187,0.0264555226864837,0.0293158279215,0.0341552918866755,0.0434936459082219
210,0.0257100998602591,0.0266928951690298,0.0295599633445785,0.0341104689768462,0.0428103399129079
211,0.0263560628394355,0.0273245101615941,0.0298135743691944,0.0345412344432367,0.0423390520959047
212,0.0262782192373033,0.0273083949322729,0.0300074877395298,0.0348233560635272,0.0419021022955681
213,0.0257665285232435,0.0270797828669054,0.0303282450066461,0.0353007244631705,0.0419838606935873
214,0.025670021654118,0.026926131828838,0.0305366906408878,0.0356966281185102,0.0419766589880754
215,0.0250497237252931,0.0261472404402805,0.0300156553710125,0.035365417808973,0.0414858921742319
216,0.0260688079901639,0.0271186410092486,0.0301361125245401,0.0357157999365414,0.0416973639554759
217,0.0258787978613979,0.0271785235739921,0.0300772645556898,0.03540026794384,0.0412523222846238
218,0.0263089995883447,0.0273715647075833,0.0301494050795507,0.0355935917358101,0.0413689260361783
219,0.0261133119282086,0.0275231203683986,0.0305367329785011,0.0358546420272759,0.0418304015631784
220,0.0263345318030612,0.0280302901320217,0.0302812044795786,0.0352554576915741,0.0413807674075759
221,0.0262139242608892,0.0278431203377675,0.0307958832877742,0.0350646553803575,0.0411063041752213
222,0.0265024894028196,0.0280036859002007,0.0310703280019865,0.0356371740175126,0.04112266650975
223,0.0284001059182065,0.0301993051560622,0.0321727244543148,0.0361554423709698,0.0414641328570315
224,0.0279863469646562,0.0295030740231665,0.0321044332148126,0.036387337316405,0.0413459475334521
225,0.0279804278764053,0.0299062440479483,0.0327955852957101,0.0370584652725569,0.041753683036771
226,0.0276716419206498,0.0289807845724045,0.0328883460864629,0.0376190882385532,0.0422294173866552
227,0.0274522575855918,0.0295145675313054,0.0326422220959117,0.0377262451126883,0.0426983804100764
228,0.0271394637626543,0.0290005235275633,0.0328103182755449,0.0377122509445095,0.0429897515200821
229,0.0290954791039112,0.0312962749083464,0.0340383008325531,0.0387936468424166,0.0442527063037459
230,0.030235445851823,0.0316495221161979,0.0341827966470164,0.0388046233550625,0.0438394028162848
231,0.0300021752187321,0.0318399720277429,0.0354422753641115,0.0398025741685069,0.0442997843338309
232,0.0306619824022309,0.0318211267026663,0.0355480659279367,0.0408715079077381,0.0451589700987462
233,0.0288494350472678,0.029837988195133,0.0337717369785305,0.0404078874080196,0.044867246456544
234,0.0264774408267714,0.0286579081625928,0.0316439539438512,0.0385328280508315,0.0439760142603837
235,0.0251873001018368,0.0274473734753358,0.0308330375929923,0.0368149814416678,0.0430127870589501
236,0.0268186327301202,0.0291559199031074,0.0314832988226969,0.0358224897427997,0.041989474722753
237,0.028519889485568,0.0301734080914367,0.0328497403539913,0.036265008441011,0.0416727626028814
238,0.0296427767452412,0.0311312538034857,0.0340282826011481,0.0373688111651155,0.0415633716405477
239,0.0296125711329828,0.0314512073101807,0.0337207854388202,0.0382096893540665,0.0420191284990219
240,0.0284855782748879,0.0294092750994748,0.0329140980130889,0.0382385246077064,0.0420359713397318
241,0.0268970617148948,0.0280358296660182,0.0317967967391627,0.0379568059618352,0.0426311140118339
