"cutoff","block.mape.last","lm.mape.windowsize=2","lm.mape.windowsize=4","lm.mape.windowsize=8","lm.mape.windowsize=16"
67,0.06763484363791,0.067134535142256,0.0686269019579479,0.0610394236820868,0.068659063357997
68,0.0602976101792473,0.0667374690563705,0.0755031993982153,0.0807542989026833,0.0854062676771733
69,0.0624509171636026,0.054678179468322,0.0672989788480124,0.0801026010762499,0.0796824864513133
70,0.0585100946908316,0.039948166959089,0.0560262461202794,0.0801160405841787,0.0797939301018346
71,0.0526980334806942,0.0406401700203342,0.0496126065908753,0.0851960861946008,0.0880221440087902
72,0.0656616002795294,0.0508158149921169,0.0532494280345137,0.0849839537233237,0.0911446311075023
73,0.0687935102116945,0.0572665232200013,0.0603029658000987,0.0832478261968553,0.0923272625939497
74,0.0695173524170547,0.0585585209501708,0.0707453295016707,0.0928041617509536,0.101793577007828
75,0.0629046878446549,0.0495257970654511,0.0677189184595963,0.0920711969803672,0.102341569236724
76,0.0606173148174282,0.0487651034330419,0.0662000516393107,0.0957243254844094,0.108131766102308
77,0.0578726630706672,0.0468759345365891,0.0614811756976243,0.0946394199509929,0.109328604311282
78,0.0583331438657593,0.0487972711916382,0.0601026554674838,0.0919181142745942,0.109433823267791
79,0.0581577118147917,0.0501811438843179,0.0617353562040525,0.0894460357863944,0.110511400893822
80,0.0584018218328876,0.0488415111745271,0.0625901032552817,0.0878427051214123,0.111257470147088
81,0.0602007705788683,0.051689361547806,0.0635715803591024,0.0881980840775382,0.112156040432636
82,0.0543318461655365,0.0456121048708275,0.060248967746971,0.0869820350608035,0.112127482837555
83,0.0538795236176057,0.0453755537401222,0.0578763287790878,0.0851000295462172,0.111409281170909
84,0.0529242694123785,0.0458184856223391,0.0565371155838629,0.0834973611253694,0.110742470807849
85,0.0511485896117574,0.0444618660694051,0.0560542560355555,0.0822517116730876,0.110375894891365
86,0.0492500773042034,0.0425254549388728,0.0550193694013243,0.0809421074770992,0.109849411159845
87,0.0486937000297326,0.0424572974051864,0.0533353510305818,0.0784481670341838,0.108344855826834
88,0.0448423083851017,0.0393160115750257,0.0516447818732524,0.0760814575856056,0.107018052248362
89,0.0441389724727542,0.0391610711871959,0.0500925461546533,0.0739323130779798,0.105473196027291
90,0.0442542743159764,0.0389891506838684,0.0487817931433311,0.0723269906873736,0.104344182133259
91,0.0416982238926345,0.0369364783823494,0.0465875872442657,0.069536005352555,0.101971546188719
92,0.0420055731863034,0.0373931424249478,0.0463328557291401,0.0675298930595994,0.0998853923414006
93,0.0402187062792772,0.0357353213250126,0.0445365143862743,0.0645769952200864,0.0972919097692915
94,0.03976380646582,0.0356671912345927,0.0432562367221471,0.0621650957385885,0.0945732434343685
95,0.0385564181998198,0.0350837972047162,0.0422105197922589,0.0594565791243663,0.0913191592391125
96,0.0382739694562371,0.0354129114837411,0.0418412113293301,0.0575798304723968,0.0883328317271338
97,0.037427835058622,0.0352888892940699,0.0417519147027662,0.0564236204426673,0.0855777549312218
98,0.0375575469803103,0.0359421263477642,0.0419038914929414,0.0553443056464578,0.0828272993617866
99,0.0373105678305261,0.0357449568871033,0.0419756012846887,0.0545223113343245,0.080765672745
100,0.0378968761169177,0.0360424207531013,0.0422345689909834,0.054706666551681,0.0793305215794925
101,0.0371903514777492,0.0357446210566383,0.0409539426710719,0.053793820048294,0.0773559156087654
102,0.0348973428704859,0.0337402224576481,0.0392125256069301,0.0512801016038979,0.0742976162882952
103,0.0328279961352979,0.0326339412574108,0.0381211140072152,0.0487900611199247,0.0704302923203834
104,0.0333206248803774,0.0344814192489396,0.0382933137427501,0.0474662958056258,0.0673157424648211
105,0.0346991509619642,0.0361098987732548,0.0400066315148311,0.048205724642502,0.0656755901430426
106,0.0349101836340351,0.0360393009846145,0.0411038670551569,0.0491995349620212,0.063732132842576
107,0.0335721646924596,0.0348385662036748,0.0401620164048688,0.0486717436698182,0.0612661231881493
108,0.0322561322051532,0.0344675043492984,0.0393817952732208,0.0485972598694677,0.0593830811424204
109,0.0316591626036004,0.0335070722078149,0.0383624171973422,0.0471904034168106,0.0573543077568959
110,0.0320800973554732,0.0338329108196882,0.0377505178258229,0.0464955161549474,0.0558516062727747
111,0.0327769097643975,0.0342678637061601,0.0380831799395833,0.0461028787272943,0.0553416017544386
112,0.0335669578895137,0.0353950554848429,0.0388579369334689,0.0457726073676649,0.0549545914251975
113,0.0340510499394531,0.03496162820392,0.0396074792332871,0.046255466200892,0.0552733446351995
114,0.0338886038226238,0.0347825813431776,0.0396116465429629,0.0471279814808487,0.05603632741318
115,0.032651323243129,0.0332937333166206,0.0383736767382016,0.0471522962289847,0.0565149025078377
116,0.0323342071812508,0.0330271687777353,0.0374916204454073,0.046599625881058,0.0565914023112313
117,0.0331303684370367,0.0341768802412205,0.0380336138945654,0.0460610213188186,0.0570385369980882
118,0.0340055323628298,0.0349759532399497,0.0390690225717384,0.0467148713788402,0.0578924023177997
119,0.0339635610973358,0.0346077195333869,0.0388737858442427,0.0466225342495757,0.0574418891905405
120,0.0355169376644187,0.0360608631687072,0.0394809385402067,0.0472910424410477,0.0579897647747069
121,0.0343913954576533,0.0354604764802059,0.0398310209975646,0.0469553154283556,0.0578752167259606
122,0.0336803703466268,0.0343145102535329,0.0395020969670104,0.0472418259251286,0.0580390841609524
123,0.0336727711907557,0.0342251079816888,0.0392463111571871,0.048000876076104,0.0588433406110249
124,0.0336084143926854,0.0342291589720562,0.0379822234245493,0.0464605348784497,0.0570250488273712
125,0.0331008769487265,0.0342168724552991,0.0379340077646978,0.0456397224544071,0.0563576902839857
126,0.0341402093960363,0.0348396175719245,0.0379902311546599,0.0455261633600787,0.0568845697833416
127,0.0348117510623573,0.0357505602670747,0.039189785930562,0.045326748164608,0.0563429206430536
128,0.0353641437802357,0.0367738119599866,0.0404668877586138,0.0465039417946639,0.0559990691685134
129,0.0361240642499233,0.038486606125383,0.0421106267707777,0.0485070283765501,0.0563041725078447
130,0.0362760979313882,0.0390003434943298,0.0429233666976632,0.0495011298600375,0.0570208044838206
131,0.0372736190819793,0.0390534256386303,0.0434856307121506,0.0496044541260533,0.0571111724076499
132,0.0384871044040366,0.0396650399245992,0.0442321158555242,0.050160636426765,0.0572320040179842
133,0.0391274454873375,0.0407364423560384,0.0450914090847106,0.0520014229431932,0.0582404846671465
134,0.0355759277407379,0.0368445416482695,0.0433785822643671,0.051958675508231,0.0583002697489707
135,0.0348235149605592,0.0356066424609939,0.040330871066428,0.0494739055289089,0.0571677109499099
136,0.0345277752777003,0.0375778750754018,0.0401413018017083,0.0467384900546639,0.0549556675140131
137,0.0353011040852418,0.037927655160526,0.0414502151650768,0.0463365716991537,0.0543610526253114
138,0.03723921569804,0.0396417254504147,0.0432661099488854,0.0477226362738919,0.0535498265113946
139,0.039861238106131,0.0422152367381875,0.0442999388913415,0.0490295597191951,0.0542150970681479
140,0.0398116403719805,0.0417748278063588,0.0450920571313984,0.0501522015419774,0.0553017735563657
141,0.0361014180751399,0.0371750682830789,0.0443577493110741,0.0505076970932474,0.0560132089626923
142,0.0345324567709014,0.0361343899423361,0.0418525604868258,0.0499919004631555,0.0565331354848661
143,0.033891557336013,0.0363954364808496,0.0395284244657849,0.0490104335787622,0.0565048390992911
144,0.034225057622838,0.0366611109867636,0.0401357232956316,0.0480506043212372,0.0565598175849431
145,0.0357620361008013,0.0378646285434764,0.0417245969391711,0.0472629540542363,0.0565673478307161
146,0.0362379762036075,0.0378695679186477,0.0427621702175968,0.0478144774919959,0.0560655872786129
147,0.0373280723036938,0.0378004931008736,0.0426113366620277,0.0488377109750746,0.0553230951295234
148,0.0393837962201369,0.0396948857749492,0.0432900354043061,0.0503809095349506,0.0560083414670226
149,0.0365138005206807,0.0369849907867742,0.0429471397949246,0.0504812873153944,0.0561792049387391
150,0.034746095865778,0.0355919562433057,0.0407923678186146,0.0499059948019444,0.0565178366101079
151,0.0330696247076338,0.0348208605241252,0.0394728442202136,0.0488825573645564,0.0570812911469396
152,0.0333434930338524,0.0359160335714916,0.0400179584183131,0.0480318384776293,0.0571035926599798
153,0.0346693365998361,0.0371586913065425,0.0405455824634422,0.0476905016736125,0.0568016013540758
154,0.0342227519545939,0.0369449019438307,0.0410007823854413,0.047656357518841,0.0569175741743157
155,0.0347067358797909,0.0371822401275419,0.0414207837036112,0.0477432016568752,0.0562028931160928
156,0.0360355871078762,0.0382544677713346,0.0419255369362903,0.0481470079901417,0.0553240358445361
157,0.0350506536933031,0.0364903883334995,0.0405237868991732,0.0476510719009716,0.0540239331630748
158,0.0358324715047523,0.0373549128184319,0.0410543338473873,0.0480408822459638,0.0541942741357796
159,0.0380626223291926,0.0399345422055736,0.0433614827126264,0.0494270339254724,0.0559414333831353
160,0.036823876232561,0.0386872148072903,0.0437001824130409,0.0496448896738241,0.0564502466522347
