"cutoff","lm.mape","slm.mape"
58,0.0765229519985259,0.0765229519985216
59,0.0848393613083063,0.0848393613083077
60,0.0808385025020736,0.080838502502071
61,0.0433778073276635,0.0433778073276633
62,0.077142238899362,0.0771422388993622
63,0.0578839735789071,0.0578839735789076
64,0.0463209179320074,0.046320917932006
65,0.0360088034376171,0.0360088034376167
66,0.0644035772742112,0.0644035772742106
67,0.067134535142256,0.0671345351422563
68,0.0667374690563705,0.0667374690563682
69,0.054678179468322,0.0546781794683223
70,0.039948166959089,0.0399481669590875
71,0.0406401700203342,0.0406401700203359
72,0.0508158149921169,0.0508158149921181
73,0.0572665232200013,0.0572665232199984
74,0.0585585209501708,0.0585585209501707
75,0.0495257970654511,0.0495257970654497
76,0.0487651034330419,0.0487651034330415
77,0.0468759345365891,0.0468759345365889
78,0.0487972711916382,0.0487972711916361
79,0.0501811438843179,0.0501811438843176
80,0.0488415111745271,0.0488415111745254
81,0.051689361547806,0.0516893615478058
82,0.0456121048708275,0.045633362765502
83,0.0453755537401222,0.0453635607569101
84,0.0458184856223391,0.045790796575401
85,0.0444618660694051,0.0442646679338897
86,0.0425254549388728,0.0425374097545159
87,0.0424572974051864,0.0424667342500495
88,0.0393160115750257,0.0395015693087976
89,0.0391610711871959,0.0393275411038478
90,0.0389891506838684,0.0394369166808688
91,0.0369364783823494,0.0377104057281393
92,0.0373931424249478,0.0383526891932871
93,0.0357353213250126,0.0374036762961157
94,0.0356671912345927,0.038128458924578
95,0.0350837972047162,0.0382910947742351
96,0.0354129114837411,0.0395188204749389
97,0.0352888892940699,0.0401245147729413
98,0.0359421263477642,0.0414483326805213
99,0.0357449568871033,0.0426617746388959
100,0.0360424207531013,0.0445500908317475
101,0.0357446210566383,0.0453445148405175
102,0.0337402224576481,0.0449782748840756
103,0.0326339412574108,0.0442705243802755
104,0.0344814192489396,0.0449841784361849
105,0.0361098987732548,0.0465254824148624
106,0.0360393009846145,0.0463335711010672
107,0.0348385662036748,0.0442512388613429
108,0.0344675043492984,0.0431221754337917
109,0.0335070722078149,0.041158868489519
110,0.0338329108196882,0.0396298560796256
111,0.0342678637061601,0.0402303161601834
112,0.0353950554848429,0.0399440204837697
113,0.03496162820392,0.0406279717895125
114,0.0347825813431776,0.0402835189953545
115,0.0332937333166206,0.0392572149589651
116,0.0330271687777353,0.0399199178918873
117,0.0341768802412205,0.0407342087517682
118,0.0349759532399497,0.0416199944090872
119,0.0346077195333869,0.0421547056333254
120,0.0360608631687072,0.0434570077550164
121,0.0354604764802059,0.043139125673022
122,0.0343145102535329,0.0425478662008438
123,0.0342251079816888,0.0429561214766452
124,0.0342291589720562,0.0426313328598771
125,0.0342168724552991,0.0431198489402456
126,0.0348396175719245,0.0439252289827846
127,0.0357505602670747,0.044537961661919
128,0.0367738119599866,0.0434948335248611
129,0.038486606125383,0.0444109088797921
130,0.0390003434943298,0.0464961652580372
131,0.0390534256386303,0.047402315216038
132,0.0396650399245992,0.0477132367590271
133,0.0407364423560384,0.0483191224072386
134,0.0368445416482695,0.0463687491343407
135,0.0356066424609939,0.0436640714024654
136,0.0375778750754018,0.041305767772935
137,0.037927655160526,0.0406652283557488
138,0.0396417254504147,0.0410957584128717
139,0.0422152367381875,0.0427898709071802
140,0.0417748278063588,0.0424820690949847
141,0.0371750682830789,0.0428956125909487
142,0.0361343899423361,0.0428510034459427
143,0.0363954364808496,0.0435648256708548
144,0.0366611109867636,0.0441903208271366
145,0.0378646285434764,0.0459030036670549
146,0.0378695679186477,0.0460490028106642
147,0.0378004931008736,0.0468304240037745
148,0.0396948857749492,0.0482433921744684
149,0.0369849907867742,0.0460470676815872
150,0.0355919562433057,0.0453633438875178
151,0.0348208605241252,0.045782542365236
152,0.0359160335714916,0.0459088897291361
153,0.0371586913065425,0.0454238860547277
154,0.0369449019438307,0.0463654694667458
155,0.0371822401275419,0.0445179812486419
156,0.0382544677713346,0.0444659105021586
157,0.0364903883334995,0.0432330385678969
158,0.0373549128184319,0.0430290419318037
159,0.0399345422055736,0.0439582814960631
160,0.0386872148072903,0.0429981404811189
161,0.0392454736043528,0.0417720205079976
162,0.0403987079368175,0.0418899380885984
163,0.0385920305624787,0.0404657135978963
164,0.0362922187900281,0.0376945177213829
165,0.0361629673525799,0.0370270911502493
166,0.0373999199832268,0.0364303784470365
167,0.0367585878096582,0.0343007492192602
168,0.0346508752791912,0.0336045092147006
169,0.0342569360625685,0.0327110679181268
170,0.0345320979319637,0.0327255228019579
171,0.0338053050888542,0.0332926501758161
172,0.0317958882634015,0.0324740295368001
173,0.031102270532508,0.0321069604022085
174,0.0310419486563879,0.0314403929041378
175,0.031464955210897,0.0309873611082231
176,0.031612623883286,0.0302881907174419
177,0.0300256799989738,0.0290206174725255
178,0.029654535453917,0.0285449567234419
179,0.0294629007502616,0.0290992347801774
180,0.0296558536857862,0.0296483430607591
181,0.030098317154636,0.0307963074194614
182,0.0304105098445703,0.0305723420583136
183,0.0297409461348268,0.0301504892706936
184,0.0298043328782646,0.0303101627302053
185,0.0284932882777569,0.0290963578118899
186,0.0275978194787475,0.0284067755631402
187,0.0271424281444265,0.0276958751500998
188,0.0276225119802117,0.0276579675583263
189,0.0279386243930987,0.0273955659876811
190,0.0274590834998599,0.0265218603247629
191,0.0272966097216503,0.0262047594490764
192,0.0265402136322981,0.0260701233866313
193,0.0263349596780135,0.026467310955619
194,0.0261339633682059,0.0267880910643742
195,0.0270764749055053,0.0278131637413889
196,0.0270066921048185,0.0281117973245469
197,0.0273431597391981,0.0288346198688092
198,0.0272794030316383,0.0292912111597453
199,0.0272667887406103,0.0297237472294904
200,0.0262852144071934,0.0297193703344769
201,0.0257817878704315,0.0293621821607438
202,0.026177779185841,0.0296321792173263
203,0.0266584552248188,0.030020981257639
204,0.0264584588509361,0.0301991221371169
205,0.0259442002280993,0.0295977265782845
206,0.0247044999467607,0.0292216842462096
207,0.0249053250051111,0.0299760627469338
208,0.0258343221464106,0.0313474049440796
209,0.0264555226864837,0.0322848198607141
210,0.0266928951690298,0.0332399902558234
211,0.0273245101615941,0.0343479659788761
212,0.0273083949322729,0.0351862090682148
213,0.0270797828669054,0.0356379880139083
214,0.026926131828838,0.0363554872624039
215,0.0261472404402805,0.0361157938459973
216,0.0271186410092486,0.0369571378486497
217,0.0271785235739921,0.0362544082550037
218,0.0273715647075833,0.0357508881807702
219,0.0275231203683986,0.0355736620958064
220,0.0280302901320217,0.035290447239565
221,0.0278431203377675,0.0343505813093929
222,0.0280036859002007,0.0346612377363254
223,0.0301993051560622,0.0361652524815229
224,0.0295030740231665,0.0365868325747328
225,0.0299062440479483,0.0374962696895959
226,0.0289807845724045,0.0373029308856108
227,0.0295145675313054,0.0383107623812564
228,0.0290005235275633,0.0380806271342481
229,0.0312962749083464,0.0394869543563998
230,0.0316495221161979,0.0389390860449173
231,0.0318399720277429,0.0391761960586755
232,0.0318211267026663,0.0397297854699953
233,0.029837988195133,0.0384555694127173
234,0.0286579081625928,0.0374300101716978
235,0.0274473734753358,0.0361432178599414
236,0.0291559199031074,0.0360944291325478
237,0.0301734080914367,0.0368865542714288
238,0.0311312538034857,0.0359308005440401
239,0.0314512073101807,0.0358785920689636
240,0.0294092750994748,0.0335518620056676
241,0.0280358296660182,0.0318514196759224
242,0.0277996145727879,0.0321982607470463
243,0.0281672972388333,0.0317249277089822
244,0.0310236687926626,0.0328840312451617
245,0.0330341260237875,0.0343687554886861
