"cutoff","block.mape","block.mape.0","block.mape.last"
114,0.0587629198642764,0.033904975767328,0.0338886038226238
115,0.0568580060970009,0.0327523437659194,0.032651323243129
116,0.0561600436093046,0.0324649808587754,0.0323342071812508
117,0.0559419302423677,0.0332646550194198,0.0331303684370367
118,0.0557251359427947,0.0340911431359129,0.0340055323628298
119,0.0552414817784637,0.0340185873503036,0.0339635610973358
120,0.0560117318465996,0.0356373577006462,0.0355169376644187
121,0.0552590812743152,0.0344764520178174,0.0343913954576533
122,0.0535963382099716,0.0337586300255089,0.0336803703466268
123,0.0535605549922991,0.033738726547522,0.0336727711907557
124,0.0527385273801031,0.0336354395316959,0.0336084143926854
125,0.0523843732953048,0.0333542732582352,0.0331008769487265
126,0.0539906195559894,0.0342872364437662,0.0341402093960363
127,0.0567336534830786,0.0349508802790361,0.0348117510623573
128,0.0578338626417101,0.0353823901201917,0.0353641437802357
129,0.0590788830198047,0.0362103700644004,0.0361240642499233
130,0.0578883482378652,0.0362247873017468,0.0362760979313882
131,0.0594440330373975,0.0371977148832758,0.0372736190819793
132,0.060745271100813,0.0385290938789775,0.0384871044040366
133,0.0611481021797369,0.0391005089006054,0.0391274454873375
134,0.0579870729770288,0.0356412575712459,0.0355759277407379
135,0.0582353203126288,0.0349441438826319,0.0348235149605592
136,0.0597003358209867,0.0347824548978444,0.0345277752777003
137,0.0602993704355145,0.0352073409215017,0.0353011040852418
138,0.063047812196484,0.0372191727115215,0.03723921569804
139,0.0649667646596346,0.0397441123072814,0.039861238106131
140,0.064107863692498,0.0397118674348569,0.0398116403719805
141,0.0569053553062186,0.036255202822897,0.0361014180751399
142,0.0573816073256135,0.0346810608198731,0.0345324567709014
143,0.0556334777871759,0.0338560149442423,0.033891557336013
144,0.0576477607647829,0.0341593824760386,0.034225057622838
145,0.0576390241720483,0.0356183472560749,0.0357620361008013
146,0.0574263675351707,0.0361399564857197,0.0362379762036075
147,0.05771111856129,0.0373827420936219,0.0373280723036938
148,0.0600613709702796,0.0395187374021043,0.0393837962201369
149,0.0572805395508127,0.0366935083632578,0.0365138005206807
150,0.0567242962065104,0.0349809272349056,0.034746095865778
151,0.0556273506984363,0.0333895746070113,0.0330696247076338
152,0.0552058384753971,0.0334306286021492,0.0333434930338524
153,0.057969600030311,0.0345539553939882,0.0346693365998361
154,0.057555967834503,0.0344310840836856,0.0342227519545939
155,0.0584441761482389,0.0348158634923997,0.0347067358797909
156,0.0597650725201774,0.0359940654641589,0.0360355871078762
157,0.0599947193850672,0.0353176202917,0.0350506536933031
158,0.0615220355302106,0.0359818925718153,0.0358324715047523
159,0.0638644930090294,0.038201815846631,0.0380626223291926
160,0.0641329631019487,0.0368631340963829,0.036823876232561
161,0.0645360320863601,0.0368464612441698,0.0368097153923501
162,0.0670653626524369,0.0379711985583016,0.0379981489985678
163,0.0669929932809774,0.0361899162730674,0.0361799434956334
164,0.0633710914326605,0.0339613174392967,0.0339875110905289
165,0.0638251817043423,0.0337122817385237,0.0337128444648963
166,0.0641567634655967,0.0345377666652443,0.034609446009457
167,0.0629692739814482,0.0343336499374661,0.0343680980726184
168,0.0603637869886727,0.0323845419573766,0.0323093919573349
169,0.0622890552639881,0.0326354219241351,0.0325880695828202
170,0.0630234087585117,0.0324834342168389,0.03232458657169
171,0.0630324352402003,0.0315055854047394,0.0314471999595427
172,0.0605440737358143,0.0301003442456297,0.0300201292844652
173,0.058829415158075,0.0296752889587188,0.0296770174439974
174,0.0584603040089164,0.0293916998777864,0.0293814996013248
175,0.0577126734775877,0.0298612408637219,0.029911289653588
176,0.0580542223307917,0.0288943168915095,0.0289249914961329
177,0.0559401108975347,0.0282146812535425,0.0282310201155629
178,0.0577024244734107,0.0279995275231346,0.0280106104204012
179,0.0579270530764423,0.0270288899560867,0.0269729478231755
180,0.0603247482158824,0.0274028467996597,0.0274873284519409
181,0.0614186315473439,0.027832763767309,0.0279418415501793
182,0.0619051996219413,0.0283986946226654,0.0284955503515736
183,0.0619244032015357,0.0280636266289289,0.0280835334135751
184,0.0613488042454466,0.0280392169823013,0.0281082804856325
185,0.0581921718064824,0.0270465202902636,0.0270956893576166
186,0.056337772252144,0.0263309528346612,0.0262584480195901
187,0.0560563761555403,0.0258789697011771,0.0258251269150395
188,0.0559613153055372,0.0262585369158287,0.0262966616438692
189,0.0571649068872494,0.0265586293576555,0.0266185795392467
190,0.0538915300241419,0.0262983711023628,0.0263672713967787
191,0.0538679820109756,0.026201644320936,0.026232445161834
192,0.0530774867964409,0.0256964634502157,0.0256880527218737
193,0.0522959836746728,0.0255838463863782,0.025505175849463
194,0.0518879891124162,0.0253970215943983,0.025358161468857
195,0.0523230795896177,0.0260773067173631,0.0260791559095541
196,0.051376133996384,0.0261676069579699,0.0261851223837836
197,0.0513143264487357,0.0265358321697249,0.0265348025179043
198,0.0507323714437186,0.0266827412545225,0.0266565847064939
199,0.0499206266903844,0.0271197314953607,0.0270511378859527
200,0.0480514743260361,0.0262053460745431,0.0260943933357505
201,0.0446463148799548,0.0255706588132107,0.025509281569987
202,0.0434539518889902,0.0256937710925009,0.0256290394061757
203,0.0419396418974967,0.0257629046306912,0.0257049955578586
204,0.0409198156088848,0.0254326049298399,0.0254116364368609
205,0.0389215220744957,0.0245509881709538,0.0245882167268186
206,0.038148913412928,0.0237588604363773,0.0237642680222227
207,0.0373293736811094,0.023741331481809,0.0237344693746142
208,0.0391745435243302,0.0250208921718521,0.0249982255588479
209,0.0397482926274178,0.0255165462378135,0.0255268376673187
210,0.0398648013589771,0.0257037601683773,0.0257100998602591
211,0.0403083003279975,0.0263550388196106,0.0263560628394355
212,0.0406831130990933,0.0263395918238244,0.0262782192373033
213,0.0400658210768196,0.0257935216764078,0.0257665285232435
214,0.0393329209259224,0.0256329796827769,0.025670021654118
215,0.0389400186133003,0.0250464168386123,0.0250497237252931
216,0.0403318574534886,0.0260553264178883,0.0260688079901639
217,0.0401386658302043,0.0258063420339239,0.0258787978613979
218,0.0412159162206447,0.0262653796848609,0.0263089995883447
219,0.0417938199770648,0.0260564384167097,0.0261133119282086
220,0.0424226915778561,0.026286017127656,0.0263345318030612
221,0.0422104677767838,0.0261377868342317,0.0262139242608892
222,0.042662802386126,0.02643890970729,0.0265024894028196
223,0.0442040631611586,0.0283481043835411,0.0284001059182065
224,0.043099787572716,0.0280353938723502,0.0279863469646562
225,0.0431610681620652,0.027935562018557,0.0279804278764053
226,0.0430624795010154,0.0276764561696802,0.0276716419206498
227,0.0429571303744481,0.0275340867290114,0.0274522575855918
228,0.0431090375458175,0.0271263751290845,0.0271394637626543
229,0.0461722977558325,0.0290500055816961,0.0290954791039112
230,0.0477485477844896,0.0302538246812051,0.030235445851823
231,0.0473477247871439,0.0299422735066509,0.0300021752187321
232,0.0481708658012778,0.0306228199188428,0.0306619824022309
233,0.0467880162516922,0.0288744872633277,0.0288494350472678
234,0.0461195844595367,0.0264798175147865,0.0264774408267714
235,0.0453401307556658,0.0251094041559737,0.0251873001018368
236,0.0477918224779358,0.0266386631631881,0.0268186327301202
237,0.0486745746465972,0.028425462482657,0.028519889485568
238,0.0490194440994559,0.0295319913888968,0.0296427767452412
239,0.0490322626854343,0.0294947748564374,0.0296125711329828
240,0.046483208580603,0.0284652366229596,0.0284855782748879
241,0.0440026120772793,0.0268931802100841,0.0268970617148948
242,NA,NA,NA
243,NA,NA,NA
244,NA,NA,NA
245,NA,NA,NA
