"cutoff","block.mape","block.mape.0","block.mape.last"
53,NA,NA,NA
54,NA,NA,NA
55,NA,NA,NA
56,NA,NA,NA
57,NA,NA,NA
58,NA,NA,NA
59,NA,NA,NA
60,0.268314810188508,0.0934525463538065,0.0918757908723391
61,0.226067298781709,0.05677599398434,0.0551012206522548
62,0.160277271485389,0.0614788853237633,0.0634368045207125
63,0.178774200291601,0.115744031604239,0.108511524351073
64,0.18602229969529,0.111131826225001,0.0984523993903472
65,0.183946785453531,0.110369250987848,0.0940423805608775
66,0.202830237603578,0.0987571225275006,0.0801786680901557
67,0.218263316789651,0.0838313000709315,0.06763484363791
68,0.227726300695443,0.071506628840735,0.0602976101792473
69,0.235373095104156,0.0643065584413915,0.0624509171636026
70,0.229372749661156,0.0617724774420266,0.0585100946908316
71,0.225335166300521,0.0555696499325418,0.0526980334806942
72,0.241687014810328,0.0683828044879106,0.0656616002795294
73,0.2411149990941,0.070717581128604,0.0687935102116945
74,0.237571299480481,0.0714056988522378,0.0695173524170547
75,0.220345476687393,0.065117277341595,0.0629046878446549
76,0.209665993610561,0.0624982901308284,0.0606173148174282
77,0.200035496815468,0.0596589326947263,0.0578726630706672
78,0.195062100429666,0.0598342833293364,0.0583331438657593
79,0.189675580128977,0.059450684774078,0.0581577118147917
80,0.183165763516911,0.0599363415323837,0.0584018218328876
81,0.180615039992567,0.0615010884913402,0.0602007705788683
82,0.163311453657931,0.0556866902063357,0.0543318461655365
83,0.158113562052478,0.0552560871925324,0.0538795236176057
84,0.151356830320602,0.0540632594462175,0.0529242694123785
85,0.143220605765231,0.0522356696015447,0.0511485896117574
86,0.134338454802167,0.0502696732250146,0.0492500773042034
87,0.127456054899116,0.0496903362148595,0.0486937000297326
88,0.1159344873679,0.0457579414970056,0.0448423083851017
89,0.109166854576066,0.0450877941351603,0.0441389724727542
90,0.103907223588058,0.0452011380465685,0.0442542743159764
91,0.0941535522055403,0.0425235054589563,0.0416982238926345
92,0.0896268634625369,0.04280332103044,0.0420055731863034
93,0.0825613614345061,0.041011497544335,0.0402187062792772
94,0.0769953922403488,0.0406013109056137,0.03976380646582
95,0.0712003878613717,0.0393363475756843,0.0385564181998198
96,0.0681457634585907,0.0391625688747483,0.0382739694562371
97,0.0633896200740111,0.0381063918904812,0.037427835058622
98,0.0604627070531449,0.0381054629608647,0.0375575469803103
99,0.0575183661104449,0.037729390050031,0.0373105678305261
100,0.0566359356095237,0.0383818614903232,0.0378968761169177
101,0.0558229766852995,0.0377183995044598,0.0371903514777492
102,0.052733592534169,0.0354521413082618,0.0348973428704859
103,0.050458561939228,0.0332554022818949,0.0328279961352979
104,0.0513527282329223,0.033588196732272,0.0333206248803774
105,0.0550005013213421,0.0348410706388037,0.0346991509619642
106,0.0566431941405826,0.0350828684285827,0.0349101836340351
107,0.0554736191492657,0.0336811167042049,0.0335721646924596
108,0.0548296316394268,0.0326319774888321,0.0322561322051532
109,0.055321262459932,0.0318093385012062,0.0316591626036004
110,0.0577266408815084,0.0320700858404053,0.0320800973554732
111,0.0587746533757682,0.0328338721497708,0.0327769097643975
112,0.0590806058853739,0.0335050656755885,0.0335669578895137
113,0.0591063475061896,0.0340876307161783,0.0340510499394531
