"cutoff","block.mse","block.mse.0","block.mse.last"
51,NA,NA,NA
52,NA,NA,NA
53,NA,NA,NA
54,NA,NA,NA
55,NA,NA,NA
56,NA,NA,NA
57,NA,NA,NA
58,0.590088495269473,0.609550948327322,0.590088495269458
59,0.666061053524425,0.71795764870245,0.666061053524425
60,0.196215338566998,0.231016879164141,0.196215338566998
61,0.250071445822377,0.312192073749021,0.250071445822377
62,0.237603615720207,0.185984618954583,0.237603615720207
63,0.842418428039583,2.08356152011368,0.842418428039583
64,0.583051244321896,1.50466111590815,0.583051244321895
65,0.574456341789362,1.57700229283429,0.574456341789362
66,0.351681290609051,1.25696471753587,0.351681290609052
67,0.143575639072946,0.471638148238543,0.143575639072945
68,0.240253991537327,0.35705783928687,0.240253991537328
69,0.276869827050557,0.290212491530817,0.276869827050558
70,0.325357987423963,0.316448524339758,0.322414645269124
71,0.453691287946542,0.440528080844519,0.455950250074077
72,0.42003172778119,0.434709817381759,0.425946378409784
73,0.364847336795554,0.358928641947343,0.361194597298028
74,0.391745060081579,0.399155640293728,0.390428356382978
75,0.377523297757803,0.397366392232487,0.3725641057296
76,0.393861468628944,0.40826323208648,0.382906872862826
77,0.358943543315565,0.369960237410425,0.352426411547041
78,0.322849661473853,0.329606896034059,0.314204397953465
79,0.28557412218237,0.292901605857041,0.281065336728817
80,0.265048551169312,0.269715809645674,0.259927713790289
81,0.259988532305238,0.266606790137965,0.259351452177034
82,0.245345493567366,0.252776018639738,0.246467275212691
83,0.223895096020894,0.229681300691141,0.225973478982591
84,0.208128659367535,0.206250529382136,0.205308823779701
85,0.190741836297767,0.189632282498862,0.187578655218586
86,0.166420036324652,0.167517006231318,0.166009860817424
87,0.144203711108295,0.144113744530991,0.14142909479973
88,0.1211991438972,0.121994204639858,0.120228285043753
89,0.105255564560676,0.10500301526303,0.104116588123045
90,0.0923977753466513,0.0926741820382823,0.092612357114218
91,0.0836621402220885,0.0785103729983565,0.0776677125175707
92,0.079165647167562,0.0740972752807993,0.0719725394843172
93,0.060203275769958,0.0594423196004911,0.0567680733315486
94,0.0561487829395367,0.0518764501376675,0.0488752600072199
95,0.0477535393498696,0.0448640122593602,0.0415406986207089
96,0.0411403102747197,0.0404188204770038,0.0371576952620364
97,0.0435688578270028,0.037757400578787,0.0356861400584455
98,0.0367016638805419,0.034179796850037,0.033806006118634
99,0.0379796469058699,0.0312105893082253,0.0324414979586682
100,0.0369512158696908,0.0308200798288996,0.0328385662115182
101,0.0396793009603734,0.0294307128711158,0.0321096893957487
102,0.0395415151605647,0.0322312167698525,0.0336768502448874
103,0.0405488924002216,0.033167968177537,0.0336713977131149
104,0.0360787044219799,0.0323697177862587,0.0327666078622556
105,0.0404570109501638,0.036607911429397,0.0388897765734346
106,0.0394412650333291,0.0382657000161028,0.0406634671603531
107,0.0388636166903957,0.0358910658136491,0.0372101624411454
108,0.0355127934581804,0.0338198817763726,0.032573885907089
109,0.0318040205432705,0.0299797097273794,0.0284127743807265
110,0.0280357781006845,0.0260897322953409,0.0247394899877783
111,0.0264051894494567,0.025688206795857,0.0256066073521128
112,0.0244102701761172,0.025056569630465,0.0255866702203123
113,0.0242708944270062,0.0244381494843854,0.0259272508338629
114,0.0229109115760601,0.0242606263901792,0.0254418634410876
115,0.0231823646865159,0.0240956580947037,0.0244800917185362
116,0.0224797429311703,0.0240361141888079,0.0241832607400089
117,0.0217902048880722,0.0238937736566595,0.023963135494577
118,0.0200889873977587,0.0214761344838396,0.0213635030349636
119,0.0187781775068943,0.0197028325190019,0.0194996074583969
120,0.0164921241536496,0.0170223907057133,0.0168760018913636
121,0.016061820534572,0.0159903717883589,0.0165666231730883
122,0.0148237837987209,0.0147728591936385,0.0151792527055161
123,0.0145969640772662,0.0139402236096965,0.0142478833061091
124,0.0150142824493003,0.0137904940612133,0.0140251522701881
125,0.0146138766787893,0.013517105674656,0.0137799142719336
126,0.0140185959397789,0.0131959702100447,0.0138536414667411
127,0.0149884545010087,0.0138255181666341,0.0143831797698867
128,0.0139741631024119,0.0134077086320945,0.0135336648003746
129,0.0126936738004115,0.0124181004830141,0.0125715639661763
130,0.0121223834143216,0.0110253721321527,0.0111264445567909
131,0.0114854999188498,0.0104949294025413,0.0105479105888504
132,0.011965500106601,0.0119031591028858,0.0118790784707233
133,0.0126335451332839,0.0130176199684058,0.0134359961086463
134,0.0140295511051727,0.0143085678167134,0.0152984824656886
135,0.0133979565224309,0.0136322764158922,0.0141330680389635
136,0.0128602351391171,0.0127048340410746,0.0130597826788628
137,0.0127314948713945,0.0119697608638063,0.0124643588752197
138,0.0124322660087643,0.0114254307823429,0.0120453696485333
139,0.0116769938398227,0.0112783612783742,0.0115271289189973
140,0.0112090214094001,0.0108249045320562,0.0107587591206284
141,0.0105822913254079,0.0102005498751696,0.010195339853089
142,0.0101149646445235,0.0100049767601828,0.010088795137481
143,0.0105510346070862,0.00977469880064555,0.0100530843794958
144,0.0100711314463603,0.00979308413493343,0.0100571050511413
145,0.0101165303826774,0.0100484109025898,0.0102618547937734
146,0.0107688517122698,0.0104737130161885,0.0105572462434103
147,0.0131068658757447,0.0124276187548011,0.0123303793252363
148,0.0140434635757983,0.0132432603368698,0.0131006541096012
149,0.0141287962671192,0.0130165550205701,0.012767568230957
150,0.0141364340521116,0.0128432477867229,0.0124910829441574
151,0.0134229853363295,0.0125234438342526,0.0124522506532115
152,0.0135224547104109,0.0121565542358815,0.0122848998143732
153,0.0134681783347628,0.0120512770160783,0.0124288424023982
154,0.0135622465141988,0.0108812045412968,0.0109560869125775
155,0.0128138634618026,0.010956515279248,0.0112347607261212
156,0.0134092611458645,0.0111871149191397,0.0116015795729659
157,0.0137934123459029,0.0121603925729873,0.0124820793613812
158,0.0134820904326088,0.0112490727885441,0.0116020344896035
159,0.0136278545877468,0.0106331088935008,0.0121291943596101
160,0.0132326790784153,0.0103578659914142,0.0112849627227982
161,0.0115228895664753,0.00968061165783308,0.0101110787373517
162,0.010770464878063,0.00928813477926551,0.00946704688161832
