"cutoff","block.rmse","block.rmse.0","block.rmse.last"
53,NA,NA,NA
54,NA,NA,NA
55,NA,NA,NA
56,NA,NA,NA
57,NA,NA,NA
58,NA,NA,NA
59,NA,NA,NA
60,1.72960374700335,0.60241130270442,0.59224726372745
61,1.33039495534835,0.337870814538913,0.328280024912713
62,0.969806290118055,0.399975986323803,0.414411095955102
63,1.14997706675151,0.855030897863308,0.8003361342729
64,1.16521122717112,0.811149944833227,0.716198670261025
65,1.16958047452805,0.797815855503586,0.677326351080402
66,1.30553756134455,0.689355795133725,0.554644090589879
67,1.40373055917812,0.565688252105776,0.450751890404445
68,1.47950836109107,0.457895107850583,0.376699557204984
69,1.53408216041187,0.405330757206683,0.400386811319696
70,1.52540666794506,0.409445554458906,0.391454039464684
71,1.51815180100786,0.376739256990946,0.360163475878772
72,1.57572479148076,0.440710876516071,0.425553351843729
73,1.56057682945606,0.45022339382451,0.43953268534658
74,1.50980452347841,0.44650370316513,0.436415368285082
75,1.38102148278268,0.401806047330594,0.389447894652083
76,1.29544472352007,0.380659402473633,0.369873577907361
77,1.22072947395307,0.357113500003785,0.347226795572164
78,1.1720746028537,0.351053164641282,0.342998530097696
79,1.12548041366108,0.343980126165381,0.337509408913431
80,1.0677277239087,0.340061660707968,0.332673738665562
81,1.03827683787576,0.346385380968728,0.340180852078156
82,0.926601890217182,0.309221223459463,0.302734134409245
83,0.88626106487414,0.303446622722162,0.296749314073872
84,0.831744624976058,0.290177427189904,0.284867269621063
85,0.774887064333461,0.276328395088269,0.27146823499917
86,0.714538691423658,0.260936949802581,0.25639957177892
87,0.664933150477435,0.252232762301734,0.247857443965454
88,0.596879023953199,0.228380921122724,0.224432038080079
89,0.554069436025518,0.221238420316596,0.217241003088821
90,0.518529641701178,0.217469008414649,0.213605576899136
91,0.464114834646525,0.201611709663794,0.198260873217085
92,0.434423505561357,0.199926382712797,0.196634586683169
93,0.397593400659896,0.189881512852716,0.186583287337817
94,0.369772660707528,0.187870433247748,0.18419101888969
95,0.338967109989547,0.180212843680838,0.176685028331898
96,0.321413626407023,0.177567123233191,0.173412795890787
97,0.29798732348363,0.171735774317897,0.168695123505449
98,0.283310983143892,0.17094058023162,0.168616625772343
99,0.268290965086562,0.168393456388279,0.166667773588359
100,0.261716613421647,0.170185768207966,0.168215438177056
101,0.256652910149713,0.165933137359443,0.16371671551701
102,0.245059505193107,0.157977081869682,0.155593285001583
103,0.233982866833147,0.148893374204335,0.146889912676596
104,0.236278642513364,0.149027104579855,0.147731280404959
105,0.25280834945279,0.154508624800495,0.15394978328451
106,0.259548980081423,0.155810409024874,0.155040517884814
107,0.255386687821657,0.150167541290311,0.149561752926246
108,0.2507276438224,0.144629491859872,0.142496696836094
109,0.251517442824045,0.14044325421102,0.139337133302754
110,0.261513027480322,0.140435445529379,0.140406379536095
111,0.265630706033634,0.14365612796228,0.143389450163991
112,0.267854890558822,0.147142140852419,0.147433769298534
113,0.269369640527476,0.150074113555902,0.149949925335158
114,0.269365347942533,0.150945988032611,0.150843796928808
115,0.260299447280466,0.14560900840814,0.145065058821159
116,0.257713955524419,0.145589531178747,0.144869100990087
117,0.252910482202142,0.147694234675355,0.147012830266597
118,0.250517303749516,0.150129887182486,0.149685567541527
119,0.248500507045811,0.150208560525213,0.149899160523861
120,0.250809931041691,0.156588365412156,0.155848529376394
121,0.247338910253162,0.151192318827733,0.150639465100398
122,0.240011242558311,0.147780023966447,0.147368527579009
