"cutoff","block.mse","block.mse.0","block.mse.last","lm.mse","slm.mse","compare.rmse"
60,2.95895562790113,0.355354857098723,0.344262998419003,0.271544158305228,0.271544158305211,-0.125965130730531
61,1.75976687247931,0.122898740201736,0.115034715926502,0.0744933044201169,0.0744933044201177,-0.242670081722839
62,1.17628848478189,0.196572322075386,0.219483274448145,0.458039940651421,0.458039940651421,0.307772193841774
63,1.53285765079339,1.02348460317534,0.883075553580427,0.237624626588386,0.2376246265884,-0.927761077606613
64,1.66167247495141,0.893541723553399,0.676313929804387,0.115220823835524,0.115220823835521,-1.42275042373314
65,1.61583575670752,0.81680934462143,0.586454892444637,0.171498210790788,0.171498210790784,-0.849215436538205
66,1.90739436985285,0.567389447506154,0.362022709900128,0.448130046527747,0.448130046527743,0.101194180695389
67,2.28765521960064,0.423314701082936,0.283702017495992,0.443953709009725,0.443953709009732,0.200603269315198
68,1.90887691219233,0.27882858829692,0.20049785617663,0.452266611495252,0.452266611495217,0.334178824691516
69,2.42719071939128,0.18474987500403,0.173477210559291,0.304706784015535,0.304706784015531,0.245463673441037
70,2.31635636868668,0.189907081432558,0.176058658779831,0.167502265334285,0.16750226533427,-0.0252230269982896
71,2.52069656577144,0.212421799443006,0.196161651167664,0.153104046757501,0.153104046757501,-0.131914750122432
72,2.56369658358525,0.241060015846745,0.223401342138525,0.158458582228531,0.158458582228538,-0.18736708595474
73,2.466629270172,0.241212054076424,0.226454422676763,0.178462976352889,0.178462976352873,-0.126461459823553
74,2.31935955002224,0.221250067231175,0.211271686571292,0.186807813879084,0.186807813879081,-0.0634648268452291
75,1.87388748441704,0.171309119928551,0.16134838027678,0.131995052732743,0.131995052732734,-0.105613869412646
76,1.71304207147999,0.162571901343244,0.153739604151075,0.116877688109246,0.116877688109244,-0.146904014808929
77,1.5104675176442,0.144491402364181,0.136484459000726,0.107956615389422,0.107956615389421,-0.124389991483544
78,1.42235683060454,0.143931257508001,0.136363940361294,0.108373350139534,0.108373350139526,-0.121730481999597
79,1.31145192188254,0.138535926983287,0.132544347555558,0.126231841581223,0.126231841581221,-0.024698609258226
80,1.15730263161188,0.127897237814252,0.122745542778412,0.113530569299542,0.113530569299534,-0.0397919660212562
81,1.11383060718579,0.130019125353083,0.126429593304438,0.121358178982705,0.121358178982704,-0.0206805639432195
82,0.896709818946634,0.108814515948258,0.104806370038004,0.091005340817344,0.0910096408312916,-0.0731499249111203
83,0.822957321839021,0.106913426219307,0.102628431570782,0.087133563631324,0.0871175461429173,-0.0852782707012607
84,0.728189176307586,0.0982494548428533,0.0951888200114985,0.0846032493053609,0.0845601326544688,-0.0607168065264008
85,0.620532556455532,0.0857350698900368,0.0830781759722033,0.0768225060947612,0.0765834009931369,-0.0399183486719741
86,0.540453480832218,0.0777681241208087,0.0752480232128385,0.0662222089635441,0.0662234672112284,-0.0659718007744259
