"cutoff","block.mse","block.mse.0","block.mse.last"
53,NA,NA,NA
54,NA,NA,NA
55,NA,NA,NA
56,2.61166403541352,0.710976170223912,0.712142433152783
57,3.35493950535969,1.03429473230866,0.962929284930014
58,2.0742141028469,0.553572092675958,0.526651920288628
59,2.10250707399655,0.572748517136193,0.549716621002182
60,2.74278083237958,0.840192414102589,0.750071065199923
61,2.48122903609529,0.772009627503923,0.666827485663139
62,2.78087859575148,0.978212369522259,0.765020730652894
63,3.2882870951174,1.14238722553616,0.915136853963184
64,3.25328797526624,1.01209974798551,0.889692776744557
65,3.2220156174308,0.907004670175362,0.867069942091893
66,3.53182877635374,1.00603503092055,0.957382082494722
67,3.66131639457622,0.993247753714763,0.97316265291592
68,3.60425003177436,1.01809459480168,0.989627867753014
69,3.77147634684942,1.08588311956708,1.06043941409029
70,3.63833128405456,1.06487946901103,1.04357029166084
71,3.1904856000669,0.932423050993169,0.911860407787304
72,2.82917843779583,0.835883804772749,0.808778146867351
73,2.43697925461938,0.716515917892053,0.693710208538781
74,2.23897728729121,0.655643290327792,0.634919523085943
75,2.02920495112547,0.594212769330212,0.5794894385226
76,1.83127365876701,0.539121854415554,0.527165108192458
77,1.66918520771685,0.495395708619935,0.484540667003737
78,1.42061520044054,0.422635603809044,0.412757653423082
79,1.21727017453079,0.360197678281217,0.352008865457605
80,1.08257862846661,0.321752472293052,0.314995956236602
81,0.941814219759214,0.280307371341078,0.275377514105416
82,0.797689214682772,0.237426773321348,0.233578529527133
83,0.687394606223072,0.204341915977367,0.201371920576184
84,0.584249337499637,0.173325053977542,0.17101308750296
85,0.498128543217927,0.147849733405275,0.146020238550163
86,0.433025377521768,0.129074051893161,0.127468396107747
87,0.364881587532821,0.107797637479192,0.10648324267317
88,0.315803211831266,0.0924778123684888,0.0913266256141806
89,0.277766976983061,0.0803135613534761,0.0793867188914825
90,0.260277354070632,0.0760936538670633,0.0749677468592412
91,0.241982810056096,0.0708644842614519,0.0696715293087661
92,0.227312332763007,0.0667460529895732,0.0658223255622449
93,0.213240132507779,0.0615130107222221,0.0614259951872381
94,0.197587883526514,0.0560739595771114,0.0565765660912743
95,0.183711112623329,0.0518549272180596,0.0520362494185979
96,0.173946959857639,0.0500814657941876,0.0500072072713804
97,0.175179050834684,0.0505730899081213,0.0504671426911739
98,0.170941924703742,0.049778858360028,0.0496961601771095
99,0.174748907982426,0.049990283025032,0.0505882575555531
100,0.163435756700986,0.0469472151540048,0.0473152678081806
101,0.16286484492029,0.0479623823514056,0.0483901465320089
102,0.161265302117816,0.0485058027977575,0.0482704935326694
103,0.152748737762484,0.0462867086599384,0.0453546429246591
104,0.14669291631484,0.0444531432544428,0.0432999538429608
105,0.142506416424706,0.0427257423692412,0.0421007821278858
106,0.129875075688808,0.0385529341271486,0.0385626085697258
107,0.131039715497779,0.0385688553931945,0.0386285154259675
108,0.126548824542796,0.0377224005806414,0.0373471958785649
109,0.122540358152367,0.0366235785000275,0.0365387921320765
110,0.118011090108446,0.0361606927636657,0.0357873328638523
111,0.110100809770784,0.0337995186687252,0.0335048581573374
112,0.100991591584284,0.0313207558380696,0.0310005130062577
113,0.0921842089384017,0.0284345914880215,0.0282117396703837
