"cutoff","lm.rmse","slm.rmse"
58,0.779702717479727,0.841180656795836
59,0.662242636063384,0.707651649813525
60,0.603493700627696,0.617363775079164
61,0.387293544894492,0.417407613246869
62,0.558355366009846,0.569665719124433
63,0.529386475658169,0.543038323200442
64,0.343950382158301,0.372548969746401
65,0.390205255387501,0.404907107267114
66,0.381600874394348,0.368297352215768
67,0.500286904342557,0.491775112654369
68,0.557019086675041,0.576558959731908
69,0.48022645317808,0.499674703367414
70,0.403489752302768,0.431129154609315
71,0.360968116698648,0.394340840849031
72,0.363986123386253,0.375861910704219
73,0.401204788286301,0.406236303723375
74,0.456227972367874,0.472640355842183
75,0.431089784611468,0.455096859108558
76,0.410459265688741,0.436819855179581
77,0.376111031253444,0.397318221714877
78,0.361893162346765,0.378654875636846
79,0.365730783302481,0.380998296055693
80,0.364859404961352,0.380458462751743
81,0.366784798089123,0.383335990898883
82,0.345005154041157,0.361671013352557
83,0.32749907317986,0.345499656606146
84,0.312505644424942,0.326175941826256
85,0.304158889538615,0.317313029873531
86,0.292798240837202,0.307214567866631
87,0.279048643920712,0.292588512339737
88,0.265250869480436,0.27881924199336
89,0.252140203333186,0.266066543448149
90,0.241315188421231,0.254057798592807
91,0.227254921133503,0.239839382440569
92,0.221953141857929,0.235082898837597
93,0.210573724359729,0.224927386935931
94,0.202436930621067,0.218442943955505
95,0.196452639077834,0.215731304517281
96,0.192787426220371,0.215861206575516
97,0.191513560184511,0.218446187635631
98,0.191904825797963,0.222538523710181
99,0.191007303746136,0.226323846540101
100,0.189896868551227,0.23333364711012
101,0.183445677176371,0.234501368644527
102,0.177017660371969,0.235645347690645
103,0.173625094306208,0.238013178122063
104,0.172854544043623,0.238976769498333
105,0.179983280293136,0.245131524726261
106,0.183476119790295,0.247860948205721
107,0.178877218488533,0.240357516692798
108,0.175273769630759,0.232977714577136
109,0.171547234007281,0.224970465803712
110,0.168131189666397,0.21850691252454
111,0.168908671911449,0.215987686205164
112,0.172407209250567,0.212750256340049
113,0.175134475172794,0.21645978372131
114,0.176825641647338,0.218744168492341
115,0.171428395394167,0.21522366846199
116,0.16789589182618,0.214779304681792
117,0.169755621548328,0.217925501191485
118,0.172603192167555,0.222497806728889
119,0.17169772444225,0.225920087905506
120,0.173190978763756,0.226127702246272
121,0.174998688742169,0.228233597121272
122,0.173682819050439,0.229349053725199
123,0.171693327605829,0.228613126932226
124,0.165567831297091,0.222053698993509
125,0.16516757830269,0.222353678035568
126,0.16591554950447,0.226019429213648
127,0.170966769106189,0.231354037713102
128,0.174665028432715,0.230658576369169
129,0.181035639529407,0.23481561822777
130,0.183992963811436,0.236887139763962
131,0.186086639924206,0.242081921208163
132,0.187734271429577,0.244067733469692
133,0.190304946603153,0.247185787680182
134,0.18625745034062,0.243742771267809
135,0.176288485322796,0.237976907691636
136,0.174942436462184,0.226050050724777
137,0.17898895796637,0.217090636406108
138,0.186188906660135,0.217107013130209
139,0.190636397937978,0.218911704608866
140,0.195036390935119,0.220405358875435
141,0.19269781186832,0.227697306928917
142,0.183588361513485,0.228582309935345
143,0.173790454442778,0.226962117546337
144,0.176144444612653,0.23200295278948
145,0.183101790541488,0.237566174247795
146,0.187703794987238,0.244453254370797
147,0.186960191812555,0.248575509333865
148,0.188485274640818,0.252347048582355
149,0.185643623421293,0.25100202855916
150,0.176390439134011,0.243413252825621
151,0.170243532781115,0.243230091825348
152,0.173784160415243,0.247687907554165
153,0.177219849788698,0.248201248505978
154,0.180002672197563,0.244361040296173
155,0.183681583621571,0.244485278203709
156,0.186106851801878,0.242871557265374
157,0.179006123741872,0.229421082233286
158,0.180510095550389,0.227649625483044
159,0.191126677479499,0.232312070585607
160,0.193591741834292,0.230145233404867
161,0.192663084332352,0.223188724087284
162,0.192377218991981,0.220256827802836
163,0.19274436098925,0.214582497429487
164,0.185308401755185,0.206183523064883
165,0.18075270525463,0.199938869643159
166,0.181142610013746,0.194738978216939
167,0.184467394046412,0.190444959422893
168,0.180826390800161,0.181527747699381
169,0.174921403544266,0.17641549435542
170,0.171350156062743,0.172349341143759
171,0.169676022402601,0.169922685600881
172,0.165713496925657,0.171247398333402
173,0.160414556162104,0.173609439986285
174,0.157333222755117,0.169320032062466
175,0.157632813250311,0.166698050545291
176,0.157522029819139,0.161909395079483
177,0.15665605339461,0.158030734641289
178,0.152265060326851,0.154514555214042
179,0.14891628312466,0.151902892507028
180,0.151657083082292,0.155565652421903
181,0.155152356344739,0.160765005842017
182,0.157293414998518,0.164370631364645
183,0.155948121663992,0.166298408343519
184,0.15577123507013,0.16570034935922
185,0.152617392598735,0.16366995385239
186,0.145270532993763,0.15774424961219
187,0.142862279704964,0.15272963244943
188,0.142965089501944,0.149672616023653
189,0.14310856415458,0.148805293040381
190,0.143183905833973,0.147137277419587
191,0.141799796357848,0.144230345159264
192,0.139358897358342,0.141296196187176
193,0.136970364739413,0.141887176208585
194,0.135866601632642,0.144328090081433
195,0.137690280751053,0.14790734265791
196,0.139692576914634,0.151305571103409
197,0.142363556944539,0.156653072200043
198,0.142835729042588,0.159796296522089
199,0.143122423978145,0.162338540285288
200,0.141215535196553,0.164430493578123
201,0.138954206227975,0.165134987448446
202,0.137591311492734,0.165717710304465
203,0.136722990936484,0.165722045482604
204,0.134781078598335,0.16485252122614
205,0.13318284696697,0.164584132509263
206,0.129193966863197,0.163482679931964
207,0.127072254502213,0.16384718004804
208,0.129679086520058,0.168278884157428
209,0.133982900828847,0.175054987876294
210,0.134779325336559,0.180233575167931
211,0.134650714603258,0.184876174332099
212,0.135429047303896,0.190044224528945
213,0.137048991703521,0.195692496866679
214,0.137427891060875,0.201575140345735
215,0.134704069188746,0.203105675023209
216,0.135158677541453,0.205949760100554
217,0.134880335697829,0.204943590591007
218,0.134850393601123,0.202589967905934
219,0.135529368435729,0.200068434250473
220,0.13462647631234,0.196675389689881
221,0.137440057087944,0.194338409732126
222,0.13923254856214,0.193671323840098
223,0.144987593206132,0.196896967449902
224,0.144308816968077,0.198702299439569
225,0.14736817512529,0.204156873047905
226,0.148498270716896,0.207911768846963
227,0.147793640727031,0.2073979285513
228,0.148413723699891,0.208955385671233
229,0.152593968367737,0.21309064969578
230,0.153949115346687,0.211299368319345
231,0.159900509135404,0.214592071734473
232,0.160044446195769,0.216729373413256
233,0.152253086718461,0.212392689886583
234,0.142768111327392,0.206493417829542
235,0.138377091850902,0.199303022888615
236,0.140605457920461,0.20018530579783
237,0.146444357502417,0.199339878353069
238,0.151971922618932,0.197435222267558
239,0.150204659258681,0.192581631621184
240,0.147447285982089,0.185888685874963
241,0.142285078132447,0.178477813154615
242,0.139564302866731,0.174460021712908
243,0.13912119114915,0.170733023960004
244,0.146844321668758,0.171086816943211
245,0.156515965210494,0.175953903002851
