"cutoff","block.mape","block.mape.0","block.mape.last","lm.mape","slm.mape","compare.mape"
60,0.267982656316265,0.0932311104389781,0.0916820344468645,0.0885998829196048,0.0901521590031116,-0.0347873092570159
61,0.224624788506968,0.0558143204678468,0.054259756325323,0.0518876591448208,0.0535896295082522,-0.0457160184058711
62,0.157879410347587,0.0605773984830248,0.0626480035350672,0.0798006133295594,0.0803322882155995,0.214943332874593
63,0.178678247988812,0.115713431337935,0.108484749118057,0.0691094089735767,0.0713544960525116,-0.569753680856033
64,0.194646292396058,0.114722227045708,0.101594000108466,0.0440170999703734,0.0466393205063303,-1.30805755437877
65,0.204439353476116,0.113747126239951,0.0984911279058729,0.0490107953830585,0.0519457030231606,-1.00958027993804
66,0.189889588756185,0.0966985853103785,0.0776569106599076,0.0600431721705182,0.0591710911497802,-0.293351231333476
67,0.210236113898354,0.0824188460672674,0.0663989463847037,0.070705175710044,0.0715355543590639,0.0609040184413061
68,0.21994077424742,0.0701790077470509,0.0591609839325559,0.0704910799689978,0.0712457109503367,0.160730918598848
69,0.236300491623354,0.0642032041903236,0.06226282880909,0.0616482394896274,0.0635653993736454,-0.00996929230340804
70,0.243784746903664,0.0707497147956049,0.0663651773752124,0.0475179634828347,0.0490319227875843,-0.396633452087778
71,0.224682256051361,0.0563709553434094,0.0534735367203162,0.0407012027438738,0.0422040570954562,-0.313807286158512
72,0.234771141234384,0.0637722221039475,0.0616273406935618,0.0495487144377954,0.0495951533841915,-0.243772747543838
73,0.238596504782439,0.0690988344759483,0.0673771068906208,0.0597676929194644,0.0603684862229213,-0.127316508291694
74,0.233607708567905,0.0689091936035041,0.0674462657784492,0.065214125445287,0.0666657613899219,-0.0342278657870665
75,0.217340510794559,0.0631477700047484,0.0611792918969454,0.0591706035881432,0.061334719419336,-0.0339474027134092
76,0.208427035969663,0.0618208896771417,0.0600245894204524,0.0565994524175459,0.0582307747267593,-0.0605153734993502
77,0.196993793172481,0.05751926664983,0.0560173918264028,0.0534663738168725,0.0548866336204044,-0.0477125682446276
78,0.191044703425336,0.0572919271666709,0.056108582223427,0.0540802563210713,0.0553536962369948,-0.0375058485358066
79,0.186916180723784,0.0577803719073598,0.0567067903831297,0.0557760827617297,0.0570164004274819,-0.0166865002939682
80,0.179502329719981,0.0575408767385988,0.0563045394544525,0.0563393226896782,0.0578765632269883,0.00061738823906865
81,0.17638923347868,0.0588639641125851,0.0578943325342332,0.0567770618362189,0.0578146320734229,-0.0196782056323592
82,0.161339186938688,0.0544021034601989,0.0532038647521852,0.0536381829716835,0.0553690531509331,0.00809718367468903
83,0.155398136250369,0.0534450627245029,0.0523050608238646,0.0507429557209006,0.0519038094291397,-0.0307846691382343
