"cutoff","lm.rmse","slm.rmse"
59,0.833525833300153,0.857863421568888
60,0.8495663331699,0.87546352723589
61,0.541408156536893,0.457808005710374
62,0.634779215823196,0.71959721935564
63,0.530188579609228,0.645395764275937
64,0.445286184326715,0.470799057224978
65,0.426084920276582,0.522028891592885
66,0.375412973197532,0.401713745078748
67,0.415855396662146,0.461047043216114
68,0.564511219618832,0.470071721275225
69,0.563279266827128,0.543871738041045
70,0.568816771638884,0.533353289985581
71,0.611735092997292,0.571263223929873
72,0.58654144551006,0.603191840671983
73,0.562653846308824,0.578339516316839
74,0.601243979097441,0.573724441381019
75,0.587236886133162,0.590450046442995
76,0.593854008632741,0.588463204414705
77,0.580333779443469,0.6029697240093
78,0.556174601791457,0.587876752097501
79,0.533364023196783,0.570214913385022
80,0.513398565935217,0.54603092970341
81,0.507205183363716,0.529249924885744
82,0.494742435437301,0.52911221369047
83,0.479614424439821,0.516311946326552
84,0.462568225984573,0.496534501060024
85,0.44707723353969,0.484276088710212
86,0.430958076590928,0.46987657728151
87,0.410504732841769,0.449452507297031
88,0.391952455171872,0.42775176165964
89,0.374482968806623,0.411779758032308
90,0.359561818050316,0.396405186715922
91,0.340206794217133,0.377554271825523
92,0.32494267921168,0.359736369447737
93,0.307156625499036,0.342427021451667
94,0.2923046853162,0.324735850082364
95,0.277106890373178,0.310850319222575
96,0.265923363969639,0.299599678807235
97,0.258787909201874,0.291207830298036
98,0.253445898336289,0.288598977405708
99,0.248916549271065,0.286534658116599
100,0.247494836228834,0.289062472761108
101,0.242977933021513,0.292563880011367
102,0.23254062164178,0.289959455873757
103,0.223139729654469,0.282491766832494
104,0.215882854110887,0.280401085247073
105,0.220021120756739,0.285493164182287
106,0.222784262788151,0.28933269215713
107,0.219614807598187,0.285602736927099
108,0.218032043321974,0.280408316680242
109,0.21277452595582,0.270640603200648
110,0.208733573109434,0.260487446737212
111,0.207087268942995,0.255099863338572
112,0.206384793368618,0.249499214253102
113,0.207901645436121,0.249758454764474
114,0.212536101436716,0.253188288787871
115,0.212008909699848,0.252216234529138
116,0.210035303537231,0.253381177686478
117,0.207369939562634,0.254178303069525
118,0.208598835554609,0.257070034866013
119,0.207624817249148,0.260671726064155
120,0.209438711589673,0.263727696711731
121,0.208382926187842,0.266459182834197
122,0.209080008716931,0.264891565340979
123,0.210610113904622,0.265309566251381
124,0.203615762310386,0.257392415948219
125,0.199905613297654,0.254016649007089
126,0.199106260170487,0.254972616850548
127,0.198648332335334,0.256987975298763
128,0.202748024023847,0.258026065229004
129,0.210879237641297,0.264748665604892
130,0.213730020994279,0.268642788423621
131,0.213935949987089,0.269312563741513
132,0.215754054053356,0.267501257723762
133,0.221515201442817,0.271480928600483
134,0.22299113629892,0.273239004403566
135,0.214917708988669,0.269725052259699
136,0.205490002540895,0.261568762584575
137,0.203828472481795,0.254937224498525
138,0.208486550793771,0.248542841297429
139,0.213544331388946,0.243376515962323
140,0.21881577832104,0.244437548234585
141,0.219872520831365,0.250123494624949
142,0.218264859618922,0.255159853963228
143,0.214428242050251,0.258448175494348
144,0.210844608919653,0.261199556793542
145,0.208096603370879,0.262633601780484
146,0.211616586773276,0.268895407653835
147,0.216800897746745,0.276075956597623
148,0.221987433299654,0.284599812995055
149,0.220872843837335,0.285118987545777
150,0.217553931912677,0.28490262840996
151,0.212771704089305,0.285146604973764
152,0.209921050580724,0.282477356522859
153,0.208960211829337,0.281530313815462
154,0.208508636640426,0.279974999466421
155,0.209908207865223,0.276658102926217
156,0.213378048509494,0.276110857146402
157,0.212423382849929,0.267813932843649
158,0.21385835857289,0.264684332679494
159,0.219913280141044,0.264909845233543
160,0.220872224921769,0.260540012919083
161,0.222611137841663,0.252583867710269
162,0.22552870036462,0.251382285760067
163,0.224347667089824,0.24606703797649
164,0.220274700060928,0.239343342332066
165,0.217736380974027,0.234641630243946
166,0.215795509352813,0.229440179532333
167,0.21322388202269,0.2236965843478
168,0.210580413879728,0.214676121425151
169,0.211912689507297,0.21009068292864
170,0.209782529367475,0.206220962280848
171,0.206426937562968,0.203097002998606
172,0.200487955047407,0.199812651304777
173,0.194798088962079,0.199047376904583
174,0.191123539290616,0.19765499199167
175,0.189724650121906,0.198933601417101
176,0.188794769400665,0.197217147699949
177,0.185577646819271,0.194665480087917
178,0.182894974405822,0.188930955663012
179,0.178446330170958,0.183273779851201
180,0.177500403422547,0.181659592535397
