"cutoff","lm.mse","slm.mse"
58,0.404819397357782,0.44733041440184
59,0.309456640058755,0.31405407707417
60,0.326189698012186,0.337719555051701
61,0.124864613571799,0.137220620413507
62,0.457271089733186,0.457522627229969
63,0.340440093939572,0.36859596751118
64,0.118730438862598,0.129613746323219
65,0.185974594803039,0.1994230851252
66,0.358709819474843,0.345540331091134
67,0.494953826886161,0.508563577717691
68,0.496791967554427,0.507235217701137
69,0.380377197042377,0.399265262862888
70,0.238400756968663,0.25630352105736
71,0.177895272863648,0.187081741786585
72,0.172815559067738,0.179370472424175
73,0.203450866733253,0.210568539861248
74,0.223811038604008,0.234016161989247
75,0.187033171428426,0.200443194598346
76,0.158692674925664,0.16878543466781
77,0.135514605182233,0.142669471715232
78,0.132037749547089,0.138462678870208
79,0.140352146550433,0.145215482989056
80,0.149307796204853,0.157812953931418
81,0.143111752335026,0.148809122891009
82,0.126271025219806,0.134531877337871
83,0.107295578999321,0.112180422068099
84,0.10383421376522,0.10845549168501
85,0.0975023531538995,0.102375496908625
86,0.0856144895539085,0.0902792580744475
87,0.0783676671022035,0.0820544195470573
88,0.0699837007731676,0.0743296280015223
89,0.0644308741356326,0.0683653139520102
90,0.0620596725279956,0.0659495899358845
91,0.0572433113765297,0.061811985459816
92,0.0562802873351823,0.0605797505873551
93,0.0504904163135356,0.0560537756366788
94,0.0480145783707302,0.0551022783571401
95,0.049048434278648,0.0581170902547209
96,0.0548152603489118,0.0668088842464119
97,0.0569222184558957,0.0721101717660683
98,0.0582522547022544,0.0758472817945142
99,0.0562878464043582,0.0780811699268932
100,0.0541674528264668,0.0814842555470476
101,0.0511544814402899,0.0836327773123507
102,0.050552315997814,0.08844653545968
103,0.0533404822834923,0.0931716956726773
104,0.0545578304333555,0.0923605482662524
105,0.0626535218336826,0.100419788525058
106,0.0593691539949196,0.0950282817373721
107,0.0543244505218194,0.0855274192673947
108,0.0617071222953271,0.0854900752897647
109,0.0776913105168911,0.110527093817091
110,0.0579524932141372,0.0827081178242348
111,0.0552476794566475,0.0761351995644768
112,0.0575313128376432,0.0743118947739889
113,0.0571744831909008,0.0750083367815618
114,0.0571994670636364,0.0766292813749081
115,0.0514895541633205,0.0739955858784411
116,0.0502418235031021,0.0746401548408802
117,0.0517624514939287,0.0780803656852142
118,0.0536074445010547,0.0814337680802255
119,0.0524425653411334,0.0832995368646505
120,0.0523536664614965,0.0819968441523921
121,0.0601439604825353,0.0918483125912821
122,0.0573371411431895,0.0896821738850839
123,0.0587501375106305,0.0911663951889956
124,0.0597763975421494,0.088990017255001
125,0.0544125610113391,0.0872386078580004
126,0.0559560375263465,0.0975093743179158
127,0.0534113797115888,0.0932114353208599
128,0.0546452602647015,0.0911249434688304
129,0.0657255187643432,0.0945627661902242
130,0.0751551891126205,0.101754025310631
131,0.0737195184603853,0.105663836022699
132,0.0704974999972986,0.108584458336833
133,0.0748089067597959,0.113328111653836
134,0.0656059433564482,0.106813178764824
135,0.0608332850571376,0.0985853540793298
136,0.0778833613878731,0.0885359241834035
137,0.0944075397193166,0.0838257691272161
138,0.0750536141370964,0.0844013153616663
139,0.0754092827871207,0.0832711216901329
140,0.0874683517054802,0.0844940426115755
141,0.0696252058861414,0.0873911088539686
142,0.0593996040994502,0.0873858324000244
143,0.0573743387202502,0.0848759636794153
144,0.0619081494023663,0.0886195212388413
145,0.0651631173932269,0.0917361716647643
146,0.0662693705809542,0.0963254415288955
147,0.0607111567596123,0.0994992146424636
148,0.0642810377121841,0.104741616117635
149,0.0654298816989616,0.105088593764276
150,0.0605253503309898,0.0985324545474787
151,0.0617548038488684,0.10130598083184
152,0.0696758498442834,0.103918315064915
153,0.0843428291051044,0.0990385760131107
154,0.0774587511054903,0.095364094011077
155,0.089444298595687,0.127234237593957
156,0.0696533306097569,0.0944887507358737
157,0.0567200732603369,0.0848137106703621
158,0.0581532646283745,0.0867553967601893
159,0.0706233535300455,0.0943144318715625
160,0.0668569659174841,0.0912191060378637
161,0.0629883577848626,0.0838321689588717
162,0.0671685403783268,0.0825033714467993
163,0.067367737347884,0.0783630845687635
164,0.0604518162075344,0.0731495341742418
165,0.0561665559993876,0.0658106627778955
166,0.0665901830788874,0.0633822730374573
167,0.0741317980688906,0.0571193402496629
168,0.0599792335650801,0.0525561262903887
169,0.0565915018671403,0.0504594944458708
170,0.0548455648774917,0.0484113045173872
171,0.0576313325340458,0.0500500958175862
172,0.0475028875994046,0.0490594071306145
173,0.041116604917342,0.0481631413782751
174,0.0404538044934425,0.0461155532724926
175,0.0415478088778899,0.0448993115420953
176,0.0448711335634081,0.0413315969389775
177,0.0435508870836671,0.0411853769928877
178,0.0410034707669114,0.0380385370720175
179,0.0397242083463586,0.0386373422285518
180,0.0441034050983912,0.0436288102437944
181,0.0423949329684413,0.0429654316099863
182,0.0424939087388833,0.0441772200601166
183,0.0410062942632917,0.043645609194043
184,0.0417435265763349,0.0453790725565568
185,0.0391242217658132,0.0442084572328082
186,0.0345884615662703,0.0417492952050105
187,0.0327375546493036,0.0378125848729407
188,0.0327170473825958,0.0353568768512323
189,0.0336631065743147,0.0352075769267682
190,0.0345384431819337,0.0339693641368907
191,0.0359159796022226,0.0330133067993556
192,0.0328315027544891,0.0321132823325204
193,0.0290637701752156,0.0311150750212022
194,0.0299274327856435,0.0332755320078358
195,0.0303430884366199,0.0336631551201838
196,0.0331298205924809,0.036663827206421
197,0.0324540846107174,0.0379983510165261
198,0.0335146934899921,0.0394323132779012
199,0.0321313263031842,0.0393167989259459
200,0.0302173767666406,0.0397677798221068
201,0.0286257046074927,0.0398190290082603
202,0.0283120413439381,0.0391089448951999
203,0.0304249075996725,0.0405031734469724
204,0.0310637824331399,0.0410333684952927
205,0.0328225815394021,0.0404277706820517
206,0.0302362310744312,0.0415721134105368
207,0.0316905895284604,0.0440127056515251
208,0.0316648980817405,0.0477692606034506
209,0.0324080601338251,0.0504815428948807
210,0.0313125620716263,0.0501088949245977
211,0.0317404245448817,0.0523838991649983
212,0.0315626653255972,0.0538484334939652
213,0.0342274500640713,0.0586899610005233
214,0.0349019456109423,0.0618362583565759
215,0.0315224890617565,0.0607725067095051
216,0.0343634026614125,0.06423394268831
217,0.0321512434008789,0.061976912966607
218,0.0329317272640872,0.0609116749682486
219,0.0351637050482664,0.0623194270469753
220,0.0350004372432815,0.0603372224857744
221,0.0406167081148733,0.0581798925645192
222,0.0466126951704345,0.0585457649650917
223,0.0659199128378082,0.0615552784988024
