"cutoff","block.mse","block.mse.0","block.mse.last","lm.mse","slm.mse","compare.mse"
164,0.140320262497715,0.044374918384221,0.0445438279640618,0.0522669353942757,0.0548787202921307,0.188322400250118
165,0.143072574258304,0.0430436202701444,0.0432927277582399,0.0530122923858034,0.0518889015139268,0.183345488190327
166,0.148788051258676,0.0453814755066572,0.0462245803768807,0.0687317965330583,0.0497792497857529,0.32746439481401
167,0.149087022183887,0.0479247025009686,0.0490480038298916,0.0662966782294428,0.0440564910187639,0.260174036772342
168,0.127241999347943,0.0382530490711079,0.0385928730787158,0.0520658707915658,0.0430805004583732,0.25876831613527
169,0.137317621160584,0.0414078239998005,0.0419078642911718,0.0530329684701642,0.0406014406773507,0.209777134863783
170,0.141545938805061,0.0422219514729025,0.0424189255205995,0.0514668385234378,0.041995649679895,0.175800831417261
171,0.145017193908252,0.0413104134586499,0.0418897226649724,0.0537738719973607,0.0427435995029304,0.22100229890404
172,0.129408957283757,0.0344055264601635,0.0344920878001757,0.0405055979508629,0.040033314093789,0.148461211657267
173,0.123933214510407,0.0330994268786954,0.0329484174479019,0.0362565662039396,0.0387847028084513,0.150479053284834
174,0.12219054564238,0.0343334722245417,0.0341998975325418,0.0376933173383194,0.0387324510695567,0.117022120001526
175,0.115640405819637,0.0342794567786916,0.0343191589649416,0.0393116510278406,0.0366990912746012,0.126997771204351
176,0.12003532203207,0.0327736836152996,0.0333262465029413,0.0465389990566045,0.0362325314304123,0.283907106330172
177,0.111476314379232,0.0308365798414397,0.0310349960278573,0.0368960168064504,0.033219641346373,0.158852398873811
178,0.120616761173916,0.0317032079204461,0.0321056761395091,0.0393338753315696,0.0329904806010757,0.183765243854808
179,0.120433925079214,0.0280200377652412,0.0280129599976451,0.040401979130602,0.0378892872187123,0.306643867442944
180,0.127658478148283,0.0284835684244923,0.0289680946282126,0.0396292594406186,0.035511196352005,0.269022559666575
181,0.133338926583926,0.0293727542274537,0.0298046340397999,0.0370692075124477,0.0372402128494131,0.19966531447283
182,0.135422016121415,0.0314680237646927,0.0320046239516689,0.0391180458148309,0.037441333322187,0.181845021012401
183,0.132487831308122,0.0312413067341732,0.0315795469981478,0.0373168008145224,0.036389861738026,0.153744525016782
184,0.129932754654106,0.0317337974295568,0.0318031670551564,0.0373526049567458,0.0384775858588926,0.173462514727744
185,0.115804879085322,0.0288624203178589,0.0290960402548275,0.0339619166914116,0.0358181754085241,0.187673857672182
186,0.110657117792887,0.0275859141615332,0.0275015014893905,0.0329939538047775,0.0363299388585125,0.243007217917555
187,0.104119911122571,0.0234473163384284,0.0234677646772709,0.0284131101846024,0.0301748035180355,0.222272825629363
188,0.106480804456917,0.025459019624487,0.0256502562163333,0.0298174979757081,0.0298541755455676,0.140815120578952
189,0.110269588615541,0.0269845232005154,0.0272032626011587,0.0308171122704107,0.0295529093460066,0.117267628372885
190,0.100894501892923,0.0273609626350811,0.0276718987635989,0.0321560935556945,0.0283401553197288,0.139450856626255
191,0.101256346391611,0.0281275757856491,0.0284296041381242,0.0328971474103977,0.0277888022293579,0.13580336363333
192,0.0966101456491718,0.0256320436476322,0.0257737502714646,0.0282787471277669,0.0273170026874816,0.0885823139541655
193,0.0948138636874364,0.0241411909075465,0.0240567549497135,0.0267161006017277,0.0271605623886243,0.11427625814592
194,0.0913816074654193,0.0236115168176283,0.0236474761102525,0.0265088845791396,0.0276952178253106,0.146153091865516
195,0.0934420076253804,0.0253749923068428,0.0252839303635377,0.0292510098184398,0.0300025389297868,0.157273641983826
196,0.0901874865369675,0.025365739268675,0.0255650905038771,0.0294057958368455,0.0303378913238743,0.157321442319271
197,0.0906855449114234,0.0253905190809288,0.0255156688113437,0.0295456481974015,0.0318879714830263,0.199834055768474
198,0.0893818817454698,0.0260947699921353,0.0262258244925439,0.0304900041365643,0.0326422095738189,0.196567118618751
199,0.0864475057663244,0.0260197206326384,0.0259607512175106,0.0277584605720565,0.0324677929276656,0.200415276906931
200,0.0805620638889208,0.0246841575329056,0.0246271469336968,0.0268236468689938,0.0333409343421075,0.261354025625063
201,0.0694146276615061,0.0234757317562421,0.023409475487811,0.0247624734082399,0.031736192136223,0.262372896303084
202,0.0659604443348326,0.0234013918523408,0.0233650696467872,0.026121301693365,0.0322860234748386,0.27631008306129
203,0.0623960947470167,0.0241081422968614,0.0241263891299998,0.0280101221389401,0.0332192084703452,0.273721733871611
204,0.0613900378306578,0.0246163176977169,0.0246858261113441,0.0286324934344095,0.0332237281545018,0.256982058228189
205,0.0572009101049266,0.0240560990051728,0.02440516268212,0.0308554285953463,0.0323095217388629,0.244644879631112
206,0.0561484116133611,0.0233827514581255,0.0235442597595338,0.0273315086654837,0.0338180264698029,0.303795572442491
207,0.0572160526501298,0.0243772033918856,0.0245798294815238,0.0295498216350199,0.0362157391112957,0.321294274680222
208,0.0575534177862669,0.0254494249668273,0.0254070418867196,0.0278664683217697,0.0391993675210286,0.35185071868596
209,0.0619578615295417,0.0276617271813742,0.0276521521571825,0.0296971087905842,0.0412808971909052,0.330146531716499
210,0.0592028470637696,0.0258907928486334,0.0258972678597003,0.0283219944508219,0.0402687630400784,0.356889412423087
211,0.0637293015398993,0.0273604757732603,0.0273946982500706,0.0296670623634152,0.0425625752079351,0.356366523495427
212,0.0613045946889621,0.0265161327510871,0.0261052699801926,0.0300658398193093,0.0450945976778447,0.421099836244502
213,0.0600809114427991,0.0260254276332588,0.0258128582154052,0.031516704082062,0.0475325461960153,0.456943499114106
214,0.0603516594954781,0.0260722409628284,0.026195949729055,0.0309030526933028,0.048772981022512,0.462900376809779
215,0.0564916273130651,0.0240040258159064,0.0240941408317211,0.02785540853212,0.0470934697581852,0.488376181338107
216,0.0608661189732412,0.0279156162756913,0.0280365158465223,0.0311993610053996,0.0504856064578108,0.444663185932974
217,0.0595868681806321,0.026201765507788,0.0263688734339982,0.0296456566346503,0.0476456513403254,0.446562851126759
218,0.0603550484731051,0.0266782442882616,0.0268369633256553,0.0302091201275102,0.0466520113967056,0.424741559427158
219,0.0623432370157779,0.0271372990476121,0.0273845709137023,0.0326991095700943,0.0479747295876743,0.429187592112287
220,0.0675361378217178,0.0289652349292886,0.0291801063071494,0.0337918630836912,0.0464557614644302,0.371873253450129
221,0.0672168094285594,0.0302411394924418,0.0305870645116254,0.0385796904680544,0.0441868736804025,0.307779393200402
222,0.069713025490681,0.032171493488864,0.0328586883188817,0.0455817610207174,0.0460590166282572,0.286595964823033
223,0.0772328430308596,0.0373780019233153,0.0393293794064621,0.07670489215822,0.0511448161761039,0.487263741596338
