"cutoff","block.mape","block.mape.0","block.mape.last"
51,NA,NA,NA
52,NA,NA,NA
53,NA,NA,NA
54,NA,NA,NA
55,NA,NA,NA
56,NA,NA,NA
57,NA,NA,NA
58,0.324575830434488,0.154832129632787,0.140191375071396
59,0.29743003477767,0.135512283234513,0.126432797654064
60,0.308984065130306,0.138033307664529,0.121363769432041
61,0.242929381835272,0.125869105014548,0.11695462176803
62,0.250163718540179,0.141192200175733,0.130396385201029
63,0.233901905817702,0.129211515319318,0.11472485537035
64,0.264970109567816,0.0955803493830004,0.0878056421893301
65,0.271794785474586,0.0792179833588054,0.0701929283487037
66,0.308568654913621,0.0799028616721507,0.0730496281089742
