"cutoff","block.mse","block.mse.0","block.mse.last","lm.mse","slm.mse","compare.rmse"
60,2.98412712285666,0.361181634161818,0.349278962523568,0.326189698012186,0.337719555051701,-0.034787309257015
61,1.75771221572211,0.122554317937974,0.114741430168281,0.124864613571799,0.137220620413507,0.041393342918644
62,1.1297936865242,0.194898748758649,0.218623768486284,0.457271089733186,0.457522627229969,0.308548352521131
63,1.60040146796274,1.01266124042825,0.874017515187908,0.340440093939572,0.36859596751118,-0.602284815962211
64,1.80461722981883,0.888864008606728,0.673389519066364,0.118730438862598,0.129613746323219,-1.3815085209125
65,2.29433794897451,0.801277888183309,0.581813016265773,0.185974594803039,0.1994230851252,-0.768743699806901
66,1.83999652343356,0.566613989013443,0.360208478261028,0.358709819474843,0.345540331091134,-0.00208677968845694
67,2.07648961477578,0.409183916806203,0.27022814279941,0.494953826886161,0.508563577717691,0.261104630407442
68,2.18531656458128,0.297029293323277,0.21824254258897,0.496791967554427,0.507235217701137,0.3372001160719
69,2.42192135657298,0.200693283571184,0.181969578985095,0.380377197042377,0.399265262862888,0.308340799678259
70,2.79106592785441,0.269285571278368,0.243304929487022,0.238400756968663,0.25630352105736,-0.0102332048254807
71,2.46288011983311,0.203347922232356,0.188833539042994,0.177895272863648,0.187081741786585,-0.0302849653478394
72,2.47882887265822,0.221877017272183,0.207631533756846,0.172815559067738,0.179370472424175,-0.0961127656763952
73,2.48514346844966,0.237837326975929,0.224323804813496,0.203450866733253,0.210568539861248,-0.0500449946665207
74,2.2866690867224,0.212063200729277,0.203770883150648,0.223811038604008,0.234016161989247,0.0458199929153322
75,1.92938128729826,0.176609419316944,0.167023203296818,0.187033171428426,0.200443194598346,0.0550059255103563
76,1.71808215155362,0.163016472158304,0.154410136027,0.158692674925664,0.16878543466781,0.0135854663669642
77,1.50824109991392,0.141210024576961,0.134331091022779,0.135514605182233,0.142669471715232,0.00437631631349267
78,1.36614074501772,0.131944872209072,0.12635668343469,0.132037749547089,0.138462678870208,0.0217495591524022
79,1.29614681524417,0.132966274102737,0.128794143015198,0.140352146550433,0.145215482989056,0.0420595166716898
80,1.14941706678365,0.124409388790722,0.1204158419584,0.149307796204853,0.157812953931418,0.101949889420668
81,1.09289615080611,0.124160142189455,0.121706058854599,0.143111752335026,0.148809122891009,0.0778141591571192
82,0.890836653819789,0.106705313775424,0.1032224537804,0.126271025219806,0.134531877337871,0.0958609309307465
83,0.815725899830907,0.104137470832458,0.100481993525229,0.107295578999321,0.112180422068099,0.0322722216813732
84,0.731217933158756,0.0984623411689679,0.0955169252440411,0.10383421376522,0.10845549168501,0.0408866688186319
85,0.625384463373024,0.0846013778923125,0.0824295663557819,0.0975023531538995,0.102375496908625,0.0805376321556859
86,0.534928317348157,0.075774067352286,0.0736676702587237,0.0856144895539085,0.0902792580744475,0.0723912600804099
87,0.468792026032585,0.0728466517826788,0.07065749904488,0.0783676671022035,0.0820544195470573,0.0504656694144052
88,0.382547816022297,0.0617804066712389,0.0597264633245527,0.0699837007731676,0.0743296280015223,0.0761851326666947
89,0.330734209721923,0.0595829807075114,0.0573774574902354,0.0644308741356326,0.0683653139520102,0.0563224177170196
90,0.290672799154081,0.0600556944768184,0.0577741900795336,0.0620596725279956,0.0659495899358845,0.0351446858292752
91,0.234584310876756,0.056039787781781,0.0537060945387192,0.0572433113765297,0.061811985459816,0.0313889667674839
92,0.211016130487154,0.0598532374357011,0.0569983873387219,0.0562802873351823,0.0605797505873551,-0.0063594547279171
93,0.178936734634843,0.0539041049002622,0.0508162572512997,0.0504904163135356,0.0560537756366788,-0.00322157100035625
94,0.159713133454685,0.0492711045266691,0.046585937946737,0.0480145783707302,0.0551022783571401,0.0149894951353271
95,0.143107845977331,0.0464575912038007,0.0436920037242374,0.049048434278648,0.0581170902547209,0.0561816716874892
96,0.133726826749973,0.044208806253642,0.0421877244922191,0.0548152603489118,0.0668088842464119,0.122711755344908
97,0.12224720626653,0.0433552740475763,0.0416029169130626,0.0569222184558957,0.0721101717660683,0.145088848881533
98,0.113997594570771,0.0435148698860622,0.042375780568475,0.0582522547022544,0.0758472817945142,0.147091415386716
99,0.11057180398723,0.0446600804339433,0.044037757189671,0.0562878464043582,0.0780811699268932,0.115484841817014
100,0.109350199682638,0.048010342027938,0.046990823797862,0.0541674528264668,0.0814842555470476,0.0685976647643617
101,0.107854585785954,0.0462433196724493,0.0449128978417805,0.0511544814402899,0.0836327773123507,0.0629911444696383
102,0.102092908062511,0.0453408264108291,0.0437702638760521,0.050552315997814,0.08844653545968,0.0694942656441899
103,0.100272400908304,0.0429525864415834,0.0415832417545649,0.0533404822834923,0.0931716956726773,0.117060995522527
104,0.101453745129938,0.0435833531113791,0.0429234024646564,0.0545578304333555,0.0923605482662524,0.113010406853548
105,0.117189394946446,0.0482147949697751,0.0480860741461219,0.0626535218336826,0.100419788525058,0.12393381644173
106,0.119156584074742,0.0495443333687983,0.0485281942068679,0.0593691539949196,0.0950282817373721,0.0958996542285627
107,0.113465350009544,0.0454868104069301,0.0449268739032694,0.0543244505218194,0.0855274192673947,0.0905989963164625
108,0.119094391730175,0.0427358849752738,0.0397698717581374,0.0617071222953271,0.0854900752897647,0.197196146465263
109,0.111423286600912,0.0384160187695182,0.037501955771278,0.0776913105168911,0.110527093817091,0.305230515853526
110,0.120052591670287,0.0392693392478662,0.0394686080745554,0.0579524932141372,0.0827081178242348,0.174741810282464
111,0.121671104565889,0.0404326424384851,0.0407862648096659,0.0552476794566475,0.0761351995644768,0.140788766043849
112,0.133192050998584,0.0442186009236757,0.0446346896573026,0.0575313128376432,0.0743118947739889,0.119186185342274
113,0.128632048349208,0.0446453585707682,0.0448635060683348,0.0571744831909008,0.0750083367815618,0.11418000017656
114,0.135733124070105,0.0462995072341245,0.0464625336623285,0.0571994670636364,0.0766292813749081,0.0987288836357622
115,0.114618195594688,0.0407032734136575,0.0407489374337322,0.0514895541633205,0.0739955858784411,0.110392207178243
116,0.116920013530887,0.0436816286813003,0.0432389140333398,0.0502418235031021,0.0746401548408802,0.0723061186736215
117,0.111553735727163,0.0440751659360931,0.0435975572723789,0.0517624514939287,0.0780803656852142,0.0822515489997241
118,0.108992820035335,0.0442499498739347,0.0440435813621331,0.0536074445010547,0.0814337680802255,0.0935815004712007
119,0.104509180665658,0.0427470559878858,0.0426101660321485,0.0524425653411334,0.0832995368646505,0.0986060284252603
120,0.108734715280357,0.0471171774354269,0.0466741494251987,0.0523536664614965,0.0819968441523921,0.0557985670243426
121,0.105847633239088,0.0473071110926082,0.0471096573697871,0.0601439604825353,0.0918483125912821,0.114968025311758
122,0.103547579476551,0.0446228484118359,0.0446856184203116,0.0573371411431895,0.0896821738850839,0.117192795325474
123,0.104351262257197,0.0458368293616829,0.0459868207442441,0.0587501375106305,0.0911663951889956,0.115266953521579
124,0.105769508963821,0.0467012022061542,0.0470370184242654,0.0597763975421494,0.088990017255001,0.112935859609885
125,0.0986956553498577,0.041869059046186,0.041428139015695,0.0544125610113391,0.0872386078580004,0.127434316610038
126,0.10151604761137,0.0445444464621903,0.0441785392022865,0.0559560375263465,0.0975093743179158,0.111449328607384
127,0.111917189062955,0.0460670689882543,0.045719599226259,0.0534113797115888,0.0932114353208599,0.0748028015791297
128,0.108655471768454,0.0438897955697381,0.0438684258640609,0.0546452602647015,0.0911249434688304,0.10401698675676
129,0.121168434923142,0.0510437188254546,0.0507627668977621,0.0657255187643432,0.0945627661902242,0.121168466254338
130,0.119363073458374,0.0517229654261375,0.0519377365470317,0.0751551891126205,0.101754025310631,0.168691878131187
131,0.122036852585853,0.0534956387437617,0.0537936178327637,0.0737195184603853,0.105663836022699,0.14577135269935
132,0.125918757069032,0.0587203350982896,0.0586896081598853,0.0704974999972986,0.108584458336833,0.0875822047892427
133,0.136479837053226,0.0657348046718668,0.065683566083647,0.0748089067597959,0.113328111653836,0.0629738574499871
