"fips","county","state","days_from_start","datetime","log_rolled_cases.x","t0.hat","tau.hat","predicted.grf.future","predicted.grf.future0","predicted.grf.future6","Predicted_Double_Days","predicted.grf.past","block.mse"
6085,"Santa Clara","California",54,"2020-03-15",4.24029847484518,35.1223360526908,0.224619872812684,5.81263758453397,6.1726452287754,5.81263758453397,3.08586756763939,NA,NA
53033,"King","Washington",54,"2020-03-15",5.63121178182137,28.9300375282583,0.224619872812684,7.20355089151015,7.07446714952964,7.20355089151016,3.08586756763939,NA,NA
53061,"Snohomish","Washington",54,"2020-03-15",4.66478589566244,33.2325325571147,0.224619872812684,6.23712500535123,6.01757331442882,6.23712500535123,3.08586756763939,NA,NA
