"fips","county","state","days_from_start","datetime","log_rolled_cases.x","t0.hat","tau.hat","predicted.grf.future","predicted.grf.future0","predicted.grf.future6","Predicted_Double_Days","predicted.grf.past","block.mse"
53033,"King","Washington",51,"2020-03-12",4.99721227376411,33.1678274388386,0.280235751231349,6.95886253238355,6.97526927618273,6.95886253238355,2.47344308324072,NA,NA
