"fips","county","state","days_from_start","datetime","log_rolled_cases.x","t0.hat","tau.hat","predicted.grf.future","predicted.grf.future0","predicted.grf.future6","Predicted_Double_Days","predicted.grf.past","block.mse"
6037,"Los Angeles","California",57,"2020-03-18",4.48702994368387,33.7900325926403,0.193323405627061,5.8402937830733,5.50893654670579,5.8402937830733,3.58542814984901,NA,NA
6085,"Santa Clara","California",57,"2020-03-18",4.76095218754743,32.3731206415236,0.193323405627061,6.11421602693686,6.25426948043631,6.11421602693686,3.58542814984901,NA,NA
25017,"Middlesex","Massachusetts",57,"2020-03-18",4.30983989269805,34.7065799212532,0.193323405627061,5.66310373208748,5.65489045932887,5.66310373208748,3.58542814984901,NA,NA
36119,"Westchester","New York",57,"2020-03-18",5.55627633754761,28.2591637855471,0.193323405627061,6.90954017693704,7.05040147555369,6.90954017693704,3.58542814984901,NA,NA
53033,"King","Washington",57,"2020-03-18",6.05376843044414,25.6857966793611,0.193323405627061,7.40703226983357,7.51041654691591,7.40703226983357,3.58542814984901,NA,NA
53061,"Snohomish","Washington",57,"2020-03-18",5.25526073422637,29.8162209993122,0.193323405627061,6.6085245736158,6.45893833592226,6.6085245736158,3.58542814984901,NA,NA
