"fips","county","state","days_from_start","datetime","log_rolled_cases.x","t0.hat","tau.hat","predicted.grf.future","predicted.grf.future0","predicted.grf.future6","Predicted_Double_Days","predicted.grf.past","block.mse"
53033,"King","Washington",52,"2020-03-13",5.22881416078107,32.7792841419383,0.272040552464021,7.13309802802922,7.16656613612328,7.13309802802922,2.54795534813369,NA,NA
