"fips","county","state","days_from_start","datetime","log_rolled_cases.x","t0.hat","tau.hat","predicted.grf.future","predicted.grf.future0","predicted.grf.future6","Predicted_Double_Days","predicted.grf.past","block.mse"
6085,"Santa Clara","California",56,"2020-03-17",4.59222967471236,31.7661215252225,0.189496273965883,5.91870359247354,6.03499430896588,5.91870359247354,3.65784068495584,NA,NA
36119,"Westchester","New York",56,"2020-03-17",5.29473954520015,28.0588725340667,0.189496273965883,6.62121346296133,6.77903309682221,6.62121346296133,3.65784068495584,NA,NA
53033,"King","Washington",56,"2020-03-17",5.93715920225044,24.6687285296208,0.189496273965883,7.26363312001162,7.22318050736117,7.26363312001162,3.65784068495584,NA,NA
53061,"Snohomish","Washington",56,"2020-03-17",5.05806398766736,29.3078446250716,0.189496273965883,6.38453790542854,6.12334347879717,6.38453790542854,3.65784068495584,NA,NA
