"fips","county","state","r.lm","predicted.lm","r.slm","predicted.slm","date.y","days_from_start.y","log_rolled_cases.y","tau.hat","predicted.grf.future.0","predicted.grf.future.last","D.r.lm","D.r.slm","D.tau.hat","B.D.r.lm","B.D.r.slm","B.D.tau.hat"
36069,"Ontario","New York",0.110862592811808,3.91772433585973,0.110862592811809,3.91772433585973,"2020-04-10",80,3.67810735713203,0.128408072428522,4.05808817279344,4.04054269317672,NA,NA,NA,NA,NA,NA
36069,"Ontario","New York",0.110900696033445,4.02889175444463,0.110900696033445,4.02889175444463,"2020-04-11",81,3.74106520728451,0.133001488890654,4.2056980973023,4.18359730444509,3.81032216369981e-05,3.81032216359989e-05,0.00459341646213199,1,1,1
36069,"Ontario","New York",0.0897699994287082,3.97074687764018,0.0897699994287082,3.97074687764018,"2020-04-12",82,3.80029304148484,0.101591769209597,4.06532103588728,4.0534992661064,-0.0211306966047368,-0.0211306966047368,-0.031409719681057,-1,-1,-1
36069,"Ontario","New York",0.091630322845925,4.07539946440662,0.0916303228459241,4.07539946440662,"2020-04-13",83,3.83791503327442,0.100175807518511,4.14376334178731,4.13521785711473,0.0018603234172168,0.0018603234172159,-0.001415961691086,1,1,-1
36069,"Ontario","New York",0.0711411000252416,4.00311600468708,0.0711411000252413,4.00311600468708,"2020-04-14",84,3.88890058800729,0.0840577967596186,4.1064495785621,4.09353288182772,-0.0204892228206834,-0.0204892228206828,-0.0161180107588924,-1,-1,-1
36069,"Ontario","New York",0.0583498830622785,3.97192736900861,0.0583498830622768,3.9719273690086,"2020-04-15",85,3.93741223943297,0.0726742634559841,4.08652241215826,4.07219803176455,-0.0127912169629631,-0.0127912169629645,-0.0113835333036345,-1,-1,-1
36069,"Ontario","New York",0.0435712482936416,3.9120481739218,0.0435712482936408,3.91204817392179,"2020-04-16",86,3.9756682705885,0.0581684923868708,4.02882612666763,4.01422888257441,-0.0147786347686369,-0.014778634768636,-0.0145057710691133,-1,-1,-1
36069,"Ontario","New York",0.0710579212657209,4.17551280599207,0.0710579212657207,4.17551280599207,"2020-04-17",87,3.99162605602711,0.0725821571067785,4.18770669272054,4.18618245687948,0.0274866729720793,0.0274866729720799,0.0144136647199077,1,1,1
36069,"Ontario","New York",0.0629578501524796,4.18177015835186,0.0629578501524795,4.18177015835186,"2020-04-18",88,3.99688922607139,0.0626074626898157,4.17896705865055,4.17931744611322,-0.00810007111324131,-0.00810007111324121,-0.0099746944169628,-1,-1,-1
36069,"Ontario","New York",0.0592278342003335,4.21488788088717,0.0592278342003341,4.21488788088718,"2020-04-19",89,3.99951045955126,0.0599006151324212,4.22027012834388,4.21959734741179,-0.00373001595214609,-0.0037300159521454,-0.00270684755739449,-1,-1,-1
36069,"Ontario","New York",0.0376219917895844,4.10126897580151,0.0376219917895839,4.10126897580151,"2020-04-20",90,4.00473240353241,0.0390757747890634,4.11289923979735,4.11144545679786,-0.0216058424107491,-0.0216058424107502,-0.0208248403433578,-1,-1,-1
36069,"Ontario","New York",0.0509855547328702,4.24579947113738,0.0509855547328693,4.24579947113738,"2020-04-21",91,3.99688922607139,0.0494733287251819,4.23370166307588,4.23521388908356,0.0133635629432858,0.0133635629432854,0.0103975539361185,1,1,1
36069,"Ontario","New York",0.0485116514256733,4.27699379941268,0.0485116514256734,4.27699379941268,"2020-04-22",92,3.9863350383927,0.0449334106883295,4.24836787351393,4.25194611425128,-0.0024739033071969,-0.0024739033071959,-0.0045399180368524,-1,-1,-1
36069,"Ontario","New York",0.038256031155537,4.24346048867726,0.0382560311555364,4.24346048867726,"2020-04-23",93,3.96759285658296,0.0357635571454035,4.2235206965962,4.22601317060632,-0.0102556202701363,-0.010255620270137,-0.00916985354292599,-1,-1,-1
36069,"Ontario","New York",0.0159577854386108,4.10333055409739,0.0159577854386099,4.10333055409738,"2020-04-24",94,3.92902058179672,0.0203610536660261,4.13855669991671,4.13415343168929,-0.0222982457169262,-0.0222982457169265,-0.0154025034793774,-1,-1,-1
36069,"Ontario","New York",0.00526317004427435,4.03373141638131,0.0052631700442749,4.03373141638131,"2020-04-25",95,3.91772102654278,0.0156381245313462,4.11673105227788,4.10635609779081,-0.0106946153943364,-0.010694615394335,-0.0047229291346799,-1,-1,-1
36069,"Ontario","New York",0.00262123347987648,4.0178590939104,0.00262123347987497,4.01785909391039,"2020-04-26",96,3.90341463089155,0.0131669475022788,4.10222480608962,4.09167909206721,-0.00264193656439787,-0.00264193656439993,-0.0024711770290674,-1,-1,-1
