"fips","county","state","r.lm","predicted.lm","r.slm","predicted.slm","date.y","days_from_start.y","log_rolled_cases.y","tau.hat","predicted.grf.future.0","predicted.grf.future.last","D.r.lm","D.r.slm","D.tau.hat","B.D.r.lm","B.D.r.slm","B.D.tau.hat"
27115,"Pine","Minnesota",0.230523658611836,4.98587545507175,0.230523658611833,4.98587545507173,"2020-05-03",103,4.01766919456313,0.159046415922846,4.41405751355983,4.48553475624882,NA,NA,NA,NA,NA,NA
27115,"Pine","Minnesota",0.199332902620484,4.96687306575278,0.199332902620494,4.96687306575285,"2020-05-04",104,4.01509519056796,0.156064137783636,4.62072294705799,4.66399171189485,-0.031190755991352,-0.031190755991339,-0.00298227813920998,-1,-1,-1
27115,"Pine","Minnesota",0.162719712552361,4.87330044782828,0.16271971255236,4.87330044782827,"2020-05-05",105,4.01251454397447,0.145280700851735,4.73378835422328,4.75122736592391,-0.036613190068123,-0.036613190068134,-0.010783436931901,-1,-1,-1
27115,"Pine","Minnesota",0.130968383959629,4.78200953163879,0.130968383959632,4.78200953163881,"2020-05-06",106,4.00992722040952,0.124839926024546,4.73298186815813,4.73911032609321,-0.031751328592732,-0.031751328592728,-0.020440774827189,-1,-1,-1
27115,"Pine","Minnesota",0.0832618412881513,4.5313255742266,0.0832618412881514,4.5313255742266,"2020-05-07",107,4.00992722040952,0.087435126362806,4.56471185482384,4.56053856974918,-0.0477065426714777,-0.0477065426714806,-0.03740479966174,-1,-1,-1
27115,"Pine","Minnesota",0.0351863091250441,4.22998315820989,0.0351863091250428,4.22998315820988,"2020-05-08",108,4.00212484012533,0.044635258286417,4.30557475150088,4.2961258023395,-0.0480755321631072,-0.0480755321631086,-0.042799868076389,-1,-1,-1
27115,"Pine","Minnesota",0.0262482260749372,4.19366480293408,0.0262482260749355,4.19366480293407,"2020-05-09",109,4.01509519056796,0.0366674134222744,4.27701830171277,4.26659911436544,-0.0089380830501069,-0.0089380830501073,-0.0079678448641426,-1,-1,-1
27115,"Pine","Minnesota",0.00774197415361778,4.07186301363846,0.00774197415361666,4.07186301363845,"2020-05-10",110,4.03550406219917,0.0243280336305332,4.20455148945379,4.18796542997686,-0.0185062519213194,-0.0185062519213188,-0.0123393797917412,-1,-1,-1
27115,"Pine","Minnesota",-0.00257400399517409,3.99707716260174,0,4.01509519056796,"2020-05-11",111,4.05550472890584,-0.0043811114340578,3.98262030309067,3.98442741052956,-0.0103159781487919,-0.00774197415361666,-0.028709145064591,-1,-1,-1
27115,"Pine","Minnesota",-0.00258064659349232,3.99445001782002,0,4.01251454397447,"2020-05-12",112,4.07268306544092,-0.00152454156156781,4.00289885807542,4.0018427530435,-6.64259831823031e-06,0,0.00285656987248999,-1,0,1
27115,"Pine","Minnesota",-0.00258732356495289,3.99181595545485,0,4.00992722040952,"2020-05-13",113,4.08717607274349,0.00143190088172001,4.02396975102823,4.01995052658156,-6.6769714605697e-06,0,0.00295644244328782,-1,0,1
27115,"Pine","Minnesota",1.25607396694696e-15,4.00992722040953,0,4.00992722040952,"2020-05-14",114,4.11087386417331,0.0171200718828855,4.1468877954726,4.12976772358972,0.00258732356495415,0,0.0156881710011655,1,0,1
27115,"Pine","Minnesota",-0.00780238028418532,3.94750817813603,0,4.00212484012533,"2020-05-15",115,4.11787505963229,-0.00334440333191683,3.98317199375419,3.97871401680191,-0.00780238028418658,0,-0.0204644752148023,-1,0,-1
27115,"Pine","Minnesota",0.0129703504426274,4.10588764366635,0.0129703504426271,4.10588764366635,"2020-05-16",116,4.07024701064304,0.0229869647296803,4.18602055796277,4.17600394367572,0.0207727307268127,0.0129703504426271,0.0263313680615971,1,1,1
27115,"Pine","Minnesota",0.0204088716312074,4.17836616361762,0.0204088716312087,4.17836616361763,"2020-05-17",117,4.00733318523247,0.0298632991696207,4.25400158392493,4.24454715638652,0.00743852118858,0.0074385211885816,0.0068763344399404,1,1,1
27115,"Pine","Minnesota",0.0200006667066685,4.19550939585252,0.0200006667066681,4.19550939585251,"2020-05-18",118,3.92055790787798,0.0225603737292442,4.21598705203312,4.21342734501055,-0.000408204924538903,-0.000408204924540599,-0.0073029254403765,-1,-1,-1
27115,"Pine","Minnesota",0.0171783365350853,4.19293142118652,0.0171783365350846,4.19293142118651,"2020-05-19",119,3.81614123372486,0.0264655738309272,4.26722931955326,4.25794208225741,-0.0028223301715832,-0.0028223301715835,0.003905200101683,-1,-1,1
