"fips","county","state","days_from_start","datetime","log_rolled_cases.x","t0.hat","tau.hat","predicted.grf.future","predicted.grf.future.0","predicted.grf.future.last","Predicted_Double_Days","predicted.grf.past","predicted.grf.past.0","predicted.grf.past.last","block.mse","block.mse.0","block.mse.last"
1001,"Autauga","Alabama",130,"2020-05-30",5.25526073422637,20.3123072491695,0.0492583595982346,5.74784433020872,5.60198629026679,5.60006925141401,14.0716659306858,5.57477550532736,5.41911265221936,5.42030651478861,0.102089688951718,0.0268474510299813,0.027240109681399
1003,"Baldwin","Alabama",130,"2020-05-30",5.63121178182137,-718.030208299565,0.00666209712241837,5.69629429029331,5.68131198493742,5.6778464616783,104.04339171632,5.70256701515149,5.67656395813299,5.67432431300718,0.00509156932359589,0.00205681989620025,0.00185869034524742
1005,"Barbour","Alabama",130,"2020-05-30",4.86091921133686,27.4794125276903,0.0481342254070277,5.27168864410225,5.19984112536537,5.19785878918605,14.4002978067815,5.10972131666627,4.9834019499876,4.9790538389089,0.0619024876163466,0.0150020212673856,0.0139557902315846
1007,"Bibb","Alabama",130,"2020-05-30",4.20469261939097,15.8783609905627,0.037767705674209,4.57448641288622,4.47202161896419,4.46906655911043,18.3529067542296,4.32202260309795,4.24749390771836,4.24777606127458,0.0137663250766801,0.00183195028248439,0.00185618296453839
1009,"Blount","Alabama",130,"2020-05-30",3.99688922607139,-1.17345695437785,0.0311158208800188,4.29938053696541,4.21745053951935,4.21469997223152,22.2763584876224,4.06173355013827,3.95469400672825,3.95362375406947,0.0042047863636906,0.0017804365354157,0.00187190106754893
1011,"Bullock","Alabama",130,"2020-05-30",5.12226185133273,79.8490581714477,0.108635409022327,6.208615941556,5.88803046799727,5.88270971448902,6.38049036495538,5.87197232264965,5.59803572711468,5.65575718380183,0.562065790802238,0.226360780876579,0.284617269766316
1013,"Butler","Alabama",130,"2020-05-30",5.94167388260497,-99.6008406185439,0.0262208819101739,6.20388270170671,6.12380871226262,6.12522005597619,26.4349301039718,6.16304301908876,6.06094514906575,6.0628137986452,0.0490042945875787,0.0142256350031584,0.0146748792582339
1015,"Calhoun","Alabama",130,"2020-05-30",5.00872871582568,-186.819950475515,0.0159605171954052,5.16833388777973,5.12145030188088,5.12045233619352,43.4288671271561,5.11539421176408,5.04902057285066,5.0478208554877,0.0113775280237849,0.00162343374252141,0.00152819538335487
1017,"Chambers","Alabama",130,"2020-05-30",5.83939503348455,-523.539643729693,0.00897623240915182,5.92915735757607,5.90218564252712,5.90222866034861,77.2202800646337,5.85294998345756,5.84217169416092,5.83963640794481,0.000183736668770794,7.70984451170167e-06,5.82616300658395e-08
1019,"Cherokee","Alabama",130,"2020-05-30",3.5305534028762,-107.89344401656,0.0149629208444262,3.66432121813872,3.63744106294319,3.63529384878718,46.3243231563406,3.70466812423969,3.64496040941678,3.64193354771419,0.0303159361954858,0.0130889631455763,0.0124055366641316
1021,"Chilton","Alabama",130,"2020-05-30",4.53566698022112,-76.2482318285238,0.0223158988366884,4.758825968588,4.69398112182389,4.69187827207794,31.0606884191633,4.61204501264113,4.56886981383081,4.5678526928501,0.00583360383635207,0.00110242815971275,0.00103592009743528
1023,"Choctaw","Alabama",130,"2020-05-30",4.9894602969598,-225.359248876799,0.0142023590503088,5.14635615774851,5.09179613919564,5.08887681031196,48.8050737278658,5.49482127973539,5.37568087006045,5.37799215800162,0.25538972291191,0.149166331086195,0.15095700704462
