"fips","county","state","days_from_start","datetime","log_rolled_cases.x","t0.hat","tau.hat","predicted.grf.future","predicted.grf.future.0","predicted.grf.future.last","Predicted_Double_Days","predicted.grf.past","predicted.grf.past.0","predicted.grf.past.last","block.mse","block.mse.0","block.mse.last"
1001,"Autauga","Alabama",96,"2020-04-26",3.50512830451039,26.1124805917689,0.0515493518162865,3.96350178825647,3.87288827716663,3.8659737672244,13.4462831468805,3.70889733031275,3.62666820675553,3.62252598298198,0.0415218158764429,0.0147719478377582,0.0137822149105188
1003,"Baldwin","Alabama",96,"2020-04-26",4.93857650298747,-6.62960041804728,0.049569369768273,5.4342702006702,5.28437520860036,5.28556209136538,13.983376907963,5.23078139425715,5.0843094903569,5.08315744956379,0.0853836984819256,0.0212381036076186,0.0209036501129047
1007,"Bibb","Alabama",96,"2020-04-26",3.52636052461616,18.9343603672074,0.0468342018803989,3.93714713776707,3.85996994944999,3.85419993777895,14.8000211966896,NA,NA,NA,NA,NA,NA
1015,"Calhoun","Alabama",96,"2020-04-26",4.460969837014,-16.0898680069451,0.0408926137552022,4.86989597456602,4.74901408300557,4.74721813330042,16.9504249522755,4.87707734909678,4.61043328436916,4.60693885796174,0.173145461611721,0.0223393220952887,0.0213069550764419
1017,"Chambers","Alabama",96,"2020-04-26",5.60999494455603,-148.079680629854,0.0234379705465254,5.8847981594335,5.77452217427308,5.77406073838171,29.573685963297,5.78042935501616,5.70225058078068,5.70136425101845,0.0290478882688921,0.00851110241521488,0.00834835016342365
1021,"Chilton","Alabama",96,"2020-04-26",3.85014760171006,-22.2651639529908,0.034129204897856,4.27520044711516,4.09247538642865,4.08905203599505,20.3095027450665,4.19943441042675,4.00059292659371,3.99253077458981,0.122001274743489,0.022633795779347,0.0202729679193047
1025,"Clarke","Alabama",96,"2020-04-26",3.20158432775814,-223.595239830107,0.0103469186298955,3.37925437143334,3.29335747429391,3.27401275816741,66.99068634378,NA,NA,NA,NA,NA,NA
1031,"Coffee","Alabama",96,"2020-04-26",4.37305796469112,30.4532237664549,0.0699166004713407,5.07222396940453,4.86250343842246,4.8624741679905,9.91391423334536,4.86871649874705,4.67206706573933,4.66756375445599,0.245677382382473,0.0894064425096585,0.0867336602050295
1037,"Coosa","Alabama",96,"2020-04-26",3.27983652465789,21.3236808846174,0.0455409243473455,3.71961506980329,3.60324929522491,3.59862299508931,15.2203142666415,NA,NA,NA,NA,NA,NA
1043,"Cullman","Alabama",96,"2020-04-26",3.83174217416734,-211.208973606927,0.0127083749991726,3.99308546470194,3.93056658684467,3.92070079916155,54.5425501376121,4.03913145771015,3.9286644555731,3.92132982144028,0.0430103149284001,0.00939392863289737,0.00802594654390071
1047,"Dallas","Alabama",96,"2020-04-26",3.40594798442075,28.7347564702836,0.0524286886309474,3.89362932912098,3.78238342433095,3.77294880483738,13.2207613552782,NA,NA,NA,NA,NA,NA
1049,"DeKalb","Alabama",96,"2020-04-26",4.07024701064304,39.0662785936767,0.0732734159470669,4.68464216164942,4.59195897933184,4.58316092227251,9.45973613487159,4.53058874797741,4.3970387764821,4.38320464081232,0.211914515132025,0.106792858220211,0.0979424782811714
1051,"Elmore","Alabama",96,"2020-04-26",4.30599373411057,-21.8775176302861,0.0375416573047492,4.68810897194398,4.56939097621843,4.56878533524381,18.4634145193227,4.88773715344958,4.67244557741806,4.66639033142778,0.338425405944243,0.134286953463457,0.129885707357824
1055,"Etowah","Alabama",96,"2020-04-26",4.75727796418555,-28.5413316997945,0.0391412361346835,5.14869032553239,5.03167386714621,5.03126661712833,17.7088730201277,5.04988723244474,4.90836659386642,4.90685353635905,0.0856201838711784,0.022827774018843,0.02237285179103
1063,"Greene","Alabama",96,"2020-04-26",3.68530163276605,40.5961455352677,0.0693700402860994,4.32895789822637,4.17274027128708,4.17089191476875,9.99202505434959,NA,NA,NA,NA,NA,NA
1065,"Hale","Alabama",96,"2020-04-26",3.60704943586631,43.9126096322046,0.0716509275202042,4.23366632460092,4.11293337811154,4.10860592850774,9.67394567731856,NA,NA,NA,NA,NA,NA
1069,"Houston","Alabama",96,"2020-04-26",4.31748811353631,-78.6430005715278,0.0250978625299502,4.55885105787187,4.49743096571906,4.49317315124596,27.6177773996805,4.77466957716837,4.56025621279734,4.55628812571325,0.209014890688753,0.0589363500188131,0.0570254458157066
1071,"Jackson","Alabama",96,"2020-04-26",3.75787232560089,-25.8711378014755,0.0317373232602711,4.09002495932437,3.98093487873236,3.98003358842279,21.8401273124262,4.09116747727742,3.98721076299816,3.98124449365261,0.111085658131081,0.0525961188678214,0.0498951254601258
1073,"Jefferson","Alabama",96,"2020-04-26",6.64341764012012,-125.786065530386,0.0303649029201882,6.947066669322,6.85676810093513,6.85597196056144,22.8272483657145,6.75790982699349,6.70025759817598,6.68754263147645,0.0131084608550468,0.00323078083179198,0.00194701486219623
1077,"Lauderdale","Alabama",96,"2020-04-26",3.25809653802148,-26.1895182225432,0.0277487739035373,3.58485073186426,3.45554156938332,3.45233795534624,24.979380457296,3.33693294064842,3.30270700750766,3.29469527069554,0.00621517837915701,0.00199009398777741,0.00133946723334732
1081,"Lee","Alabama",96,"2020-04-26",5.82684256741343,-155.065651509744,0.0234891148046933,6.06173371546036,5.99198868147085,5.99126637104628,29.5092934034895,5.99529355843212,5.91816652841687,5.91753889943395,0.0283757363751788,0.00834006585335774,0.00822582464197637
1083,"Limestone","Alabama",96,"2020-04-26",3.69244452027843,-371.303161015198,0.00796787979572853,3.77919057370317,3.76138976259261,3.74821967884853,86.9926753829208,4.04483016613512,3.77290298279944,3.75876453766131,0.124175643405836,0.00647356419124471,0.00439834470566547
1085,"Lowndes","Alabama",96,"2020-04-26",3.53888678443534,19.64809524452,0.047943653444222,3.99619483551253,3.88538451886297,3.87449235854489,14.4575377712163,NA,NA,NA,NA,NA,NA
1087,"Macon","Alabama",96,"2020-04-26",3.35739475900376,7.20283870463648,0.0392599439377702,3.7609911818535,3.6396461412126,3.63221436656815,17.6553278236625,NA,NA,NA,NA,NA,NA
1089,"Madison","Alabama",96,"2020-04-26",5.32509838922568,-340.726036354635,0.0122775622002817,5.4478740112285,5.44019509042434,5.41104132462765,56.4564177523809,5.48284318599666,5.45644136706612,5.43174083065966,0.0248834209083178,0.0172509778279943,0.0113726103149998
1091,"Marengo","Alabama",96,"2020-04-26",3.62624388312245,35.1012820886947,0.0626308148770664,4.25255203189311,4.06946972953185,4.06465958726191,11.0671908376168,3.9071989273597,3.82218999993298,3.81560544482304,0.0789357368823551,0.0383948806931258,0.0358578010496863
1093,"Marion","Alabama",96,"2020-04-26",4.21950770517611,-77.8773139394218,0.0248136317435679,4.48822305885854,4.3957959384255,4.39320312738108,27.9341286162039,4.3131879500715,4.26623096698373,4.25875119333817,0.00877598828366028,0.00218306319394341,0.00154005136312575
1095,"Marshall","Alabama",96,"2020-04-26",5.50067495010241,35.1395349883301,0.0950679354027483,6.45135430412989,6.15390080352957,6.16615049792165,7.29107219614561,5.86373899722124,5.73188463674581,5.74275182061858,0.131815502310304,0.0534579191977391,0.0586012112389026
1097,"Mobile","Alabama",96,"2020-04-26",6.68817679383242,-55.4524088350246,0.0450526660114017,7.13870345394644,7.00119874857082,7.00354545591223,15.3852644454942,6.96318363782534,6.82629028109406,6.8258996961764,0.0756287642429464,0.0190753353635713,0.0189675978300495
1101,"Montgomery","Alabama",96,"2020-04-26",5.57106707554901,-50.655461592048,0.0387807537131425,5.95887461268043,5.84556767808848,5.84253235154101,17.8734839886581,5.94184163451787,5.7899302777291,5.78885636571206,0.137473773578553,0.0479011012685231,0.0474321749097251
1103,"Morgan","Alabama",96,"2020-04-26",3.9810158769151,-16.580057083318,0.035855756204653,4.28763337371793,4.23569330847424,4.23200617034767,19.3315454456932,4.12715335228572,4.05262498522521,4.04486052002912,0.0213561617076985,0.00512786439296904,0.00407613845435662
1107,"Pickens","Alabama",96,"2020-04-26",3.78743112784243,5.75584456854192,0.0432424579969208,4.20507630669087,4.09598622609886,4.09012833382088,16.0293196239978,4.27977797792057,4.12726262252738,4.11916358124987,0.242405420781866,0.115485444779807,0.110046420643719
1109,"Pike","Alabama",96,"2020-04-26",3.9810158769151,42.9058276647271,0.0781427004383941,4.69592090688846,4.52924899413133,4.52801477998386,8.87027421206676,4.66739191702354,4.36467196720722,4.36069739135314,0.471112068434943,0.147191995618235,0.144158052405964
1111,"Randolph","Alabama",96,"2020-04-26",4.07753744390572,-88.9113819472008,0.0224149660139969,4.30168710404569,4.23924485070793,4.2344422060037,30.9234098381908,4.49636802413384,4.29541380177852,4.29166732573484,0.175419054934224,0.0474701073199165,0.0458516062921532
1113,"Russell","Alabama",96,"2020-04-26",3.94296780927757,-10.5919069525904,0.0385530854013955,4.37931848965059,4.21417225050306,4.21283940708734,17.9790326336593,4.42162939045413,4.29326407948338,4.2872268587259,0.229116909294444,0.122707476920101,0.118514293127067
1115,"St. Clair","Alabama",96,"2020-04-26",4.11787505963229,-70.6713250655931,0.0251594166417484,4.36946922604977,4.29464543425203,4.29399097612453,27.5502087520491,4.39081401459946,4.27852106216599,4.27654797634248,0.0744956731385709,0.0258071381300576,0.0251770944973188
1117,"Shelby","Alabama",96,"2020-04-26",5.66047724071734,-159.793320062452,0.0223917200000337,5.88439444071768,5.81809737109035,5.81721928071758,30.9555130449515,5.80580749754434,5.73898500129894,5.73571145793436,0.0211208835494018,0.0061634684715379,0.00566018744025781
1119,"Sumter","Alabama",96,"2020-04-26",3.85922481986117,24.315140084946,0.0568375716991306,4.47225636705793,4.26082023726974,4.25708782175508,12.195228610911,4.3699419290394,4.15618811807503,4.14910525340685,0.260831965607368,0.088187200486054,0.0840306657526314
1121,"Talladega","Alabama",96,"2020-04-26",3.96217278911362,-24.7755961334599,0.0334166619430275,4.26983390056064,4.19939746335166,4.19608942271481,20.7425619513314,4.20090772736041,4.09712195454126,4.09158111049714,0.0569943707396987,0.0182112772496165,0.0167465136433004
