"fips","county","state","days_from_start","datetime","log_rolled_cases.x","t0.hat","tau.hat","predicted.grf.future","predicted.grf.future.0","predicted.grf.future.last","Predicted_Double_Days","predicted.grf.past","predicted.grf.past.0","predicted.grf.past.last","block.mse","block.mse.0","block.mse.last"
6001,"Alameda","California",60,"2020-03-21",4.02023659006838,38.504991266659,0.217368731641694,6.19392390648532,5.81127347614333,5.54181771156024,3.18880813870927,NA,NA,NA,NA,NA,NA
6037,"Los Angeles","California",60,"2020-03-21",5.277385530507,32.7215056156001,0.217368731641694,7.45107284692394,6.66071726010081,6.79896665199886,3.18880813870927,NA,NA,NA,NA,NA,NA
6075,"San Francisco","California",60,"2020-03-21",4.07753744390572,38.2413799670734,0.217368731641694,6.25122476032266,5.76904071252005,5.59911856539758,3.18880813870927,NA,NA,NA,NA,NA,NA
6085,"Santa Clara","California",60,"2020-03-21",5.16885929931115,33.2207781207861,0.217368731641694,7.34254661572809,6.93463950396437,6.69044042080301,3.18880813870927,6.45965232329247,5.9352276555676,5.89942552871844,1.66614663075884,0.587320457471212,0.533727015550384
17031,"Cook","Illinois",60,"2020-03-21",5.4788516127679,31.7946653992575,0.217368731641694,7.65253892918484,6.54854546161221,7.00043273425976,3.18880813870927,NA,NA,NA,NA,NA,NA
25017,"Middlesex","Massachusetts",60,"2020-03-21",4.72231809936209,35.2750809479523,0.217368731641694,6.89600541577903,6.48352720911499,6.24389922085395,3.18880813870927,NA,NA,NA,NA,NA,NA
25021,"Norfolk","Massachusetts",60,"2020-03-21",3.88303546855489,39.136181964959,0.217368731641694,6.05672278497183,5.67019487788342,5.40461659004675,3.18880813870927,NA,NA,NA,NA,NA,NA
25025,"Suffolk","Massachusetts",60,"2020-03-21",4.12482757894718,38.0238227559498,0.217368731641694,6.29851489536412,5.71257410085228,5.64640870043904,3.18880813870927,NA,NA,NA,NA,NA,NA
31055,"Douglas","Nebraska",60,"2020-03-21",3.59535339610311,40.4596569205289,0.217368731641694,5.76904071252005,5.57011141932644,5.11693451759497,3.18880813870927,NA,NA,NA,NA,NA,NA
36059,"Nassau","New York",60,"2020-03-21",6.02344759296103,29.2892637433706,0.217368731641694,8.19713490937797,6.7673631229793,7.54502871445289,3.18880813870927,NA,NA,NA,NA,NA,NA
36103,"Suffolk","New York",60,"2020-03-21",5.38121314320398,32.2438489999829,0.217368731641694,7.55490045962092,6.2217385946682,6.90279426469584,3.18880813870927,NA,NA,NA,NA,NA,NA
36119,"Westchester","New York",60,"2020-03-21",6.48898779963409,27.1475564096753,0.217368731641694,8.66267511605103,7.72996365396455,8.01056892112595,3.18880813870927,7.16216219378026,6.70935748183438,6.60193539920622,0.453163764934062,0.0485627968330567,0.0127571602491062
53033,"King","Washington",60,"2020-03-21",6.44639986021423,27.343481274757,0.217368731641694,8.62008717663117,8.22745574686108,7.96798098170609,3.18880813870927,7.80458185083055,7.31354406703939,7.24435505625651,1.84465831963451,0.751939075430436,0.636732494890874
53061,"Snohomish","Washington",60,"2020-03-21",5.71561693230321,30.7054318294284,0.217368731641694,7.88930424872015,7.42894805064331,7.23719805379507,3.18880813870927,6.92548663624747,6.32508669745961,6.36525984167343,1.46378470052217,0.371453394639797,0.422035909695003
