"fips","county","state","days_from_start","datetime","log_rolled_cases.x","t0.hat","tau.hat","predicted.grf.future","predicted.grf.future.0","predicted.grf.future.last","Predicted_Double_Days","predicted.grf.past","block.mse"
53033,"King","Washington",51,"2020-03-12",4.99721227376411,30.2951619698043,0.282251227898349,7.8197245527476,6.97692108194824,6.97297086905255,2.45578092156105,NA,NA
