"fips","date.x","county","state","r","t0","lm_predict","r.grf2000","t0.grf2000","grf_predict2000","date.y","log_rolled_cases","lm_mse","grf_mse"
16001,"2020-04-24","Ada","Idaho",0.0149374279607415,-336.644112857612,6.43271541252803,0.017648675992558,-270.871196871818,6.43949353260757,"2020-05-02",6.51344204267107,0.00651678881425165,0.00546838214061202
16003,"2020-04-24","Adams","Idaho",0.175315626599019,88.6748268488401,0.933586067743871,0.0572935292960568,82.8550970357063,0.638530824486474,"2020-05-02",1.09861228866811,0.0272336535925357,0.211674953683518
16005,"2020-04-24","Bannock","Idaho",0.00519537773869637,-307.581716851566,2.0863687119981,0.0136176512173561,-60.7568198110974,2.10742439569475,"2020-05-02",2.30258509299405,0.0467495234109849,0.0380876977703487
16011,"2020-04-24","Bingham","Idaho",0.0319941125421909,58.7405903786096,1.12809351959797,0.0510533480350805,70.9703329246437,1.1757416083302,"2020-05-02",1.27296567581289,0.0209879416463581,0.00945251929787837
16013,"2020-04-24","Blaine","Idaho",0.00439216115300448,-1312.20295713307,6.17627000155989,0.0123566359404221,-407.445637664125,6.19618118852843,"2020-05-02",6.20657592672493,0.000918449100108947,0.000108050582173724
16017,"2020-04-24","Bonner","Idaho",-1.55398852058345e-16,8920879033259642,1.38629436111989,0.00749196317847278,-93.5375299632057,1.40502426906607,"2020-05-02",1.38629436111989,4.93038065763132e-32,0.000350809451672452
16019,"2020-04-24","Bonneville","Idaho",0.0162267387709485,-105.658020541784,3.2397985428562,0.0196610019063235,-71.2196676533497,3.24838420069464,"2020-05-02",3.31678003984957,0.00592615087934016,0.00467799081370739
16025,"2020-04-24","Camas","Idaho",0,89,0,0.0113139555864316,91.5,0.0282848889660789,"2020-05-02",0,0,0.000800034943823415
16027,"2020-04-24","Canyon","Idaho",0.0296177925521343,-86.2973089773149,5.34000829499817,0.0290157663611531,-89.9862908693675,5.33850322952072,"2020-05-02",5.51859968558121,0.0318948847903838,0.0324347334855491
16029,"2020-04-24","Caribou","Idaho",0,89,0,0.0113139555864316,91.5,0.0282848889660789,"2020-05-02",0,0,0.000800034943823415
16031,"2020-04-24","Cassia","Idaho",0.0311813359920913,16.5752364040619,2.41420756779319,0.0473175494565349,42.1260519691748,2.4545481014543,"2020-05-02",2.51999796959927,0.0111916091142921,0.00428368524019428
16037,"2020-04-24","Custer","Idaho",-7.76994260291724e-17,8920879033259642,0.693147180559945,0.00749196317847278,-1.01876498160287,0.711877088506127,"2020-05-02",0.693147180559945,1.23259516440783e-32,0.000350809451672448
