"fips","date.x","county","state","r","t0","lm_predict","r.grf2000","t0.grf2000","grf_predict2000","date.y","log_rolled_cases","lm_mse","grf_mse"
16039,"2020-04-24","Elmore","Idaho",0.0636735931771693,42.6626986505103,3.26883044094115,0.0597473889056258,39.4534333640908,3.2590149302623,"2020-05-02",3.391627930646,0.015079223477813,0.0175862078707693
16043,"2020-04-24","Fremont","Idaho",-7.76994260291724e-17,8920879033259642,0.693147180559945,0.00749196317847278,-1.01876498160287,0.711877088506127,"2020-05-02",0.693147180559945,1.23259516440783e-32,0.000350809451672448
16045,"2020-04-24","Gem","Idaho",0.00524023685169546,-349.251899265751,2.32274493711639,0.0143567652349707,-69.3749817376161,2.34553625807458,"2020-05-02",2.51999796959927,0.0389087588236901,0.0304368887881233
16047,"2020-04-24","Gooding","Idaho",0.0402901495175708,41.3149443496376,2.12268876949464,0.0564525507467429,55.6829577414201,2.16309477256757,"2020-05-02",2.34454929209308,0.0492220914876506,0.0329257426562312
16049,"2020-04-24","Idaho","Idaho",0,89,0,0.0113139555864316,-5.60240421887758,1.12689717763419,"2020-05-02",1.09861228866811,1.20694896081258,0.000800034943823415
16051,"2020-04-24","Jefferson","Idaho",-7.76994260291724e-17,20713639658417052,1.6094379124341,0.00752669755555306,-122.33055457658,1.62825465632298,"2020-05-02",1.6094379124341,4.93038065763132e-32,0.000354069850579803
16053,"2020-04-24","Jerome","Idaho",0.020615284662344,-90.4553982566926,3.80260054256775,0.0224702483472854,-75.434618297846,3.8072379517801,"2020-05-02",3.92338676407846,0.014589311306835,0.0134905465983194
16055,"2020-04-24","Kootenai","Idaho",0.0236002749804249,-75.1848427850508,3.99280881224715,0.0308962442703404,-35.8231817555394,4.01104873547194,"2020-05-02",4.11787505963229,0.0156415662350013,0.0114118635336127
16057,"2020-04-24","Latah","Idaho",0.0426837208696783,63.1885647182517,1.3151467031603,0.0578856514768212,70.6237142511907,1.35315152967816,"2020-05-02",1.55059741241117,0.0554370364867356,0.0389848766082165
16063,"2020-04-24","Lincoln","Idaho",0.0362712430980464,13.4426557923858,2.92191501508737,0.050615474725203,35.5638080999268,2.95777559415527,"2020-05-02",3.24147565678544,0.102119003722481,0.0804857255363664
16065,"2020-04-24","Madison","Idaho",-1.55398852058345e-16,13381318549889414,2.07944154167984,0.00752669755555306,-184.775421767899,2.09825828556872,"2020-05-02",2.30258509299405,0.0497930444931177,0.0417494442326269
16067,"2020-04-24","Minidoka","Idaho",0.0125774047860284,-89.6382050259731,2.30969203879134,0.0154880459122878,-55.5972219302863,2.31696864160699,"2020-05-02",2.35815494414886,0.0023486531956921,0.0016963115170707
16069,"2020-04-24","Nez Perce","Idaho",0.0866317778984446,50.6581968481181,3.75477746437194,0.060008549822298,32.5384348546429,3.68821939418158,"2020-05-02",4.08477511120595,0.108898446915982,0.157256436704714
16073,"2020-04-24","Owyhee","Idaho",0.0558047868776461,64.92624431691,1.62245473962759,0.0581338229270316,65.9908781537585,1.62827732975105,"2020-05-02",2.07944154167984,0.20883693724994,0.203549146125318
16075,"2020-04-24","Payette","Idaho",0.0229140416852758,-10.3846749117805,2.3918747922325,0.0325797931331507,19.8424029588508,2.41603917085219,"2020-05-02",2.70805020110221,0.0999668891739257,0.0852704417876775
16077,"2020-04-24","Power","Idaho",-7.76994260291724e-17,8920879033259642,0.693147180559945,0.00749196317847278,-1.01876498160287,0.711877088506127,"2020-05-02",0.693147180559945,1.23259516440783e-32,0.000350809451672448
16081,"2020-04-24","Teton","Idaho",0.018604536007754,-18.452372726882,2.09212421755465,0.0240698940162087,6.51363171114298,2.10578761257579,"2020-05-02",2.164963715118,0.00530559240528039,0.00350181111208581
16083,"2020-04-24","Twin Falls","Idaho",0.0488616157355713,-5.77858032678072,4.87534265056799,0.0509553942701033,-1.78136263716198,4.88057709690433,"2020-05-02",5.1574119134708,0.0795630690745323,0.0766375156633943
16085,"2020-04-24","Valley","Idaho",-7.76994260291724e-17,8920879033259642,0.693147180559945,0.00749196317847278,-1.01876498160287,0.711877088506127,"2020-05-02",0.693147180559945,1.23259516440783e-32,0.000350809451672448
16087,"2020-04-24","Washington","Idaho",0.0190759132320744,90.3333333333334,0.0699450151842722,0.0318899071155696,90.8021230189403,0.101979999893011,"2020-05-02",0,0.00489230514912807,0.0103999203781785
