"date","county","state","fips","cases","deaths","datetime","days_from_start","logcases","rolled_cases","log_rolled_cases","t0","r","r.SE","r.grf2000","r.SE.grf2000","t0.grf2000","r.grf4000","r.SE.grf4000","t0.grf4000","r.grf6000","r.SE.grf6000","t0.grf6000","r.grf8000","r.SE.grf8000","t0.grf8000"
"2020-03-19","Ada","Idaho",16001,3,0,2020-03-19,58,1.09861228866811,2.28571428571429,0.82667857318447,55.5681912254435,0.320321534463016,0.00524348669552757,0.241872635127038,0.020422285904729,52.5090811416478,0.241595115215378,0.0159327832766608,52.4947328436905,0.240237398667412,0.0169773761327598,52.4240585513071,0.241056489110285,0.0168240294371865,52.4667905826611
"2020-03-20","Ada","Idaho",16001,4,0,2020-03-20,59,1.38629436111989,2.71428571428571,0.998528830111126,55.5681912254435,0.320321534463016,0.00524348669552757,0.241872635127038,0.020422285904729,52.5090811416478,0.241595115215378,0.0159327832766608,52.4947328436905,0.240237398667412,0.0169773761327598,52.4240585513071,0.241056489110285,0.0168240294371865,52.4667905826611
"2020-03-20","Blaine","Idaho",16013,19,0,2020-03-20,59,2.94443897916644,7.28571428571429,1.98591548366901,50.811824968609,0.248409341886542,0.0031773176630858,0.241473963114837,0.01980990165538,50.3899655847079,0.241204605648381,0.0161733020441794,50.3730919409512,0.239797511558971,0.0162986037471149,50.2843296231834,0.240678527603267,0.0164277751258762,50.3400273618234
"2020-03-20","Teton","Idaho",16081,1,0,2020-03-20,59,0,1,0,56.1473015432745,0.0565619503903824,0.00626162988728552,0.0974199367007231,0.0196254829671239,60.0698295026547,0.100700979780398,0.0164368030409512,60.246755520362,0.0985905638204418,0.0147549059035937,60.1343052963063,0.0973444364821201,0.0167815693513404,60.0656178694641
"2020-03-21","Ada","Idaho",16001,11,0,2020-03-21,60,2.39789527279837,4,1.38629436111989,55.5681912254435,0.320321534463016,0.00524348669552757,0.241872635127038,0.020422285904729,52.5090811416478,0.241595115215378,0.0159327832766608,52.4947328436905,0.240237398667412,0.0169773761327598,52.4240585513071,0.241056489110285,0.0168240294371865,52.4667905826611
"2020-03-21","Blaine","Idaho",16013,21,0,2020-03-21,60,3.04452243772342,10,2.30258509299405,50.811824968609,0.248409341886542,0.0031773176630858,0.241473963114837,0.01980990165538,50.3899655847079,0.241204605648381,0.0161733020441794,50.3730919409512,0.239797511558971,0.0162986037471149,50.2843296231834,0.240678527603267,0.0164277751258762,50.3400273618234
"2020-03-21","Teton","Idaho",16081,2,0,2020-03-21,60,0.693147180559945,1.14285714285714,0.13353139262452,56.1473015432745,0.0565619503903824,0.00626162988728552,0.0974199367007231,0.0196254829671239,60.0698295026547,0.100700979780398,0.0164368030409512,60.246755520362,0.0985905638204418,0.0147549059035937,60.1343052963063,0.0973444364821201,0.0167815693513404,60.0656178694641
"2020-03-22","Ada","Idaho",16001,13,0,2020-03-22,61,2.56494935746154,5.57142857142857,1.71765149707433,55.5681912254435,0.320321534463016,0.00524348669552757,0.241872635127038,0.020422285904729,52.5090811416478,0.241595115215378,0.0159327832766608,52.4947328436905,0.240237398667412,0.0169773761327598,52.4240585513071,0.241056489110285,0.0168240294371865,52.4667905826611
"2020-03-22","Blaine","Idaho",16013,21,0,2020-03-22,61,3.04452243772342,12.7142857142857,2.54272622067683,50.811824968609,0.248409341886542,0.0031773176630858,0.241473963114837,0.01980990165538,50.3899655847079,0.241204605648381,0.0161733020441794,50.3730919409512,0.239797511558971,0.0162986037471149,50.2843296231834,0.240678527603267,0.0164277751258762,50.3400273618234
"2020-03-22","Teton","Idaho",16081,2,0,2020-03-22,61,0.693147180559945,1.28571428571429,0.251314428280909,56.1473015432745,0.0565619503903824,0.00626162988728552,0.0974199367007231,0.0196254829671239,60.0698295026547,0.100700979780398,0.0164368030409512,60.246755520362,0.0985905638204418,0.0147549059035937,60.1343052963063,0.0973444364821201,0.0167815693513404,60.0656178694641
