"date","county","state","fips","cases","deaths","datetime","days_from_start","logcases","rolled_cases","log_rolled_cases","t0","r","r.SE","r.grf2000","r.SE.grf2000","t0.grf2000","r.grf4000","r.SE.grf4000","t0.grf4000","r.grf6000","r.SE.grf6000","t0.grf6000","r.grf8000","r.SE.grf8000","t0.grf8000"
"2020-03-19","Ada","Idaho",16001,3,0,2020-03-19,58,1.09861228866811,2.28571428571429,0.82667857318447,55.6248107627181,0.317844138853899,0.0100264075442805,0.203174892070822,0.0904357528470272,52.5911243909751,0.209166148718669,0.0951087646801385,52.8319842633881,0.205405107073409,0.0996102199235033,52.6824249472531,0.206826471785927,0.0955065126401552,52.7395854624019
"2020-03-20","Ada","Idaho",16001,4,0,2020-03-20,59,1.38629436111989,2.71428571428571,0.998528830111126,55.6248107627181,0.317844138853899,0.0100264075442805,0.203174892070822,0.0904357528470272,52.5911243909751,0.209166148718669,0.0951087646801385,52.8319842633881,0.205405107073409,0.0996102199235033,52.6824249472531,0.206826471785927,0.0955065126401552,52.7395854624019
"2020-03-20","Blaine","Idaho",16013,19,0,2020-03-20,59,2.94443897916644,7.28571428571429,1.98591548366901,50.8050214225911,0.246385786661478,0.00859711216109564,0.203174892070822,0.0904357528470272,48.5304313526889,0.209166148718669,0.0951087646801385,48.9019255684304,0.205405107073409,0.0996102199235033,48.6712502786954,0.206826471785927,0.0955065126401552,48.7594127464981
"2020-03-20","Teton","Idaho",16081,1,0,2020-03-20,59,0,1,0,58.8090894901715,0.107305834647911,0.00422429664480311,0.203174892070822,0.0904357528470272,60.0788086545687,0.209166148718669,0.0951087646801385,60.1195165900943,0.205405107073409,0.0996102199235033,60.0942394406153,0.206826471785927,0.0955065126401552,60.103900188759
"2020-03-21","Ada","Idaho",16001,11,0,2020-03-21,60,2.39789527279837,4,1.38629436111989,55.6248107627181,0.317844138853899,0.0100264075442805,0.203174892070822,0.0904357528470272,52.5911243909751,0.209166148718669,0.0951087646801385,52.8319842633881,0.205405107073409,0.0996102199235033,52.6824249472531,0.206826471785927,0.0955065126401552,52.7395854624019
"2020-03-21","Blaine","Idaho",16013,21,0,2020-03-21,60,3.04452243772342,10,2.30258509299405,50.8050214225911,0.246385786661478,0.00859711216109564,0.203174892070822,0.0904357528470272,48.5304313526889,0.209166148718669,0.0951087646801385,48.9019255684304,0.205405107073409,0.0996102199235033,48.6712502786954,0.206826471785927,0.0955065126401552,48.7594127464981
"2020-03-21","Teton","Idaho",16081,2,0,2020-03-21,60,0.693147180559945,1.14285714285714,0.13353139262452,58.8090894901715,0.107305834647911,0.00422429664480311,0.203174892070822,0.0904357528470272,60.0788086545687,0.209166148718669,0.0951087646801385,60.1195165900943,0.205405107073409,0.0996102199235033,60.0942394406153,0.206826471785927,0.0955065126401552,60.103900188759
"2020-03-22","Ada","Idaho",16001,13,0,2020-03-22,61,2.56494935746154,5.57142857142857,1.71765149707433,55.6248107627181,0.317844138853899,0.0100264075442805,0.203174892070822,0.0904357528470272,52.5911243909751,0.209166148718669,0.0951087646801385,52.8319842633881,0.205405107073409,0.0996102199235033,52.6824249472531,0.206826471785927,0.0955065126401552,52.7395854624019
"2020-03-22","Blaine","Idaho",16013,21,0,2020-03-22,61,3.04452243772342,12.7142857142857,2.54272622067683,50.8050214225911,0.246385786661478,0.00859711216109564,0.203174892070822,0.0904357528470272,48.5304313526889,0.209166148718669,0.0951087646801385,48.9019255684304,0.205405107073409,0.0996102199235033,48.6712502786954,0.206826471785927,0.0955065126401552,48.7594127464981
"2020-03-22","Teton","Idaho",16081,2,0,2020-03-22,61,0.693147180559945,1.28571428571429,0.251314428280909,58.8090894901715,0.107305834647911,0.00422429664480311,0.203174892070822,0.0904357528470272,60.0788086545687,0.209166148718669,0.0951087646801385,60.1195165900943,0.205405107073409,0.0996102199235033,60.0942394406153,0.206826471785927,0.0955065126401552,60.103900188759
"2020-03-23","Ada","Idaho",16001,15,0,2020-03-23,62,2.70805020110221,7.42857142857143,2.00533356952611,55.6248107627181,0.317844138853899,0.0100264075442805,0.203174892070822,0.0904357528470272,52.5911243909751,0.209166148718669,0.0951087646801385,52.8319842633881,0.205405107073409,0.0996102199235033,52.6824249472531,0.206826471785927,0.0955065126401552,52.7395854624019
"2020-03-23","Blaine","Idaho",16013,21,0,2020-03-23,62,3.04452243772342,15.4285714285714,2.7362210780689,50.8050214225911,0.246385786661478,0.00859711216109564,0.203174892070822,0.0904357528470272,48.5304313526889,0.209166148718669,0.0951087646801385,48.9019255684304,0.205405107073409,0.0996102199235033,48.6712502786954,0.206826471785927,0.0955065126401552,48.7594127464981
"2020-03-23","Madison","Idaho",16065,2,0,2020-03-23,62,0.693147180559945,1.42857142857143,0.356674943938733,58.0722354060871,0.0911607783969758,0.00239565801950804,0.203174892070822,0.0904357528470272,60.7890040862846,0.209166148718669,0.0951087646801385,60.8523348118707,0.205405107073409,0.0996102199235033,60.8130102871414,0.206826471785927,0.0955065126401552,60.8280398429698
"2020-03-23","Teton","Idaho",16081,2,0,2020-03-23,62,0.693147180559945,1.42857142857143,0.356674943938733,58.8090894901715,0.107305834647911,0.00422429664480311,0.203174892070822,0.0904357528470272,60.0788086545687,0.209166148718669,0.0951087646801385,60.1195165900943,0.205405107073409,0.0996102199235033,60.0942394406153,0.206826471785927,0.0955065126401552,60.103900188759
"2020-03-24","Ada","Idaho",16001,22,0,2020-03-24,63,3.09104245335832,10.1428571428571,2.316769727986,55.6248107627181,0.317844138853899,0.0100264075442805,0.203174892070822,0.0904357528470272,52.5911243909751,0.209166148718669,0.0951087646801385,52.8319842633881,0.205405107073409,0.0996102199235033,52.6824249472531,0.206826471785927,0.0955065126401552,52.7395854624019
"2020-03-24","Blaine","Idaho",16013,33,0,2020-03-24,63,3.49650756146648,19.5714285714286,2.97407077677281,50.8050214225911,0.246385786661478,0.00859711216109564,0.203174892070822,0.0904357528470272,48.5304313526889,0.209166148718669,0.0951087646801385,48.9019255684304,0.205405107073409,0.0996102199235033,48.6712502786954,0.206826471785927,0.0955065126401552,48.7594127464981
"2020-03-24","Madison","Idaho",16065,2,0,2020-03-24,63,0.693147180559945,1.57142857142857,0.451985123743056,58.0722354060871,0.0911607783969758,0.00239565801950804,0.203174892070822,0.0904357528470272,60.7890040862846,0.209166148718669,0.0951087646801385,60.8523348118707,0.205405107073409,0.0996102199235033,60.8130102871414,0.206826471785927,0.0955065126401552,60.8280398429698
"2020-03-24","Teton","Idaho",16081,2,0,2020-03-24,63,0.693147180559945,1.57142857142857,0.451985123743056,58.8090894901715,0.107305834647911,0.00422429664480311,0.203174892070822,0.0904357528470272,60.0788086545687,0.209166148718669,0.0951087646801385,60.1195165900943,0.205405107073409,0.0996102199235033,60.0942394406153,0.206826471785927,0.0955065126401552,60.103900188759
"2020-03-24","Twin Falls","Idaho",16083,1,0,2020-03-24,63,0,1,0,63,0,0.00422429664480311,0.203174892070822,0.0904357528470272,63.5,0.209166148718669,0.0951087646801385,63.5,0.205405107073409,0.0996102199235033,63.5,0.206826471785927,0.0955065126401552,63.5
"2020-03-25","Ada","Idaho",16001,37,0,2020-03-25,64,3.61091791264422,15,2.70805020110221,55.6248107627181,0.317844138853899,0.0100264075442805,0.203174892070822,0.0904357528470272,52.5911243909751,0.209166148718669,0.0951087646801385,52.8319842633881,0.205405107073409,0.0996102199235033,52.6824249472531,0.206826471785927,0.0955065126401552,52.7395854624019
"2020-03-25","Blaine","Idaho",16013,52,0,2020-03-25,64,3.95124371858143,26.2857142857143,3.26902560855367,50.8050214225911,0.246385786661478,0.00859711216109564,0.203174892070822,0.0904357528470272,48.5304313526889,0.209166148718669,0.0951087646801385,48.9019255684304,0.205405107073409,0.0996102199235033,48.6712502786954,0.206826471785927,0.0955065126401552,48.7594127464981
"2020-03-25","Madison","Idaho",16065,2,0,2020-03-25,64,0.693147180559945,1.71428571428571,0.538996500732684,58.0722354060871,0.0911607783969758,0.00239565801950804,0.203174892070822,0.0904357528470272,60.7890040862846,0.209166148718669,0.0951087646801385,60.8523348118707,0.205405107073409,0.0996102199235033,60.8130102871414,0.206826471785927,0.0955065126401552,60.8280398429698
"2020-03-25","Teton","Idaho",16081,2,0,2020-03-25,64,0.693147180559945,1.71428571428571,0.538996500732684,58.8090894901715,0.107305834647911,0.00422429664480311,0.203174892070822,0.0904357528470272,60.0788086545687,0.209166148718669,0.0951087646801385,60.1195165900943,0.205405107073409,0.0996102199235033,60.0942394406153,0.206826471785927,0.0955065126401552,60.103900188759
"2020-03-25","Twin Falls","Idaho",16083,1,0,2020-03-25,64,0,1,0,63,0,0.00422429664480311,0.203174892070822,0.0904357528470272,63.5,0.209166148718669,0.0951087646801385,63.5,0.205405107073409,0.0996102199235033,63.5,0.206826471785927,0.0955065126401552,63.5
