"fips","date.x","county","state","r","t0","lm_predict","r.grf2000","t0.grf2000","grf_predict2000","date.y","log_rolled_cases","lm_mse","grf_mse"
16001,"2020-04-26","Ada","Idaho",0.0126278653625528,-415.144262318472,6.45466092539903,0.0194003669698693,-237.580915735684,6.47159217941732,"2020-05-04",6.53524127101366,0.0064931920993736,0.00405120686103964
16003,"2020-04-26","Adams","Idaho",0.128479080934115,87.2504628990318,1.12413248533134,0.0487685328419263,77.0358019565893,0.924856115100868,"2020-05-04",1.09861228866811,0.000651280437729716,0.0301912078527294
16005,"2020-04-26","Bannock","Idaho",-1.55398852058344e-16,13381318549889442,2.07944154167984,0.00650270778703496,-226.280868183222,2.09569831114742,"2020-05-04",2.38482319123102,0.0932579518826036,0.0835931962833553
16011,"2020-04-26","Bingham","Idaho",0.00697002345277589,-62.952930471213,1.10790565327181,0.0158792951742934,24.8268893442308,1.1301788325756,"2020-05-04",1.34992671694902,0.0585741952634462,0.0482891326865903
16013,"2020-04-26","Blaine","Idaho",0.00422403275414766,-1368.16177210316,6.18466728273461,0.0168636034054339,-272.6202800144,6.21626620936283,"2020-05-04",6.20945197127282,0.000614280785935942,4.64338407472981e-05
16017,"2020-04-26","Bonner","Idaho",-1.55398852058344e-16,8920879033259662,1.38629436111989,0.00652925783284816,-118.820358088106,1.40261750570201,"2020-05-04",1.38629436111989,0,0.000266445049048805
16019,"2020-04-26","Bonneville","Idaho",0.0224910461534889,-50.3410645417448,3.29136363675908,0.0230325597910848,-46.9592477223302,3.29271742085307,"2020-05-04",3.32708940950844,0.00127633083853871,0.00118143360412474
16025,"2020-04-26","Camas","Idaho",0,91,0,0.0126485334657086,93.5,0.0316213336642717,"2020-05-04",0,0,0.000999908742707201
16027,"2020-04-26","Canyon","Idaho",0.0283872472267335,-94.0829621143491,5.39593203912984,0.0306493877534261,-80.238019300818,5.40158739044657,"2020-05-04",5.54852006597625,0.0232831059368824,0.0215892111383115
16029,"2020-04-26","Caribou","Idaho",0,91,0,0.0126485334657086,93.5,0.0316213336642717,"2020-05-04",0,0,0.000999908742707201
16031,"2020-04-26","Cassia","Idaho",0.028001627483631,7.98430314019846,2.46458275618035,0.0338757607810819,22.8129177837228,2.47926808942398,"2020-05-04",2.54272622067683,0.00610640104351149,0.00402693442210317
16037,"2020-04-26","Custer","Idaho",-7.76994260291722e-17,8920879033259662,0.693147180559945,0.00652925783284816,-12.6601790440529,0.709470325142066,"2020-05-04",0.693147180559945,0,0.000266445049048805
16039,"2020-04-26","Elmore","Idaho",0.057760367125338,37.693107665922,3.3678275071539,0.0506216979998781,29.8232227147276,3.34998083434025,"2020-05-04",3.40119738166216,0.0011135485246967,0.00262313471957692
16043,"2020-04-26","Fremont","Idaho",-7.76994260291722e-17,8920879033259662,0.693147180559945,0.00652925783284816,-12.6601790440529,0.709470325142066,"2020-05-04",0.693147180559945,0,0.000266445049048805
16045,"2020-04-26","Gem","Idaho",0.0169110367606875,-44.4343188452527,2.37488992845417,0.0216385639453874,-14.2988512749563,2.38670874641592,"2020-05-04",2.55389952127496,0.032044434321863,0.0279527551979642
16047,"2020-04-26","Gooding","Idaho",0.0263147072910144,14.0672855962415,2.15603539709319,0.0327653937287577,29.7056001472349,2.17216211318755,"2020-05-04",2.42353770341171,0.0715574838857293,0.0631896873605469
16049,"2020-04-26","Idaho","Idaho",0,91,0,0.0126485334657086,6.64310930618556,1.13023362233238,"2020-05-04",1.09861228866811,1.20694896081258,0.000999908742707201
16051,"2020-04-26","Jefferson","Idaho",-7.76994260291722e-17,20713639658417092,1.6094379124341,0.00650270778703496,-154.002727347365,1.62569468190169,"2020-05-04",1.6094379124341,4.93038065763132e-32,0.000264282553522284
16053,"2020-04-26","Jerome","Idaho",0.00829951389677028,-362.244193787231,3.80320405445141,0.0181224922029425,-115.21606550314,3.82776150021684,"2020-05-04",3.97834564835922,0.0306745779165662,0.0226755856717646
16055,"2020-04-26","Kootenai","Idaho",0.0245868613072148,-68.4347212743561,4.04293368606312,0.0233081589229644,-77.3185767032991,4.03973693010249,"2020-05-04",4.1225154391888,0.00633325543055642,0.00685228156655161
16057,"2020-04-26","Latah","Idaho",0.0393177511815058,60.6772475182634,1.38881119312284,0.048341169889533,66.8039804763083,1.4113697398929,"2020-05-04",1.6094379124341,0.0486761492740514,0.0392310009738088
16063,"2020-04-26","Lincoln","Idaho",0.0409583901481796,22.5749428056849,3.00737213921716,0.0492074695081445,34.4647317189132,3.02799483761707,"2020-05-04",3.31158522297247,0.0925456003279145,0.0804235066660222
16065,"2020-04-26","Madison","Idaho",-1.55398852058344e-16,13381318549889442,2.07944154167984,0.00650270778703496,-226.280868183222,2.09569831114742,"2020-05-04",2.39789527279837,0.101412778863316,0.0913230036310643
16067,"2020-04-26","Minidoka","Idaho",0.00537439704921603,-333.590833245126,2.30879170656286,0.016381584815942,-46.6180496105642,2.33630967597968,"2020-05-04",2.371577964481,0.00394211418336255,0.00124385217381237
16069,"2020-04-26","Nez Perce","Idaho",0.0904731149503134,52.4579218503827,3.93938744160586,0.0511250176486871,20.8701051851777,3.84101719835179,"2020-05-04",4.12482757894718,0.0343880445371674,0.0805483321336957
16073,"2020-04-26","Owyhee","Idaho",0.0899999496215568,75.4379858697371,1.8505802358414,0.0498323632960979,60.8790233040221,1.75016127002776,"2020-05-04",2.07944154167984,0.0523774973100738,0.108425497299267
16075,"2020-04-26","Payette","Idaho",0.0292946958036776,11.9129752847577,2.46330381006934,0.0409404321036868,35.1208635876875,2.49241815081937,"2020-05-04",2.76362005225702,0.0901898453217291,0.0735504713434004
16077,"2020-04-26","Power","Idaho",-7.76994260291722e-17,8920879033259662,0.693147180559945,0.00652925783284816,-12.6601790440529,0.709470325142066,"2020-05-04",0.693147180559945,0,0.000266445049048805
16081,"2020-04-26","Teton","Idaho",0.00673982106749734,-213.685778771675,2.08722673606965,0.0169817231489967,-28.4179682318178,2.1128314912734,"2020-05-04",2.19722457733622,0.0120995250833047,0.00712219297520616
16083,"2020-04-26","Twin Falls","Idaho",0.0433206289446361,-18.3579581180924,4.95405867050012,0.0431485573663353,-18.8040350340706,4.95362849155436,"2020-05-04",5.22957956456891,0.0759117630684673,0.0761489946978791
16085,"2020-04-26","Valley","Idaho",-7.76994260291722e-17,8920879033259662,0.693147180559945,0.00652925783284816,-12.6601790440529,0.709470325142066,"2020-05-04",0.693147180559945,0,0.000266445049048805
16087,"2020-04-26","Washington","Idaho",0.0343366438177341,91.5555555555556,0.152607305856594,0.0390495908667658,91.7902331412368,0.164389673479175,"2020-05-04",0,0.023288989800808,0.0270239647465896
