"fips","date.x","county","state","r","t0","lm_predict","r.grf2000","t0.grf2000","grf_predict2000","date.y","log_rolled_cases","lm_mse","grf_mse"
16001,"2020-04-25","Ada","Idaho",0.0135268878627473,-381.35836067301,6.44364612730593,0.0176772032663983,-270.104242936617,6.45402191581506,"2020-05-03",6.52502965784346,0.0066232790427531,0.00504209942797223
16003,"2020-04-25","Adams","Idaho",0.148146487616152,88.0333502428621,1.0320846919719,0.0536105719396416,80.1569406184189,0.795744902780624,"2020-05-03",1.09861228866811,0.0044259211221736,0.0917286534343195
16005,"2020-04-25","Bannock","Idaho",-1.55398852058344e-16,13381318549889442,2.07944154167984,0.00695819784777727,-206.347717062845,2.09683703629928,"2020-05-03",2.34454929209308,0.0702821193291685,0.0613613616704512
16011,"2020-04-25","Bingham","Idaho",0.0184796510083776,34.392841064644,1.11999914573465,0.027682725821179,53.7104665866327,1.14300683276665,"2020-05-03",1.31218638896617,0.0369359364609302,0.0286217222358642
16013,"2020-04-25","Blaine","Idaho",0.0042699054291034,-1352.42279846419,6.18035846537029,0.015840669061876,-296.983782389356,6.20928537445222,"2020-05-03",6.20801498295255,0.000764882964777713,1.6138945624403e-06
16017,"2020-04-25","Bonner","Idaho",-1.55398852058344e-16,8920879033259661,1.38629436111989,0.00695819784777727,-106.73181137523,1.40368985573933,"2020-05-03",1.38629436111989,0,0.000302603233055078
16019,"2020-04-25","Bonneville","Idaho",0.0195664863918338,-71.8825890041571,3.26530590678382,0.0235292361444673,-44.1975821508149,3.27521278116541,"2020-05-03",3.31678003984957,0.00264958637487042,0.00172783699451632
16025,"2020-04-25","Camas","Idaho",0,90,0,0.0143624001235242,92.5,0.0359060003088105,"2020-05-03",0,0,0.0012892408581763
16027,"2020-04-25","Canyon","Idaho",0.0283802516277397,-94.1069155569828,5.36690184805289,0.0301214467812455,-83.3199484056972,5.37125483593666,"2020-05-03",5.53282467651256,0.027530385004057,0.0261048133837239
16029,"2020-04-25","Caribou","Idaho",0,90,0,0.0143624001235242,92.5,0.0359060003088105,"2020-05-03",0,0,0.0012892408581763
16031,"2020-04-25","Cassia","Idaho",0.0299530213260028,13.5159846221266,2.44069245034178,0.038664710542835,31.3121658273946,2.46247167338387,"2020-05-03",2.5314266654229,0.00823269778638531,0.00475479092710272
16037,"2020-04-25","Custer","Idaho",-7.76994260291722e-17,8920879033259661,0.693147180559945,0.0069165518809437,-7.71571333393543,0.710438560262305,"2020-05-03",0.693147180559945,0,0.000298991812011162
16039,"2020-04-25","Elmore","Idaho",0.0624656224504654,41.7785028633055,3.32451394638929,0.0544478089877716,34.3094143884706,3.30446941273255,"2020-05-03",3.3964241029095,0.00517107061076136,0.00845566504553823
16043,"2020-04-25","Fremont","Idaho",-7.76994260291722e-17,8920879033259661,0.693147180559945,0.0069165518809437,-7.71571333393543,0.710438560262305,"2020-05-03",0.693147180559945,0,0.000298991812011162
16045,"2020-04-25","Gem","Idaho",0.0107584720476031,-123.042316472618,2.3458021669653,0.016421383593263,-48.7125825863811,2.35995944582945,"2020-05-03",2.5314266654229,0.0344564544276347,0.0294010073951079
16047,"2020-04-25","Gooding","Idaho",0.0324112322154756,28.9460539778617,2.14088978327201,0.0475737973156973,49.2017598140382,2.17879619602257,"2020-05-03",2.371577964481,0.053217036949508,0.0371648102499586
16049,"2020-04-25","Idaho","Idaho",0,90,0,0.0143624001235242,16.0077508480849,1.13451828897692,"2020-05-03",1.09861228866811,1.20694896081258,0.0012892408581763
16051,"2020-04-25","Jefferson","Idaho",-7.76994260291722e-17,20713639658417092,1.6094379124341,0.0069165518809437,-140.193680339243,1.62672929213646,"2020-05-03",1.6094379124341,0,0.000298991812011162
16053,"2020-04-25","Jerome","Idaho",0.0135803496348955,-185.045077063882,3.80311006005877,0.0186651172258682,-109.436003956505,3.8158219790362,"2020-05-03",3.94849268520954,0.0211361076957281,0.017601516276531
16055,"2020-04-25","Kootenai","Idaho",0.0242459521306112,-70.7120011140282,4.01784524647852,0.0261918974297335,-58.5860515840167,4.02271010972633,"2020-05-03",4.12019794104843,0.0104760740857216,0.00950387725588729
16057,"2020-04-25","Latah","Idaho",0.0409314578293521,61.9532468341181,1.3526517836063,0.0544209447972582,69.5249644931575,1.38637550102607,"2020-05-03",1.58045037556085,0.0518921984964731,0.0376650569256901
16063,"2020-04-25","Lincoln","Idaho",0.0402961663110835,21.3617357491796,2.96733974311057,0.048273125818816,33.1170767127843,2.9872821418799,"2020-05-03",3.27983652465789,0.0976542384774307,0.0855880668826079
16065,"2020-04-25","Madison","Idaho",-1.55398852058344e-16,13381318549889442,2.07944154167984,0.00695819784777727,-206.347717062845,2.09683703629928,"2020-05-03",2.35815494414886,0.0776811607158597,0.0682870489628816
