"fips","county","state","days_from_start","datetime","log_rolled_cases.x","t0.hat","tau.hat","tau.var.hat","predicted.grf.future","predicted.grf.future.0","predicted.grf.future.last","Predicted_Double_Days"
1001,"Autauga","Alabama",178,"2020-07-17",5.6893937372041,-119.876351247465,0.0194259239879592,8.15256972776168e-07,5.92250482505961,5.82528831488419,5.82537520511981,35.6815552758046
1003,"Baldwin","Alabama",178,"2020-07-17",6.90861205470212,62.0737626448622,0.0622811358198668,2.29990823002787e-06,7.65598568454052,7.34412896182298,7.34458000544119,11.129327868469
1005,"Barbour","Alabama",178,"2020-07-17",5.0058620153436,44.0601400990926,0.0389003853374881,1.41079014486807e-06,5.48261485955689,5.27803575413778,5.27816471270602,17.8185170801371
1007,"Bibb","Alabama",178,"2020-07-17",4.64713438508712,-150.079738004252,0.0145197575260794,1.73778872985582e-06,4.86527654772396,4.75088704843828,4.74877268776968,47.7382063243797
1009,"Blount","Alabama",178,"2020-07-17",5.38055546478501,93.7266312103862,0.0678734302192284,1.45788155589806e-06,6.19503662741575,5.85407999979059,5.85566947631961,10.2123493437875
1011,"Bullock","Alabama",178,"2020-07-17",4.00212484012533,272.300778753027,-0.0411593543966149,7.6153946138605e-06,3.59324369179631,3.72126710439079,3.71400935934903,-16.8405746572388
1013,"Butler","Alabama",178,"2020-07-17",4.42911467077278,-391.815787129839,0.00784169772109189,1.35569244145798e-06,4.52321504342588,4.48843527994527,4.48400655482042,88.3924891284167
1015,"Calhoun","Alabama",178,"2020-07-17",5.95990016360362,104.193926124324,0.0866188088913845,1.11641458064414e-06,6.99932587030024,6.56345730576757,6.56623182584331,8.00227097822502
1017,"Chambers","Alabama",178,"2020-07-17",5.2164873483004,-232.020362337925,0.012879568123906,6.77394307126757e-07,5.37104216578727,5.30782785352846,5.30664432516774,53.8175794321381
1019,"Cherokee","Alabama",178,"2020-07-17",4.40845989174204,92.3013177300521,0.0546286478011518,5.00940569240159e-06,5.06400366535586,4.79190482801714,4.7908604263501,12.6883459221433
