"fips","county","state","days_from_start","datetime","log_rolled_cases.x","t0.hat","tau.hat","predicted.grf.future","Predicted_Double_Days"
6001,"Alameda","California",63,"2020-03-24",4.5776521570942,37.5467000468625,0.181173735759043,5.87968559021869,3.82587011111707
6013,"Contra Costa","California",63,"2020-03-24",4.04054185622913,38.9478360786313,0.174715302630507,5.42528821685404,3.96729519466211
6037,"Los Angeles","California",63,"2020-03-24",5.94878070137031,36.4399227526088,0.22283634376488,7.4784049102756,3.11056611703924
6059,"Orange","California",63,"2020-03-24",4.46754880811204,42.5936777429644,0.216287472454998,5.9276441702614,3.20474955249276
6067,"Sacramento","California",63,"2020-03-24",4.07753744390572,39.7612064372973,0.194927264866536,5.89436532204145,3.55592728926112
6073,"San Diego","California",63,"2020-03-24",5.10421237121375,39.8837132077341,0.220736278051859,6.64775705526714,3.14015977200222
6075,"San Francisco","California",63,"2020-03-24",4.58204776856724,37.0435252851973,0.178176235922574,5.87206061396105,3.89023360478414
6081,"San Mateo","California",63,"2020-03-24",4.73745079671096,36.2810991960881,0.180097037367374,6.0726741380689,3.8487428260467
6085,"Santa Clara","California",63,"2020-03-24",5.56177992876459,30.6625441728537,0.176058432358476,6.92569080589817,3.93702915148429
8031,"Denver","Colorado",63,"2020-03-24",4.649870364906,41.8637564814327,0.220077555491628,6.19215569428343,3.14955870448277
8037,"Eagle","Colorado",63,"2020-03-24",4.25459902498738,41.6008658905153,0.205476743028568,5.83536158164844,3.37336075286912
9001,"Fairfield","Connecticut",63,"2020-03-24",5.22035582507832,44.4466096691597,0.276954081220965,7.07711574115858,2.50275127741094
11001,"District of Columbia","District of Columbia",63,"2020-03-24",4.40671924726425,44.9829644262035,0.247608152498765,6.19442195942362,2.79937140019412
12011,"Broward","Florida",63,"2020-03-24",5.19216288498903,43.2149193659811,0.264154843822499,7.07540879165231,2.62401843755593
12086,"Miami-Dade","Florida",63,"2020-03-24",5.25600616847632,43.7861445096583,0.266025795171823,6.9735617513374,2.60556379546671
13121,"Fulton","Georgia",63,"2020-03-24",4.69527202068527,44.5145112335018,0.255666152139108,6.51577684831505,2.71114175560793
17031,"Cook","Illinois",63,"2020-03-24",6.42948903674304,40.8618713928076,0.284698207321322,8.2955729791658,2.43467349893648
22071,"Orleans","Louisiana",63,"2020-03-24",6.02240935095741,39.9830174322645,0.264855618141824,7.95016647272996,2.61707561811575
25017,"Middlesex","Massachusetts",63,"2020-03-24",5.20479130853721,36.484460298142,0.201267544277195,6.74559037091777,3.44390936476729
25021,"Norfolk","Massachusetts",63,"2020-03-24",4.30019661642625,41.3782989185926,0.208418878964494,5.96530285344379,3.32574085420558
25025,"Suffolk","Massachusetts",63,"2020-03-24",4.7779222917659,40.802146059871,0.215243664005099,6.2846530631591,3.22029075171069
31055,"Douglas","Nebraska",63,"2020-03-24",3.78418963391826,41.255800351194,0.191572436344123,5.50659635748366,3.61819891101055
32003,"Clark","Nevada",63,"2020-03-24",4.8795498872,43.4034268232556,0.23770525585993,6.32214523197539,2.91599433951258
34003,"Bergen","New Jersey",63,"2020-03-24",6.02690063506609,41.0693152628349,0.271753792173818,7.86202328750981,2.55064400395413
36059,"Nassau","New York",63,"2020-03-24",7.24054728245753,40.6073550796077,0.307810304740705,9.04735899008131,2.25186476828267
36103,"Suffolk","New York",63,"2020-03-24",6.70213585077969,42.5669814682852,0.307882547315943,8.44614762610982,2.25133638331455
36119,"Westchester","New York",63,"2020-03-24",7.48517088961877,37.8474744719888,0.293625227299391,9.44079261641178,2.36065268279277
42091,"Montgomery","Pennsylvania",63,"2020-03-24",4.46426473291085,43.9378344660897,0.238405152780999,6.21335455591557,2.90743372143754
47037,"Davidson","Tennessee",63,"2020-03-24",4.94875989037817,43.7240727573941,0.254212628202173,6.67967252279193,2.72664338298997
53033,"King","Washington",63,"2020-03-24",6.82824814215065,26.6307525003106,0.193116237738599,8.37530591069416,3.58927446328042
53053,"Pierce","Washington",63,"2020-03-24",4.57618264911484,39.8501895619604,0.202543919361918,6.10666077413941,3.42220681195265
53061,"Snohomish","Washington",63,"2020-03-24",6.09227903091789,30.6847111282348,0.194309516322918,7.6393347647685,3.56723228834568
