"fips","county","state","days_from_start","datetime","log_rolled_cases.x","t0.hat","tau.hat","predicted.grf.future","predicted.grf.future.0","predicted.grf.future.last","Predicted_Double_Days","predicted.grf.past","predicted.grf.past.0","predicted.grf.past.last","block.mse","block.mse.0","block.mse.last"
1001,"Autauga","Alabama",93,"2020-04-23",3.35739475900376,4.0799127055858,0.0395942279573738,3.79788180202623,3.63618457627425,3.63455435470538,17.5062683708891,NA,NA,NA,NA,NA,NA
1003,"Baldwin","Alabama",93,"2020-04-23",4.78868151091763,-13.3294803381497,0.0465524844748885,5.27576887398889,5.11424438095927,5.11454890224185,14.8895851290997,5.29679747144457,5.05952307249851,5.06055634913277,0.258181829342215,0.0733551514795693,0.0739159276545083
1015,"Calhoun","Alabama",93,"2020-04-23",4.34008794545355,-2.86046426797808,0.0470489566874179,4.8394775281918,4.66989295060632,4.66943064226547,14.7324665489407,4.60244327615067,4.45772014241205,4.45432255515148,0.0688303195451956,0.0138373337612835,0.0130495460528384
1017,"Chambers","Alabama",93,"2020-04-23",5.54014246880783,-143.30423993899,0.0238486498148413,5.80247761677108,5.70652282095019,5.70708301751172,29.0644202477489,5.77529704982317,5.66258747895526,5.66291637202925,0.0552976769724999,0.0149927805100041,0.0150734313122226
1021,"Chilton","Alabama",93,"2020-04-23",3.75118333745009,-18.3033093207054,0.0348798459469667,4.12640120412256,3.99922024628875,3.99534225907886,19.8724266619137,4.15439952142555,3.95309377821828,3.95126646916539,0.162583291019732,0.0407678260912048,0.0400332595970022
1025,"Clarke","Alabama",93,"2020-04-23",3.18988828799495,-107.08843975532,0.0164554940103397,3.40774258000427,3.31417708539429,3.30507674606733,42.1225385348146,NA,NA,NA,NA,NA,NA
1031,"Coffee","Alabama",93,"2020-04-23",4.16333743370905,31.8120506337935,0.0728009568423038,4.96414795897439,4.67544520164911,4.67294413160518,9.52112733986988,4.85985867130684,4.52483379333161,4.52340927713904,0.485141834424757,0.130679618020363,0.129651732431071
1043,"Cullman","Alabama",93,"2020-04-23",3.80348283685294,-219.988775659397,0.0123996537420518,3.96775001951963,3.89578651759673,3.8902804130473,55.9005271420787,4.03537487349455,3.89485866554662,3.88743979065793,0.0537739166577936,0.00834954206945677,0.00704877009221319
1049,"DeKalb","Alabama",93,"2020-04-23",3.85922481986117,49.6327644741227,0.095353849236303,4.80270978278387,4.53267535978857,4.52670176451529,7.2692102742723,4.35028011848362,4.11567504690821,4.11094673432745,0.241135306305184,0.0657667189524785,0.0633639222225691
1051,"Elmore","Alabama",93,"2020-04-23",4.19397440317094,7.82990299980755,0.0513137440532584,4.72959276683188,4.55378446734615,4.55317061154375,13.5080219412664,4.8894492659297,4.61186170263205,4.61248116157674,0.483685284729317,0.174629795050899,0.175147906831331
