"fips","county","state","predicted.lm","predicted.slm","predicted.grf","predicted.grf.augmented","predicted.grf.fonly","date.y","days_from_start.y","log_rolled_cases.y"
24001,"Allegany","Maryland",5.13044938574487,4.70580715303651,4.515896669125,4.41767458809188,4.40921754271158,"2020-05-01",101,4.73745117218023
24001,"Allegany","Maryland",5.40173915216653,4.95985935483921,4.73105305744373,4.66973894771888,4.68625387622125,"2020-05-02",102,4.75727820958429
24001,"Allegany","Maryland",5.62660541075894,5.28141739573907,4.98935659811062,4.91171030086859,4.9121595758469,"2020-05-03",103,4.77068462446567
24001,"Allegany","Maryland",5.72870643354891,5.40024246469562,5.19779431558417,5.12201549855725,5.12173237629003,"2020-05-04",104,4.7851080707585
24001,"Allegany","Maryland",5.75547386917279,5.51161603888992,5.39326549474284,5.3065902997627,5.31888689977984,"2020-05-05",105,4.80167649514489
24001,"Allegany","Maryland",5.70157536175089,5.5176440304603,5.39792160164418,5.3447141369643,5.33835753763767,"2020-05-06",106,4.81681912666267
24001,"Allegany","Maryland",5.59921729222605,5.48529162803792,5.42075441345256,5.34491249903903,5.34944461849713,"2020-05-07",107,4.84531165074947
24001,"Allegany","Maryland",5.45830193833834,5.40757646365974,5.38500126854244,5.32560579463425,5.31550972710834,"2020-05-08",108,4.87301402550982
24001,"Allegany","Maryland",5.29872182656057,5.28575952533328,5.3017973587755,5.26119248829271,5.26336343538517,"2020-05-09",109,4.89783979995091
24001,"Allegany","Maryland",5.15404227470335,5.14635079359482,5.16738810696901,5.19206507736898,5.1963336469875,"2020-05-10",110,4.92102344790652
24001,"Allegany","Maryland",5.05371187094326,5.06755924332112,5.09942542230316,5.14060503347812,5.14036243096848,"2020-05-11",111,4.9416424226093
24001,"Allegany","Maryland",4.97998702901701,4.98217348314073,5.05193533677266,5.1283865178527,5.12953611238878,"2020-05-12",112,4.96084472969334
24001,"Allegany","Maryland",4.94632877543437,4.93402705282457,5.05306946126816,5.13010732076885,5.13597525227129,"2020-05-13",113,4.98066668789654
24001,"Allegany","Maryland",4.95692388584356,4.92221417262654,5.06709628174695,5.15992779867062,5.16201482344471,"2020-05-14",114,4.98751268174361
24001,"Allegany","Maryland",4.9957605133566,4.94455256465286,5.10752611780269,5.17591566242932,5.17454776638442,"2020-05-15",115,4.99528000272486
