"fips","date.x","county","state","r","t0","lm_predict","r.grf","t0.grf","grf_predict","date.y","log_rolled_cases","lm_mse","grf_mse"
53001,"2020-07-11","Adams","Washington",0.0550774222696063,75.4531902360209,5.26247198788442,0.0578783521061083,79.9560410632432,5.73250112932454,"2020-07-18",5.55074228911297,0.0830997665703981,0.0330362759950563
53003,"2020-07-11","Asotin","Washington",1.04672830578919e-16,-29086081086036660,3.04452243772342,0.00674871682367635,-282.626120308146,3.11538396437202,"2020-07-18",3.04452243772342,1.97215226305253e-31,0.00502135595897046
53005,"2020-07-11","Benton","Washington",0.0209810513162137,-196.818428974291,7.7172173333587,0.01854749969497,-244.750563748321,7.85951345186536,"2020-07-18",7.90901721286544,0.0367871937787983,0.00245062235315343
53007,"2020-07-11","Chelan","Washington",0.0409964527296173,21.8572477055137,6.11432379440592,0.0503376936135371,49.0699619705035,6.54037844552402,"2020-07-18",6.43660813903432,0.103867198792556,0.0107682765089658
53009,"2020-07-11","Clallam","Washington",0.0284040516714968,36.4653527120702,3.82132907317295,0.0359930404936561,64.3043307106767,4.1282458691776,"2020-07-18",4.14313472639153,0.103558878443436,0.000221678069136877
53011,"2020-07-11","Clark","Washington",0.0319757263142356,-46.2115747532166,6.94549786659299,0.0380042463270843,-12.1524063579324,7.26460313724178,"2020-07-18",7.19818357710194,0.0638500682954165,0.00441155796916983
53013,"2020-07-11","Columbia","Washington",1.04672830578919e-16,-19866105943433060,2.07944154167983,0.00674871682367635,-139.623988012741,2.15030306832844,"2020-07-18",2.19722457733622,0.0138728434884332,0.00220162800756736
53015,"2020-07-11","Cowlitz","Washington",0.0256903854111181,-39.1230102786839,5.39814111780372,0.0259452800318082,-37.083256289263,5.60634059460991,"2020-07-18",5.71984328280639,0.103492282967401,0.0128828602278257
53017,"2020-07-11","Douglas","Washington",0.0380115617894983,20.1024017860268,5.73585337839733,0.0471129802827416,48.7702686166104,6.13551076689237,"2020-07-18",6.02483024095178,0.083507627091816,0.0122501788224848
53019,"2020-07-11","Ferry","Washington",0.02889116620344,166.834932993897,0.120333643121779,0.0442533732234365,167.412947779816,0.512766146459263,"2020-07-18",1.51982575374441,1.95857816769499,1.01416905262532
53021,"2020-07-11","Franklin","Washington",0.0307642771475917,-79.2558350652882,7.69893986775053,0.0340895623610306,-55.0883551146626,7.97996957967237,"2020-07-18",7.88602769464074,0.035001854970501,0.0088250777632962
53025,"2020-07-11","Grant","Washington",0.0283019958807231,-61.8677239486621,6.5906213639484,0.029210852147161,-54.7001429263429,6.82658032179179,"2020-07-18",6.81155899241543,0.0488134356726356,0.00022564033623288
53027,"2020-07-11","Grays Harbor","Washington",0.0330965940001103,67.3016008908945,3.43206381377547,0.0478494735504263,98.5029429739598,3.85174180105467,"2020-07-18",4.01766919456313,0.342933662007467,0.0275318999165135
53029,"2020-07-11","Island","Washington",0.00457793800562061,-985.802735556502,5.29577120811,0.006683728508868,-622.125525271513,5.35450551243906,"2020-07-18",5.34574606011915,0.00249748583333636,7.67280049448533e-05
53031,"2020-07-11","Jefferson","Washington",0.0106179295436606,-177.066428748789,3.69574481696822,0.0132824265388969,-107.744704411804,3.80866547176749,"2020-07-18",3.84710345932883,0.0229094386172463,0.00147747888776582
53033,"2020-07-11","King","Washington",0.0128920605291292,-552.478954205577,9.32713446916941,0.0133592019887836,-527.267930273872,9.43517593872881,"2020-07-18",9.4282703562375,0.0102284676530511,4.76870695442383e-05
53035,"2020-07-11","Kitsap","Washington",0.0207373988852886,-96.2932335484397,5.54296640343259,0.0193157175611878,-115.782625733408,5.69393794061184,"2020-07-18",5.78514299495181,0.0586495014798684,0.00831836193715693
53037,"2020-07-11","Kittitas","Washington",0.0275500190432789,-12.4801117094956,5.05488057165955,0.0291960603404469,-2.27665499765989,5.29256415762605,"2020-07-18",5.38972383287189,0.112120009579312,0.00944000249387695
53039,"2020-07-11","Klickitat","Washington",0.0218600826106063,-23.8367541491784,4.25914754128344,0.0242408652785897,-4.94666893844175,4.45902642018211,"2020-07-18",4.37485814519527,0.0133889438576408,0.00708429851426099
53041,"2020-07-11","Lewis","Washington",0.0259771272939273,2.60409728907859,4.37444180049741,0.0265315342903429,6.07068343268833,4.58808009231119,"2020-07-18",4.67682617489452,0.0914363098795331,0.00787586717388722
53043,"2020-07-11","Lincoln","Washington",0.00834040507060039,3.94145668448738,1.39333592175582,0.0156100254941818,80.5767029118003,1.53639017676822,"2020-07-18",1.48807705542983,0.00897588240983782,0.00233415769345811
53045,"2020-07-11","Mason","Washington",0.0112430801534687,-184.481081457801,3.99670229187178,0.0133751452619075,-128.214130110473,4.10903361673814,"2020-07-18",4.21106883653024,0.0459530154688078,0.0104111860780229
53047,"2020-07-11","Okanogan","Washington",0.0554380517761736,80.1807653263018,5.03484143411294,0.0592294197066061,85.8342178781061,5.51815521159187,"2020-07-18",5.57486626600749,0.291626819062734,0.00321614369293096
53049,"2020-07-11","Pacific","Washington",0.012408874676037,-62.6023791311223,2.89874264666219,0.0174925121686729,4.56011347484685,3.05139183774316,"2020-07-18",2.89827693740328,2.16885113837797e-07,0.0234441727060933
53051,"2020-07-11","Pend Oreille","Washington",0.0760690123683206,147.038233532525,1.82274790978113,0.0589659133790515,140.813235133566,2.25171746934037,"2020-07-18",2.66921036778594,0.716498692811548,0.174300320252485
53053,"2020-07-11","Pierce","Washington",0.016972634480603,-305.566253348037,8.08858482386669,0.0149358627676274,-370.213656040327,8.20297979672526,"2020-07-18",8.24433404785609,0.0242578207733029,0.00171017408659176
