"fips","county","state","days_from_start","datetime","log_rolled_cases.x","t0.hat","tau.hat","predicted.grf.future","Predicted_Double_Days"
1073,"Jefferson","Alabama",73,"2020-04-03",5.65748919068535,36.5621876413004,0.159049245056923,6.90875126257544,4.35806646118862
1081,"Lee","Alabama",73,"2020-04-03",4.33635659784069,42.2167290058311,0.144282210059799,5.45145384232697,4.80410703629135
1089,"Madison","Alabama",73,"2020-04-03",4.58204776856724,45.2559254047646,0.1682138611029,5.84443493811172,4.12063058308811
1117,"Shelby","Alabama",73,"2020-04-03",4.49980967033027,41.7719530276011,0.148566031238078,5.67938922067212,4.66558320757168
2020,"Anchorage","Alaska",73,"2020-04-03",4.15216413311093,42.940918857414,0.144941321958406,5.37139221137026,4.78226064999502
4005,"Coconino","Arizona",73,"2020-04-03",4.45931830897553,45.572024784628,0.160552766130129,5.52750665308749,4.31725467749429
4013,"Maricopa","Arizona",73,"2020-04-03",6.64118216974059,35.4568889789547,0.178095952555083,7.93294778705989,3.89198727211704
4017,"Navajo","Arizona",73,"2020-04-03",4.57176112385696,45.6160916756389,0.166123584843365,5.71197811176848,4.17247906860125
4019,"Pima","Arizona",73,"2020-04-03",5.295456134267,43.1522363714376,0.178066225854137,6.56134220050343,3.89263700758019
4021,"Pinal","Arizona",73,"2020-04-03",4.1155467698727,46.0912808535339,0.159845722488327,5.42016371062063,4.33635113764502
5023,"Cleburne","Arkansas",73,"2020-04-03",4.08717607274349,38.9040008539368,0.125690320855584,5.16536931854951,5.51472202347512
5069,"Jefferson","Arkansas",73,"2020-04-03",3.67086094861126,42.9711220045202,0.132238769491356,4.89665326176779,5.24163362398238
5119,"Pulaski","Arkansas",73,"2020-04-03",4.69265764011121,37.5644102190061,0.138818856181967,5.89086003480476,4.99317743730254
6001,"Alameda","California",73,"2020-04-03",5.86484796747404,28.3522834939854,0.133260293827627,6.88258987711748,5.20145319097477
6013,"Contra Costa","California",73,"2020-04-03",5.42242953725607,32.889946644807,0.13692509100064,6.45054834270483,5.06223640601198
6019,"Fresno","California",73,"2020-04-03",4.23410650459726,50.666940654754,0.193137900521073,5.66532549780087,3.58887188216233
6029,"Kern","California",73,"2020-04-03",4.65938777189289,50.645364703283,0.195646285581985,5.74312536041652,3.54285888177256
6037,"Los Angeles","California",73,"2020-04-03",8.03240654410146,30.4704373027376,0.189614438579196,9.3915202239145,3.65556117853567
6041,"Marin","California",73,"2020-04-03",4.64026150579937,34.4097016640686,0.122535792794833,5.5864433503463,5.65669152457775
6053,"Monterey","California",73,"2020-04-03",3.68887945411394,45.3533053004541,0.141598673953291,4.9059260263202,4.89515304916341
6059,"Orange","California",73,"2020-04-03",6.26774255397468,33.8187463274314,0.161585213542683,7.46220773635084,4.28966961371653
6061,"Placer","California",73,"2020-04-03",4.24029847484518,43.4580482938367,0.148526686481287,5.42745500447564,4.66681912174266
6065,"Riverside","California",73,"2020-04-03",5.8955827754047,41.9678295604379,0.188543410861605,7.17071513714494,3.67632672705137
6067,"Sacramento","California",73,"2020-04-03",5.56013202946281,37.1048714102637,0.155994777514799,6.69141604082461,4.44339991121938
6071,"San Bernardino","California",73,"2020-04-03",5.28392862909594,47.3929349337148,0.200598187275866,6.54091814468301,3.45540101818926
6073,"San Diego","California",73,"2020-04-03",6.62406522779989,32.3409605382259,0.164285500950105,7.8296891727784,4.21916223008906
6075,"San Francisco","California",73,"2020-04-03",5.99574110387524,28.0815489663688,0.135547478009843,7.03741509978623,5.11368555680255
6077,"San Joaquin","California",73,"2020-04-03",5.00106584308011,40.9138464636882,0.160507257727701,6.27361131923727,4.31847874278598
6079,"San Luis Obispo","California",73,"2020-04-03",4.38202663467388,37.099483308406,0.126046657017357,5.40746671329273,5.49913180533221
6081,"San Mateo","California",73,"2020-04-03",5.87653458043401,27.2487470789076,0.12975258368471,6.84461135911736,5.34206842650813
6083,"Santa Barbara","California",73,"2020-04-03",4.63472898822964,45.0536617683129,0.164605410050433,5.75235633438798,4.2109623271044
6085,"Santa Clara","California",73,"2020-04-03",6.76091117433732,20.6959290960371,0.130899683284029,7.76288409878233,5.29525483309185
6087,"Santa Cruz","California",73,"2020-04-03",3.90341463089155,40.736548071447,0.128798198202188,5.05706186359583,5.38165277337064
6095,"Solano","California",73,"2020-04-03",3.98898404656427,42.3899164142875,0.134797712175982,5.06975322210151,5.1421286709601
6097,"Sonoma","California",73,"2020-04-03",4.3658246600976,39.6457016690704,0.133267690312438,5.37792413274206,5.20116450532687
6111,"Ventura","California",73,"2020-04-03",4.969813299576,41.5533555672466,0.15952391132189,6.13315909711479,4.34509895611387
8001,"Adams","Colorado",73,"2020-04-03",5.23263533470838,46.2241953502828,0.188380594993787,6.36270617630765,3.67950414735023
8005,"Arapahoe","Colorado",73,"2020-04-03",5.84767665431627,38.2729089199287,0.167022451016178,6.96936102596883,4.15002400182
8013,"Boulder","Colorado",73,"2020-04-03",4.70048036579242,37.4618640165484,0.135017970929579,5.74341280761214,5.13374016649583
8031,"Denver","Colorado",73,"2020-04-03",6.27664348934164,31.2219852428314,0.1516553323396,7.39744603886431,4.57054275551479
8035,"Douglas","Colorado",73,"2020-04-03",4.94368115929915,39.4197993630342,0.146013673263295,5.92526415676488,4.74713884712734
8037,"Eagle","Colorado",73,"2020-04-03",5.52203218323054,29.6803705513258,0.128649862991254,6.47361343434263,5.38785789928952
8041,"El Paso","Colorado",73,"2020-04-03",5.63325781834076,37.4262891504878,0.160734642518219,6.84307019407035,4.31236956576663
8051,"Gunnison","Colorado",73,"2020-04-03",4.41193211745279,35.201842582231,0.122174228607787,5.47318032556614,5.67343201965399
8059,"Jefferson","Colorado",73,"2020-04-03",5.71937456941604,36.7743136633524,0.157208982401452,6.79546616258872,4.40908127494846
8069,"Larimer","Colorado",73,"2020-04-03",4.63195120866574,38.5158324241272,0.139644752900834,5.79304633042954,4.9636464397067
8097,"Pitkin","Colorado",73,"2020-04-03",3.44316158076119,40.9813998531813,0.119812791630491,4.67492740910424,5.78525190112962
8123,"Weld","Colorado",73,"2020-04-03",5.55627633754761,39.3333943430654,0.165254489004109,6.72033913736833,4.19442270365624
9001,"Fairfield","Connecticut",73,"2020-04-03",7.47168826500486,34.0652980072884,0.192321260034926,8.8342197665671,3.60411106101358
9003,"Hartford","Connecticut",73,"2020-04-03",6.03137183769984,42.8453067843398,0.200825130094184,7.46159609864445,3.45149623572941
9005,"Litchfield","Connecticut",73,"2020-04-03",4.77671964580014,46.5798522068998,0.180554429501952,6.03415571865415,3.83899294230524
9009,"New Haven","Connecticut",73,"2020-04-03",6.23020019318203,42.5182075817222,0.202791357859735,7.60098357951926,3.41803116205463
9013,"Tolland","Connecticut",73,"2020-04-03",4.02023659006838,46.7362570224385,0.15858563321185,5.27515174309283,4.37080690426723
10003,"New Castle","Delaware",73,"2020-04-03",5.27957132372698,42.0047895613659,0.173353599926307,6.58660650949481,3.99845853131752
10005,"Sussex","Delaware",73,"2020-04-03",4.47895887485007,48.4179736089648,0.181478323853172,5.7314532133317,3.81944887875837
11001,"District of Columbia","District of Columbia",73,"2020-04-03",6.22540672566442,37.2021482362621,0.175297406754714,7.50235242885593,3.95412113272066
12001,"Alachua","Florida",73,"2020-04-03",4.4576640488795,39.8066074298604,0.13839949950439,5.56274541509081,5.00830698840755
12011,"Broward","Florida",73,"2020-04-03",7.11534999990672,33.1436618634354,0.180876698695509,8.47521975510228,3.832152983546
12021,"Collier","Florida",73,"2020-04-03",4.97968504805515,42.2449055616409,0.164278748472794,6.20235966280576,4.21933565359939
12031,"Duval","Florida",73,"2020-04-03",5.35388721770285,43.7477726648453,0.18357464438549,6.65498974123296,3.77583289282805
12057,"Hillsborough","Florida",73,"2020-04-03",5.76698081243482,40.4934855462015,0.180349728110546,7.1249891403379,3.84335029401918
12069,"Lake","Florida",73,"2020-04-03",4.13858926401986,50.3803202975662,0.177209798810734,5.24889748090667,3.91144950906609
12071,"Lee","Florida",73,"2020-04-03",5.33891076351329,44.2675311917691,0.185023794503068,6.61135696586141,3.74625967660852
12081,"Manatee","Florida",73,"2020-04-03",4.11321304652648,50.0342525156432,0.174796325032242,5.23790253710971,3.96545625562833
12086,"Miami-Dade","Florida",73,"2020-04-03",7.67508185771633,34.4789989301579,0.198628853996776,9.04178427528876,3.48966007008829
12095,"Orange","Florida",73,"2020-04-03",5.97380961186926,42.0766116273959,0.191717676149469,7.27058389050945,3.61545786742975
12097,"Osceola","Florida",73,"2020-04-03",4.8317364445798,46.3782244916365,0.18128069348175,6.09497878024384,3.82361280314568
12099,"Palm Beach","Florida",73,"2020-04-03",6.32793678372919,39.4463238084927,0.187985755562162,7.62351345968376,3.68723246337002
12103,"Pinellas","Florida",73,"2020-04-03",5.25972502735505,43.8175597164934,0.179329506724456,6.48857916812833,3.86521545294262
12109,"St. Johns","Florida",73,"2020-04-03",4.38202663467388,44.6431592933067,0.154427873819732,5.46008173531762,4.48848490505719
12115,"Sarasota","Florida",73,"2020-04-03",4.42911467077278,46.5380690718228,0.168534430117658,5.63948745961677,4.11279273959655
