,date,county,state,fips,cases,deaths,datetime,logcases,days_from_start,window_days,normalized_cases,rate
204006,2020-06-04,Dawson,Georgia,13085,110,1,2020-06-04,4.700480365792417,135,1,1.0,0.007125577116954221
204007,2020-06-04,DeKalb,Georgia,13089,3939,122,2020-06-04,8.278682162970906,135,1,1.016778523489933,0.01021282481506937
204008,2020-06-04,Decatur,Georgia,13087,205,6,2020-06-04,5.3230099791384085,135,1,1.0,0.008771273996790183
204009,2020-06-04,Dodge,Georgia,13091,52,2,2020-06-04,3.9512437185814275,135,1,1.0,0.00532778776147762
204010,2020-06-04,Dooly,Georgia,13093,186,12,2020-06-04,5.225746673713202,135,1,1.0054054054054054,0.005158598868016205
204011,2020-06-04,Dougherty,Georgia,13095,1794,149,2020-06-04,7.492203042618741,135,1,1.0022346368715085,0.002292981097872979
204012,2020-06-04,Douglas,Georgia,13097,571,25,2020-06-04,6.3473892096560105,135,1,1.026978417266187,0.01519891725650148
204013,2020-06-04,Early,Georgia,13099,247,32,2020-06-04,5.5093883366279774,135,1,1.0,0.002854308533236562
204014,2020-06-04,Echols,Georgia,13101,130,0,2020-06-04,4.867534450455582,135,1,1.04,0.023007857431785305
204015,2020-06-04,Effingham,Georgia,13103,77,1,2020-06-04,4.343805421853684,135,1,1.0266666666666666,0.011818407105582145
204016,2020-06-04,Elbert,Georgia,13105,76,0,2020-06-04,4.330733340286331,135,1,1.0133333333333334,0.012187718836424452
204017,2020-06-04,Emanuel,Georgia,13107,28,2,2020-06-04,3.332204510175204,135,1,1.0,0.039686432634201026
204018,2020-06-04,Evans,Georgia,13109,6,0,2020-06-04,1.791759469228055,135,1,1.2,0.04078104414235945
204019,2020-06-04,Fannin,Georgia,13111,50,1,2020-06-04,3.912023005428146,135,1,1.0204081632653061,0.027236656323601706
204020,2020-06-04,Fayette,Georgia,13113,241,13,2020-06-04,5.484796933490655,135,1,1.00836820083682,0.008511883376530832
204021,2020-06-04,Floyd,Georgia,13115,292,15,2020-06-04,5.676753802268282,135,1,1.0391459074733096,0.025768208462608428
204022,2020-06-04,Forsyth,Georgia,13117,535,12,2020-06-04,6.282266746896006,135,1,1.0018726591760299,0.009911038305864631
204023,2020-06-04,Franklin,Georgia,13119,123,1,2020-06-04,4.812184355372417,135,1,1.1714285714285715,0.028289182190035074
204024,2020-06-04,Fulton,Georgia,13121,4724,250,2020-06-04,8.460411177317253,135,1,1.007679180887372,0.008041697949931495
204025,2020-06-04,Gilmer,Georgia,13123,158,1,2020-06-04,5.062595033026967,135,1,1.0063694267515924,0.006752414619246004
204026,2020-06-04,Glascock,Georgia,13125,1,0,2020-06-04,0.0,135,1,1.0,1.3494123635547507e-10
204027,2020-06-04,Glynn,Georgia,13127,139,2,2020-06-04,4.9344739331306915,135,1,1.0296296296296297,0.03001938127150441
204028,2020-06-04,Gordon,Georgia,13129,181,16,2020-06-04,5.198497031265826,135,1,1.0647058823529412,0.03568094048089972
204029,2020-06-04,Grady,Georgia,13131,119,4,2020-06-04,4.77912349311153,135,1,1.017094017094017,0.015144875113498598
204030,2020-06-04,Greene,Georgia,13133,73,7,2020-06-04,4.290459441148391,135,1,1.028169014084507,0.018591146028741182
204031,2020-06-04,Gwinnett,Georgia,13135,4267,135,2020-06-04,8.358666283188,135,1,1.0502092050209204,0.02327146499171691
204032,2020-06-04,Habersham,Georgia,13137,545,24,2020-06-04,6.300785794663244,135,1,1.013011152416357,0.008711238123954987
