"fips","date.x","county","state","r","t0","lm_predict","r.grf","t0.grf","grf_predict","date.y","log_rolled_cases","lm_mse","grf_mse"
18001,"2020-07-11","Adams","Indiana",0.0095589415229975,-239.522096454073,3.92415671390282,0.0106726616665123,-196.943924108752,4.01232230759371,"2020-07-18",3.96217278911362,0.00144522197443311,0.00251497420378468
18003,"2020-07-11","Allen","Indiana",0.00888847936486195,-723.446043130991,7.95026519735224,0.00668017548883563,-1018.30175576075,7.99818584157286,"2020-07-18",8.01862546504575,0.0046731261991285,0.000417778207713583
18005,"2020-07-11","Bartholomew","Indiana",0.00290128933423743,-2030.60905445074,6.38750486783849,0.005917860939614,-909.634770250119,6.44238918436884,"2020-07-18",6.426950671471,0.00155597142421507,0.00023834768049667
18007,"2020-07-11","Benton","Indiana",0.00389376789539575,-825.69300793753,3.88089123587258,0.00391642692627646,-819.940966474151,3.91227929886,"2020-07-18",3.93741223943297,0.00319462384347299,0.000631664701844481
18009,"2020-07-11","Blackford","Indiana",0.0116813409248333,-149.598939719224,3.74502551500034,0.0133025446480108,-110.831681344434,3.85549888149237,"2020-07-18",3.83174217416734,0.00751977897708559,0.000564381142927165
18011,"2020-07-11","Boone","Indiana",0.0102869120311027,-427.010643284748,6.15168288113333,0.00979689224187385,-456.796823708236,6.22883296959525,"2020-07-18",6.25465264795325,0.010602772878948,0.000666655790510495
18013,"2020-07-11","Brown","Indiana",0.0109410167160401,-166.524174215132,3.69285763215537,0.0129224141819491,-115.154821672989,3.80119043927574,"2020-07-18",3.85014760171006,0.0247401345225146,0.0023968037536206
18015,"2020-07-11","Carroll","Indiana",0.00328073399628053,-1263.84779215511,4.70735393121134,0.00478599647986539,-813.35448234028,4.74940505925923,"2020-07-18",4.75112409861117,0.00191582755420956,2.95509629354562e-06
18017,"2020-07-11","Cass","Indiana",0.00044446871046679,-16487.7461355106,7.40429141284402,0.00640052503696909,-988.152024374169,7.47038575395603,"2020-07-18",7.41285022803914,7.3253317544265e-05,0.00331033674253283
18019,"2020-07-11","Clark","Indiana",0.00992087951790906,-485.446480718706,6.5125264451657,0.00889169747809121,-561.138436570342,6.58108706989089,"2020-07-18",6.62045408636737,0.0116483757353573,0.00154976198626009
18021,"2020-07-11","Clay","Indiana",0.00632372651091091,-479.549142854073,4.11389486131667,0.00714985967262792,-404.670066641762,4.17315907160198,"2020-07-18",4.20255814686233,0.00786117820375241,0.000864305626163757
18023,"2020-07-11","Clinton","Indiana",0.00420956735361777,-1175.84779257423,5.66964649791262,0.00463302821754841,-1052.97379938107,5.70776937581283,"2020-07-18",5.69035945432406,0.000429026563302374,0.000303105366245181
18025,"2020-07-11","Crawford","Indiana",0.0152419320187897,-58.0681823036662,3.49144166234021,0.0186337309910814,-16.8271807962716,3.64899100769959,"2020-07-18",3.57954279007647,0.00776180870840194,0.00482305493102748
18027,"2020-07-11","Daviess","Indiana",0.00901030132530664,-383.636710739519,4.99744388984,0.00940914403322117,-360.232275641826,5.07371414887556,"2020-07-18",5.05533547301416,0.0033514354024105,0.000337775726418373
18029,"2020-07-11","Dearborn","Indiana",0.0215196786856153,-83.743852514891,5.48200585325622,0.0234329894397916,-63.1480648143221,5.67425304565999,"2020-07-18",5.6659322505251,0.0338289196123114,6.9235631676806e-05
18031,"2020-07-11","Decatur","Indiana",0.00523793468029668,-897.599911147901,5.59725653396354,0.00483090684349041,-987.424110767607,5.63488621911945,"2020-07-18",5.62143552695793,0.000584623702222324,0.00018092111962421
18033,"2020-07-11","DeKalb","Indiana",0.00518862458648994,-811.845083818435,5.0996141666111,0.00455290160599933,-948.730954089198,5.13444807200786,"2020-07-18",5.14998307204222,0.00253702663432894,0.000241336226067287
18035,"2020-07-11","Delaware","Indiana",0.00930841217985507,-485.662947742744,6.11248938082809,0.00827656468322156,-567.218088776936,6.17612227955228,"2020-07-18",6.19527964440238,0.00685422774269947,0.000367004627999617
18037,"2020-07-11","Dubois","Indiana",0.0136504426959348,-242.102634250352,5.63903383637415,0.0132119256547208,-255.730946806124,5.74363294900888,"2020-07-18",5.87693514122446,0.0565970308494807,0.0177694744494792
18039,"2020-07-11","Elkhart","Indiana",0.0140551426518351,-408.064709206114,8.13883709253533,0.013084266947198,-450.846828416793,8.24108403885132,"2020-07-18",8.25942122333869,0.0145405326016023,0.000336252334923781
18041,"2020-07-11","Fayette","Indiana",0.00741756103410591,-506.459219975348,5.02509511228493,0.0064155817769151,-611.873687654409,5.07391481835727,"2020-07-18",5.09637602288443,0.00508096821589335,0.000504505708810571
18043,"2020-07-11","Floyd","Indiana",0.00908460876220217,-484.767012830923,5.95738675072694,0.00860464302797587,-521.206151612136,6.02502398061518,"2020-07-18",6.08417394521225,0.0160749926854556,0.00349871831183436
18045,"2020-07-11","Fountain","Indiana",0.0187707029347179,-13.8702731914024,3.47014497953596,0.0261671057665506,37.6785689736056,3.69797283274795,"2020-07-18",3.67086094861126,0.0402869002418349,0.000735054261441482
18047,"2020-07-11","Franklin","Indiana",0.00310045004258402,-1406.40375340723,4.89066153442362,0.0054203616949654,-732.345863081898,4.9398242071143,"2020-07-18",4.93857650298747,0.00229584421247482,1.55676558809963e-06
18049,"2020-07-11","Fulton","Indiana",0.0118648114621683,-188.701283347522,4.26778790961833,0.0125007690525875,-170.529211973617,4.36938395601508,"2020-07-18",4.38559170083838,0.0138777332258165,0.000262690992257165
