"fips","county","state","days_from_start","datetime","log_rolled_cases.x","t0.hat","tau.hat","predicted.grf.future","predicted.grf.future.0","predicted.grf.future.last","Predicted_Double_Days","predicted.grf.past","block.mse"
6037,"Los Angeles","California",57,"2020-03-18",4.48702994368387,37.6091362923679,0.231399179084416,6.10682419727479,6.0039216016514,6.10682419727478,2.99546084520498,NA,NA
6085,"Santa Clara","California",57,"2020-03-18",4.76095218754743,36.4253713155543,0.231399179084416,6.38074644113834,6.74925453538192,6.38074644113834,2.99546084520498,NA,NA
25017,"Middlesex","Massachusetts",57,"2020-03-18",4.30983989269805,38.3748695663013,0.231399179084416,5.92963414628897,6.14987551427448,5.92963414628896,2.99546084520498,NA,NA
36119,"Westchester","New York",57,"2020-03-18",5.55627633754761,32.9883489667842,0.231399179084416,7.17607059113852,7.5453865304993,7.17607059113852,2.99546084520498,NA,NA
53033,"King","Washington",57,"2020-03-18",6.05376843044414,30.8384187256098,0.231399179084416,7.67356268403505,8.00540160186152,7.67356268403505,2.99546084520498,NA,NA
53061,"Snohomish","Washington",57,"2020-03-18",5.25526073422637,34.2891988855794,0.231399179084416,6.87505498781728,6.95392339086787,6.87505498781728,2.99546084520498,NA,NA
99999,"New York City","New York",57,"2020-03-18",6.15697898558556,30.3923905437044,0.231399179084416,7.77677323917647,6.52611098406771,7.77677323917647,2.99546084520498,NA,NA
