"fips","county","state","days_from_start","datetime","log_rolled_cases.x","t0.hat","tau.hat","predicted.grf.future","predicted.grf.future.0","predicted.grf.future.last","Predicted_Double_Days","predicted.grf.past","block.mse"
6085,"Santa Clara","California",55,"2020-03-16",4.4188406077966,33.1037813441848,0.201808388802468,5.83149932941387,6.04823693350443,5.83149932941387,3.43467972106158,NA,NA
36119,"Westchester","New York",55,"2020-03-16",5.07784880568313,29.8382669530483,0.201808388802468,6.4905075273004,6.7010464983378,6.4905075273004,3.43467972106158,NA,NA
53033,"King","Washington",55,"2020-03-16",5.80556516896614,26.2322901767543,0.201808388802468,7.21822389058341,7.09922117318329,7.21822389058341,3.43467972106158,NA,NA
53061,"Snohomish","Washington",55,"2020-03-16",4.85314571300348,30.951714684399,0.201808388802468,6.26580443462075,6.02945703885283,6.26580443462075,3.43467972106158,NA,NA
