"fips","county","state","days_from_start","datetime","log_rolled_cases.x","t0.hat","tau.hat","predicted.grf.future","predicted.grf.future.0","predicted.grf.future.last","Predicted_Double_Days","predicted.grf.past","block.mse"
53033,"King","Washington",52,"2020-03-13",5.22881416078107,32.7525170511523,0.271662231091578,7.13044977842211,7.16164795828151,7.13044977842211,2.55150367342115,NA,NA
