"fips","county","state","days_from_start","datetime","log_rolled_cases.x","t0.hat","tau.hat","predicted.grf.future","predicted.grf.future.0","predicted.grf.future.last","Predicted_Double_Days","predicted.grf.past","block.mse"
6085,"Santa Clara","California",56,"2020-03-17",4.59222967471236,37.174533983756,0.243937104704332,6.29978940764268,6.74272510856571,6.29978940764268,2.8414995799843,NA,NA
36119,"Westchester","New York",56,"2020-03-17",5.29473954520015,34.2946528302132,0.243937104704332,7.00229927813047,7.48676389642204,7.00229927813047,2.8414995799843,NA,NA
53033,"King","Washington",56,"2020-03-17",5.93715920225044,31.6611065403655,0.243937104704332,7.64471893518076,7.930911306961,7.64471893518076,2.8414995799843,NA,NA
53061,"Snohomish","Washington",56,"2020-03-17",5.05806398766736,35.2648847177305,0.243937104704332,6.76562372059768,6.831074278397,6.76562372059768,2.8414995799843,NA,NA
99999,"New York City","New York",56,"2020-03-17",5.66097438216431,32.7933033843876,0.243937104704332,7.36853411509463,6.195085511677,7.36853411509463,2.8414995799843,NA,NA
