,date,county,state,fips,cases,deaths,datetime,logcases,difflogcases,days_from_start,rolled_cases,log_rolled_cases,diff_log_rolled_cases,cluster,rate,intercept
141779,2020-05-14,Candler,Georgia,13043,10,0,2020-05-14,2.302585092994046,0.0,114,9.0,2.1972245773362196,0.04879016416943216,0.0,0.019176457143113976,-110.28843134799392
141780,2020-05-14,Carroll,Georgia,13045,400,19,2020-05-14,5.991464547107982,0.007528266420790963,114,395.42857142857144,5.9799701676822465,0.003981905713763112,0.0,0.019176457143113976,-110.28843134799392
141781,2020-05-14,Catoosa,Georgia,13047,70,0,2020-05-14,4.248495242049359,0.05884050002293417,114,58.57142857142857,4.07024701064304,0.04489531990789075,0.0,0.019176457143113976,-110.28843134799392
141782,2020-05-14,Charlton,Georgia,13049,20,1,2020-05-14,2.995732273553991,0.05129329438755059,114,17.714285714285715,2.8743714165497236,0.049596941139371964,0.0,0.019176457143113976,-110.28843134799392
141783,2020-05-14,Chatham,Georgia,13051,344,14,2020-05-14,5.840641657373398,0.02055872702103656,114,316.14285714285717,5.756194190995736,0.027022482334715825,0.0,0.019176457143113976,-110.28843134799392
141784,2020-05-14,Chattahoochee,Georgia,13053,17,0,2020-05-14,2.833213344056216,0.06062462181643502,114,14.0,2.6390573296152584,0.04167269640056759,0.0,0.019176457143113976,-110.28843134799392
141785,2020-05-14,Chattooga,Georgia,13055,16,2,2020-05-14,2.772588722239781,0.0,114,16.0,2.772588722239781,0.0,0.0,0.019176457143113976,-110.28843134799392
141786,2020-05-14,Cherokee,Georgia,13057,676,21,2020-05-14,6.516193076042964,0.03155784040771259,114,623.8571428571429,6.435921404430248,0.024807114222145543,0.0,0.019176457143113976,-110.28843134799392
141787,2020-05-14,Clarke,Georgia,13059,192,13,2020-05-14,5.2574953720277815,0.010471299867295336,114,186.71428571428572,5.229579564568908,0.012317322777579243,0.0,0.019176457143113976,-110.28843134799392
141788,2020-05-14,Clay,Georgia,13061,28,3,2020-05-14,3.332204510175204,0.07410797215372167,114,26.857142857142858,3.2905318137746358,0.005333345975362391,0.0,0.019176457143113976,-110.28843134799392
141789,2020-05-14,Clayton,Georgia,13063,983,36,2020-05-14,6.890609120147166,0.02889777966643603,114,934.7142857142857,6.840240905814426,0.01617784301098535,0.0,0.019176457143113976,-110.28843134799392
141790,2020-05-14,Clinch,Georgia,13065,36,0,2020-05-14,3.58351893845611,0.0,114,26.714285714285715,3.2851984677992734,0.1131148044378314,0.0,0.019176457143113976,-110.28843134799392
141791,2020-05-14,Cobb,Georgia,13067,2363,129,2020-05-14,7.767687277186908,0.03575655523842158,114,2208.1428571428573,7.699907105097005,0.02217588830019679,0.0,0.019176457143113976,-110.28843134799392
141792,2020-05-14,Coffee,Georgia,13069,191,11,2020-05-14,5.25227342804663,0.021164811192043054,114,179.85714285714286,5.192162884989034,0.020867530880003038,0.0,0.019176457143113976,-110.28843134799392
141793,2020-05-14,Colquitt,Georgia,13071,241,11,2020-05-14,5.484796933490655,0.051074929936414826,114,216.71428571428572,5.378579830293219,0.02672169681715264,0.0,0.019176457143113976,-110.28843134799392
141794,2020-05-14,Columbia,Georgia,13073,197,6,2020-05-14,5.2832037287379885,0.030930300691358603,114,185.28571428571428,5.2218990352611305,0.021037004863806885,0.0,0.019176457143113976,-110.28843134799392
141795,2020-05-14,Cook,Georgia,13075,32,2,2020-05-14,3.4657359027997265,0.0,114,31.714285714285715,3.4567672328169663,0.0045146803545268455,0.0,0.019176457143113976,-110.28843134799392
141796,2020-05-14,Coweta,Georgia,13077,280,4,2020-05-14,5.634789603169249,0.0,114,273.7142857142857,5.612084809475492,0.012076807321482974,0.0,0.019176457143113976,-110.28843134799392
141797,2020-05-14,Crawford,Georgia,13079,19,0,2020-05-14,2.9444389791664403,0.0,114,18.714285714285715,2.929287174145838,0.0,0.0,0.019176457143113976,-110.28843134799392
141798,2020-05-14,Crisp,Georgia,13081,193,7,2020-05-14,5.262690188904886,0.010416760858255714,114,186.85714285714286,5.230344382961831,0.00921665510492442,0.0,0.019176457143113976,-110.28843134799392
141799,2020-05-14,Dade,Georgia,13083,17,1,2020-05-14,2.833213344056216,0.0,114,16.714285714285715,2.816263785742443,0.008583743691391366,0.0,0.019176457143113976,-110.28843134799392
141800,2020-05-14,Dawson,Georgia,13085,84,1,2020-05-14,4.430816798843313,0.036367644170874236,114,79.0,4.3694478524670215,0.02009200008268852,0.0,0.019176457143113976,-110.28843134799392
141801,2020-05-14,DeKalb,Georgia,13089,2664,75,2020-05-14,7.88758403166028,0.012084739215072027,114,2560.8571428571427,7.848097302861993,0.01506323445577884,0.0,0.019176457143113976,-110.28843134799392
141802,2020-05-14,Decatur,Georgia,13087,115,3,2020-05-14,4.74493212836325,0.0,114,111.28571428571429,4.712100896815435,0.012920076365103839,0.0,0.019176457143113976,-110.28843134799392
141803,2020-05-14,Dodge,Georgia,13091,38,1,2020-05-14,3.6375861597263857,0.054067221270275745,114,34.142857142857146,3.5305534028761976,0.029726180265200686,0.0,0.019176457143113976,-110.28843134799392
141804,2020-05-14,Dooly,Georgia,13093,152,12,2020-05-14,5.0238805208462765,0.006600684031352166,114,146.42857142857142,4.9865377425171955,0.014742281737203378,0.0,0.019176457143113976,-110.28843134799392
141805,2020-05-14,Dougherty,Georgia,13095,1643,132,2020-05-14,7.404279118037268,-0.0006084575788571911,114,1614.5714285714287,7.386824831134476,0.006836267579333644,0.0,0.019176457143113976,-110.28843134799392
141806,2020-05-14,Douglas,Georgia,13097,429,14,2020-05-14,6.061456918928017,0.016451604892004923,114,413.85714285714283,6.025520848714037,0.02198657751872446,0.0,0.019176457143113976,-110.28843134799392
141807,2020-05-14,Early,Georgia,13099,238,28,2020-05-14,5.472270673671475,0.03854867011723506,114,228.14285714285714,5.429971999159699,0.008805088334000288,0.0,0.019176457143113976,-110.28843134799392
141808,2020-05-14,Echols,Georgia,13101,12,0,2020-05-14,2.4849066497880004,0.18232155679395445,114,7.857142857142857,2.0614230361771577,0.11551288712184449,0.0,0.019176457143113976,-110.28843134799392
141809,2020-05-14,Effingham,Georgia,13103,38,1,2020-05-14,3.6375861597263857,0.0,114,37.714285714285715,3.630038954091003,0.003795070968551695,0.0,0.019176457143113976,-110.28843134799392
141810,2020-05-14,Elbert,Georgia,13105,46,0,2020-05-14,3.828641396489095,0.0,114,42.142857142857146,3.7410652072845068,0.041528458696582504,0.0,0.019176457143113976,-110.28843134799392
141811,2020-05-14,Emanuel,Georgia,13107,25,1,2020-05-14,3.2188758248682006,0.0,114,24.0,3.1780538303479458,0.01197619104671599,0.0,0.019176457143113976,-110.28843134799392
141812,2020-05-14,Evans,Georgia,13109,4,0,2020-05-14,1.3862943611198906,0.0,114,4.714285714285714,1.550597412411167,-0.02985296314968111,0.0,0.019176457143113976,-110.28843134799392
141813,2020-05-14,Fannin,Georgia,13111,36,1,2020-05-14,3.58351893845611,0.0,114,34.714285714285715,3.5471512942852352,0.008264509849893464,0.0,0.019176457143113976,-110.28843134799392
141814,2020-05-14,Fayette,Georgia,13113,204,11,2020-05-14,5.318119993844216,0.009852296443011,114,199.0,5.293304824724492,0.009376195628555628,0.0,0.019176457143113976,-110.28843134799392
141815,2020-05-14,Floyd,Georgia,13115,169,12,2020-05-14,5.1298987149230735,0.017910926566529817,114,160.28571428571428,5.076957937027328,0.01255621877541202,0.0,0.019176457143113976,-110.28843134799392
141816,2020-05-14,Forsyth,Georgia,13117,395,11,2020-05-14,5.978885764901122,0.0050761530318608195,114,383.2857142857143,5.9487807013703105,0.012753361153554188,0.0,0.019176457143113976,-110.28843134799392
141817,2020-05-14,Franklin,Georgia,13119,30,1,2020-05-14,3.4011973816621555,0.03390155167568132,114,27.285714285714285,3.3063632789913164,0.026526754333428215,0.0,0.019176457143113976,-110.28843134799392
141818,2020-05-14,Fulton,Georgia,13121,3625,159,2020-05-14,8.195609567288775,0.0030390961366020264,114,3508.714285714286,8.163004948989245,0.014972488817754481,0.0,0.019176457143113976,-110.28843134799392
141819,2020-05-14,Gilmer,Georgia,13123,105,0,2020-05-14,4.653960350157523,0.028987536873252395,114,97.85714285714286,4.583508689206912,0.023634778133996726,0.0,0.019176457143113976,-110.28843134799392
141820,2020-05-14,Glascock,Georgia,13125,1,0,2020-05-14,0.0,0.0,114,1.0,0.0,0.0,0.0,0.019176457143113976,-110.28843134799392
141821,2020-05-14,Glynn,Georgia,13127,74,1,2020-05-14,4.30406509320417,-0.013423020332139934,114,73.28571428571429,4.294365696115456,0.005865119452397316,0.0,0.019176457143113976,-110.28843134799392
141822,2020-05-14,Gordon,Georgia,13129,124,15,2020-05-14,4.820281565605037,0.0,114,122.85714285714286,4.81102224019224,0.004662013105811269,0.0,0.019176457143113976,-110.28843134799392
141823,2020-05-14,Grady,Georgia,13131,88,4,2020-05-14,4.477336814478207,0.0,114,85.14285714285714,4.4443305180100365,0.01351371916672317,0.0,0.019176457143113976,-110.28843134799392
141824,2020-05-14,Greene,Georgia,13133,57,5,2020-05-14,4.04305126783455,0.0,114,57.142857142857146,4.045554398052669,0.0025031302181188764,0.0,0.019176457143113976,-110.28843134799392
141825,2020-05-14,Gwinnett,Georgia,13135,2552,101,2020-05-14,7.844632644464681,0.016594612338851178,114,2457.714285714286,7.806987044848314,0.017473326414753743,0.0,0.019176457143113976,-110.28843134799392
141826,2020-05-14,Habersham,Georgia,13137,400,15,2020-05-14,5.991464547107982,0.005012541823544048,114,390.57142857142856,5.967610868228581,0.006605528605307498,0.0,0.019176457143113976,-110.28843134799392
141827,2020-05-14,Hall,Georgia,13139,2125,40,2020-05-14,7.661527081358517,0.00613643653236462,114,2049.5714285714284,7.625385991043077,0.011849393683426968,0.0,0.019176457143113976,-110.28843134799392
141828,2020-05-14,Hancock,Georgia,13141,142,4,2020-05-14,4.955827057601261,0.01418463499195699,114,131.71428571428572,4.8806350745012805,0.027489361497798015,0.0,0.019176457143113976,-110.28843134799392
141829,2020-05-14,Haralson,Georgia,13143,34,2,2020-05-14,3.5263605246161616,0.0,114,32.714285714285715,3.4878118544989265,0.008771986072837024,0.0,0.019176457143113976,-110.28843134799392
141830,2020-05-14,Harris,Georgia,13145,74,2,2020-05-14,4.30406509320417,0.013605652055779238,114,67.85714285714286,4.217404654979328,0.027749912952902633,0.0,0.019176457143113976,-110.28843134799392
141831,2020-05-14,Hart,Georgia,13147,19,0,2020-05-14,2.9444389791664403,0.0,114,17.428571428571427,2.8581108956779433,0.03333642026759165,0.0,0.019176457143113976,-110.28843134799392
141832,2020-05-14,Heard,Georgia,13149,17,1,2020-05-14,2.833213344056216,0.0,114,15.428571428571429,2.7362210780689065,0.0281708769666964,0.0,0.019176457143113976,-110.28843134799392
141833,2020-05-14,Henry,Georgia,13151,621,17,2020-05-14,6.431331081933479,0.00970881412696123,114,603.2857142857143,6.40239090587863,0.015030701678634628,0.0,0.019176457143113976,-110.28843134799392
141834,2020-05-14,Houston,Georgia,13153,306,17,2020-05-14,5.723585101952381,0.05370417897186108,114,289.14285714285717,5.666920881352043,0.013930573535946955,0.0,0.019176457143113976,-110.28843134799392
141835,2020-05-14,Irwin,Georgia,13155,22,1,2020-05-14,3.091042453358316,0.0,114,21.571428571428573,3.0713696877596113,0.006644542718668767,0.0,0.019176457143113976,-110.28843134799392
141836,2020-05-14,Jackson,Georgia,13157,126,3,2020-05-14,4.836281906951478,0.0,114,124.14285714285714,4.821432976210079,0.008087854601699362,0.0,0.019176457143113976,-110.28843134799392
141837,2020-05-14,Jasper,Georgia,13159,26,0,2020-05-14,3.258096538021482,0.0,114,25.571428571428573,3.241475656785442,0.0,0.0,0.019176457143113976,-110.28843134799392
141838,2020-05-14,Jeff Davis,Georgia,13161,24,1,2020-05-14,3.1780538303479458,0.0,114,24.0,3.1780538303479458,0.01197619104671599,0.0,0.019176457143113976,-110.28843134799392
141839,2020-05-14,Jefferson,Georgia,13163,22,1,2020-05-14,3.091042453358316,0.1466034741918758,114,18.142857142857142,2.8982769374032777,0.040166041725334445,0.0,0.019176457143113976,-110.28843134799392
141840,2020-05-14,Jenkins,Georgia,13165,16,1,2020-05-14,2.772588722239781,0.0,114,16.857142857142858,2.8247744754103516,-0.008438868645864517,1.0,0.035070820420041976,51.51532820729313
141841,2020-05-14,Johnson,Georgia,13167,70,2,2020-05-14,4.248495242049359,0.0,114,67.28571428571429,4.208947944961104,0.012820688429060922,0.0,0.019176457143113976,-110.28843134799392
141842,2020-05-14,Jones,Georgia,13169,30,0,2020-05-14,3.4011973816621555,0.0,114,30.285714285714285,3.4106761256166993,0.0,0.0,0.019176457143113976,-110.28843134799392
141843,2020-05-14,Lamar,Georgia,13171,41,1,2020-05-14,3.713572066704308,0.0246926125903717,114,39.857142857142854,3.6853016327660524,0.010810916104215806,0.0,0.019176457143113976,-110.28843134799392
141844,2020-05-14,Lanier,Georgia,13173,11,2,2020-05-14,2.3978952727983707,0.0,114,10.714285714285714,2.371577964480997,0.013423020332140823,3.0,0.038357908459847455,80.68341140992308
141845,2020-05-14,Laurens,Georgia,13175,86,1,2020-05-14,4.454347296253507,0.011696039763190669,114,81.71428571428571,4.403228842324484,0.02478002899848697,0.0,0.019176457143113976,-110.28843134799392
141846,2020-05-14,Lee,Georgia,13177,343,22,2020-05-14,5.8377304471659395,0.0,114,341.0,5.831882477283517,0.0016771492400877719,0.0,0.019176457143113976,-110.28843134799392
141847,2020-05-14,Liberty,Georgia,13179,45,0,2020-05-14,3.8066624897703196,0.0,114,44.0,3.784189633918261,0.013072081567352622,0.0,0.019176457143113976,-110.28843134799392
141848,2020-05-14,Lincoln,Georgia,13181,12,0,2020-05-14,2.4849066497880004,0.0,114,12.0,2.4849066497880004,0.0,0.0,0.019176457143113976,-110.28843134799392
141849,2020-05-14,Long,Georgia,13183,5,0,2020-05-14,1.6094379124341003,0.0,114,5.0,1.6094379124341003,0.0,0.0,0.019176457143113976,-110.28843134799392
141850,2020-05-14,Lowndes,Georgia,13185,201,4,2020-05-14,5.303304908059076,0.025190248828558914,114,189.71428571428572,5.2455191809810655,0.021309786586750867,0.0,0.019176457143113976,-110.28843134799392
141851,2020-05-14,Lumpkin,Georgia,13187,82,1,2020-05-14,4.406719247264253,0.024692612590372143,114,77.57142857142857,4.351199170878622,0.011111225425070259,0.0,0.019176457143113976,-110.28843134799392
141852,2020-05-14,Macon,Georgia,13193,89,5,2020-05-14,4.48863636973214,0.01129955525393278,114,84.85714285714286,4.440969170307332,0.01355952978563213,0.0,0.019176457143113976,-110.28843134799392
141853,2020-05-14,Madison,Georgia,13195,29,1,2020-05-14,3.367295829986474,0.0,114,28.857142857142858,3.3623575483458916,0.004962789342129348,0.0,0.019176457143113976,-110.28843134799392
141854,2020-05-14,Marion,Georgia,13197,38,1,2020-05-14,3.6375861597263857,0.0,114,38.857142857142854,3.659891917240684,0.003683245416296277,0.0,0.019176457143113976,-110.28843134799392
141855,2020-05-14,McDuffie,Georgia,13189,53,4,2020-05-14,3.970291913552122,0.0,114,51.42857142857143,3.9401938823948424,0.008368249670516636,0.0,0.019176457143113976,-110.28843134799392
141856,2020-05-14,McIntosh,Georgia,13191,9,0,2020-05-14,2.1972245773362196,0.0,114,7.571428571428571,2.0243817644968085,0.05826890812397578,0.0,0.019176457143113976,-110.28843134799392
141857,2020-05-14,Meriwether,Georgia,13199,72,1,2020-05-14,4.276666119016055,0.05715841383994835,114,66.28571428571429,4.193974403170942,0.023992426743220996,0.0,0.019176457143113976,-110.28843134799392
141858,2020-05-14,Miller,Georgia,13201,36,0,2020-05-14,3.58351893845611,0.0281708769666964,114,33.42857142857143,3.5094109663023882,0.02597548640326064,0.0,0.019176457143113976,-110.28843134799392
141859,2020-05-14,Mitchell,Georgia,13205,387,32,2020-05-14,5.958424693029782,0.01562531790308075,114,360.0,5.886104031450156,0.01882691298405259,0.0,0.019176457143113976,-110.28843134799392
141860,2020-05-14,Monroe,Georgia,13207,45,4,2020-05-14,3.8066624897703196,0.022472855852058604,114,38.57142857142857,3.6525118099430616,0.041593897298837224,0.0,0.019176457143113976,-110.28843134799392
141861,2020-05-14,Montgomery,Georgia,13209,5,0,2020-05-14,1.6094379124341003,0.0,114,4.428571428571429,1.488077055429833,0.10178269430994247,1.0,0.035070820420041976,51.51532820729313
141862,2020-05-14,Morgan,Georgia,13211,33,0,2020-05-14,3.4965075614664802,0.0,114,32.42857142857143,3.4790398684260895,0.013303965626362935,0.0,0.019176457143113976,-110.28843134799392
141863,2020-05-14,Murray,Georgia,13213,55,1,2020-05-14,4.007333185232471,0.03704127168034921,114,48.857142857142854,3.8889005880072918,0.03875298629723334,0.0,0.019176457143113976,-110.28843134799392
141864,2020-05-14,Muscogee,Georgia,13215,411,15,2020-05-14,6.018593214496234,0.03214120921179653,114,382.14285714285717,5.945794510274793,0.0215387128602611,0.0,0.019176457143113976,-110.28843134799392
141865,2020-05-14,Newton,Georgia,13217,263,8,2020-05-14,5.572154032177765,0.003809528416668151,114,256.57142857142856,5.547407099806832,0.015147554702360289,0.0,0.019176457143113976,-110.28843134799392
141866,2020-05-14,Oconee,Georgia,13219,80,0,2020-05-14,4.382026634673881,0.19237189264745602,114,68.14285714285714,4.221606341833028,0.02978943680210744,0.0,0.019176457143113976,-110.28843134799392
141867,2020-05-14,Oglethorpe,Georgia,13221,55,4,2020-05-14,4.007333185232471,-0.018018505502678472,114,55.857142857142854,4.022797410930052,0.0051282163669190695,0.0,0.019176457143113976,-110.28843134799392
141868,2020-05-14,Paulding,Georgia,13223,236,10,2020-05-14,5.4638318050256105,0.0085106896679088,114,227.42857142857142,5.426836217349015,0.011370937426979921,0.0,0.019176457143113976,-110.28843134799392
141869,2020-05-14,Peach,Georgia,13225,69,2,2020-05-14,4.23410650459726,0.0,114,65.14285714285714,4.176582660459073,0.01769957709940151,0.0,0.019176457143113976,-110.28843134799392
141870,2020-05-14,Pickens,Georgia,13227,35,3,2020-05-14,3.5553480614894135,-0.0281708769666964,114,33.857142857142854,3.5221499920798176,0.017021687569430455,0.0,0.019176457143113976,-110.28843134799392
141871,2020-05-14,Pierce,Georgia,13229,69,4,2020-05-14,4.23410650459726,0.0,114,66.28571428571429,4.193974403170942,0.02178735418490696,0.0,0.019176457143113976,-110.28843134799392
141872,2020-05-14,Pike,Georgia,13231,44,2,2020-05-14,3.784189633918261,-0.022472855852058604,114,43.714285714285715,3.7776749528970677,0.009852296443011888,0.0,0.019176457143113976,-110.28843134799392
141873,2020-05-14,Polk,Georgia,13233,71,0,2020-05-14,4.2626798770413155,0.028573372444055778,114,67.28571428571429,4.208947944961104,0.014973541790162415,0.0,0.019176457143113976,-110.28843134799392
141874,2020-05-14,Pulaski,Georgia,13235,38,1,2020-05-14,3.6375861597263857,0.1112256351102241,114,34.42857142857143,3.5388867844353418,0.016736792355524166,0.0,0.019176457143113976,-110.28843134799392
141875,2020-05-14,Putnam,Georgia,13237,60,6,2020-05-14,4.0943445622221,0.01680711831638071,114,57.142857142857146,4.045554398052669,0.020202707317519497,0.0,0.019176457143113976,-110.28843134799392
141876,2020-05-14,Quitman,Georgia,13239,7,1,2020-05-14,1.9459101490553132,0.0,114,6.428571428571429,1.8607523407150064,0.022472855852058604,0.0,0.019176457143113976,-110.28843134799392
141877,2020-05-14,Rabun,Georgia,13241,14,1,2020-05-14,2.6390573296152584,0.0,114,13.857142857142858,2.6288008294480694,0.010362787035546273,0.0,0.019176457143113976,-110.28843134799392
141878,2020-05-14,Randolph,Georgia,13243,169,21,2020-05-14,5.1298987149230735,0.0,114,168.28571428571428,5.1256632151562185,0.0016992357529597157,0.0,0.019176457143113976,-110.28843134799392
141879,2020-05-14,Richmond,Georgia,13245,480,17,2020-05-14,6.173786103901937,0.018928009885518904,114,457.7142857142857,6.126245159132937,0.01382800160729225,0.0,0.019176457143113976,-110.28843134799392
141880,2020-05-14,Rockdale,Georgia,13247,249,8,2020-05-14,5.517452896464707,0.004024150299724916,114,240.28571428571428,5.48182869147758,0.013768550342448727,0.0,0.019176457143113976,-110.28843134799392
141881,2020-05-14,Schley,Georgia,13249,15,1,2020-05-14,2.70805020110221,0.0,114,15.0,2.70805020110221,0.0,0.0,0.019176457143113976,-110.28843134799392
141882,2020-05-14,Screven,Georgia,13251,18,1,2020-05-14,2.8903717578961645,0.0,114,17.285714285714285,2.849880396541428,0.008298802814695083,0.0,0.019176457143113976,-110.28843134799392
141883,2020-05-14,Seminole,Georgia,13253,38,2,2020-05-14,3.6375861597263857,-0.02597548640326064,114,35.57142857142857,3.5715427474093944,0.020284671171505675,0.0,0.019176457143113976,-110.28843134799392
141884,2020-05-14,Spalding,Georgia,13255,239,12,2020-05-14,5.476463551931511,0.01263174690590052,114,234.71428571428572,5.458368968981955,0.009171571474783313,0.0,0.019176457143113976,-110.28843134799392
141885,2020-05-14,Stephens,Georgia,13257,94,1,2020-05-14,4.543294782270004,0.0,114,92.28571428571429,4.524889354727288,0.004654779544981835,0.0,0.019176457143113976,-110.28843134799392
141886,2020-05-14,Stewart,Georgia,13259,37,0,2020-05-14,3.6109179126442243,0.055569851154810834,114,33.285714285714285,3.505128304510387,0.043866682105581756,0.0,0.019176457143113976,-110.28843134799392
141887,2020-05-14,Sumter,Georgia,13261,412,38,2020-05-14,6.021023349349527,0.0073081933067244975,114,402.42857142857144,5.9975176188210595,0.008914303994109751,0.0,0.019176457143113976,-110.28843134799392
141888,2020-05-14,Talbot,Georgia,13263,27,1,2020-05-14,3.295836866004329,0.0,114,26.857142857142858,3.2905318137746358,0.005333345975362391,0.0,0.019176457143113976,-110.28843134799392
141889,2020-05-14,Taliaferro,Georgia,13265,1,0,2020-05-14,0.0,0.0,114,1.0,0.0,0.0,3.0,0.038357908459847455,80.68341140992308
141890,2020-05-14,Tattnall,Georgia,13267,11,0,2020-05-14,2.3978952727983707,0.09531017980432477,114,9.571428571428571,2.2587824703356527,0.030305349495328926,0.0,0.019176457143113976,-110.28843134799392
141891,2020-05-14,Taylor,Georgia,13269,22,2,2020-05-14,3.091042453358316,0.0,114,20.428571428571427,3.016934481204594,0.028370697129215472,0.0,0.019176457143113976,-110.28843134799392
141892,2020-05-14,Telfair,Georgia,13271,29,1,2020-05-14,3.367295829986474,0.0,114,28.285714285714285,3.3423568816392217,0.005063301956546695,0.0,0.019176457143113976,-110.28843134799392
141893,2020-05-14,Terrell,Georgia,13273,199,24,2020-05-14,5.293304824724492,0.0,114,198.14285714285714,5.288988271259519,0.002888088650073506,0.0,0.019176457143113976,-110.28843134799392
141894,2020-05-14,Thomas,Georgia,13275,276,28,2020-05-14,5.62040086571715,0.03315220731689994,114,254.14285714285714,5.5378965386105214,0.027930000174009706,0.0,0.019176457143113976,-110.28843134799392
141895,2020-05-14,Tift,Georgia,13277,170,10,2020-05-14,5.135798437050262,0.03593200922606332,114,157.85714285714286,5.0616904648965395,0.028455338883042636,0.0,0.019176457143113976,-110.28843134799392
141896,2020-05-14,Toombs,Georgia,13279,43,4,2020-05-14,3.7612001156935624,0.047628048989254435,114,40.57142857142857,3.703064089105893,0.017762456339840416,0.0,0.019176457143113976,-110.28843134799392
141897,2020-05-14,Towns,Georgia,13281,21,1,2020-05-14,3.044522437723423,0.0,114,20.285714285714285,3.0099169085459474,0.007067167223092419,0.0,0.019176457143113976,-110.28843134799392
141898,2020-05-14,Treutlen,Georgia,13283,7,0,2020-05-14,1.9459101490553132,0.0,114,5.571428571428571,1.717651497074333,0.05264373348542195,0.0,0.019176457143113976,-110.28843134799392
141899,2020-05-14,Troup,Georgia,13285,192,5,2020-05-14,5.2574953720277815,0.0,114,188.28571428571428,5.237960566007139,0.014520698391852882,2.0,0.044211949906158794,-1.2713184218232896
