"date","county","state","fips","cases","deaths","datetime","days_from_start","logcases","rolled_cases","log_rolled_cases","t0","r","r.grf","t0.grf"
"2020-02-12","Santa Clara","California",6085,2,0,2020-02-12,22,0.693147180559945,2,0.693147180559945,25.3258116543936,0.1481549893086,0.118163637066736,20.8886024719986
"2020-02-13","Los Angeles","California",6037,1,0,2020-02-13,23,0,1,0,37.753200949791,0.235346611353341,0.114960139564642,24.6883669884538
"2020-02-13","Orange","California",6059,1,0,2020-02-13,23,0,1,0,43.9352770493435,0.23393957750429,0.0779577138070121,24.9752957379089
"2020-02-13","San Francisco","California",6075,2,0,2020-02-13,23,0.693147180559945,2,0.693147180559945,34.8386738804109,0.162758993458056,0.0950474291532962,21.9087758069709
"2020-02-13","Santa Clara","California",6085,2,0,2020-02-13,23,0.693147180559945,2,0.693147180559945,25.3258116543936,0.1481549893086,0.118163637066736,20.8886024719986
"2020-02-14","Los Angeles","California",6037,1,0,2020-02-14,24,0,1,0,37.753200949791,0.235346611353341,0.114960139564642,24.6883669884538
"2020-02-14","Orange","California",6059,1,0,2020-02-14,24,0,1,0,43.9352770493435,0.23393957750429,0.0779577138070121,24.9752957379089
"2020-02-14","San Francisco","California",6075,2,0,2020-02-14,24,0.693147180559945,2,0.693147180559945,34.8386738804109,0.162758993458056,0.0950474291532962,21.9087758069709
"2020-02-14","Santa Clara","California",6085,2,0,2020-02-14,24,0.693147180559945,2,0.693147180559945,25.3258116543936,0.1481549893086,0.118163637066736,20.8886024719986
"2020-02-15","Los Angeles","California",6037,1,0,2020-02-15,25,0,1,0,37.753200949791,0.235346611353341,0.114960139564642,24.6883669884538
"2020-02-15","Orange","California",6059,1,0,2020-02-15,25,0,1,0,43.9352770493435,0.23393957750429,0.0779577138070121,24.9752957379089
"2020-02-15","San Francisco","California",6075,2,0,2020-02-15,25,0.693147180559945,2,0.693147180559945,34.8386738804109,0.162758993458056,0.0950474291532962,21.9087758069709
"2020-02-15","Santa Clara","California",6085,2,0,2020-02-15,25,0.693147180559945,2,0.693147180559945,25.3258116543936,0.1481549893086,0.118163637066736,20.8886024719986
"2020-02-16","Los Angeles","California",6037,1,0,2020-02-16,26,0,1,0,37.753200949791,0.235346611353341,0.114960139564642,24.6883669884538
"2020-02-16","Orange","California",6059,1,0,2020-02-16,26,0,1,0,43.9352770493435,0.23393957750429,0.0779577138070121,24.9752957379089
"2020-02-16","San Diego","California",6073,1,0,2020-02-16,26,0,1,0,41.4125666784025,0.23629397727922,0.1274176260794,35.1661764924656
"2020-02-16","San Francisco","California",6075,2,0,2020-02-16,26,0.693147180559945,2,0.693147180559945,34.8386738804109,0.162758993458056,0.0950474291532962,21.9087758069709
"2020-02-16","Santa Clara","California",6085,2,0,2020-02-16,26,0.693147180559945,2,0.693147180559945,25.3258116543936,0.1481549893086,0.118163637066736,20.8886024719986
"2020-02-17","Los Angeles","California",6037,1,0,2020-02-17,27,0,1,0,37.753200949791,0.235346611353341,0.114960139564642,24.6883669884538
"2020-02-17","Orange","California",6059,1,0,2020-02-17,27,0,1,0,43.9352770493435,0.23393957750429,0.0779577138070121,24.9752957379089
"2020-02-17","San Diego","California",6073,1,0,2020-02-17,27,0,1,0,41.4125666784025,0.23629397727922,0.1274176260794,35.1661764924656
"2020-02-17","San Francisco","California",6075,2,0,2020-02-17,27,0.693147180559945,2,0.693147180559945,34.8386738804109,0.162758993458056,0.0950474291532962,21.9087758069709
"2020-02-17","Santa Clara","California",6085,2,0,2020-02-17,27,0.693147180559945,2,0.693147180559945,25.3258116543936,0.1481549893086,0.118163637066736,20.8886024719986
"2020-02-18","Los Angeles","California",6037,1,0,2020-02-18,28,0,1,0,37.753200949791,0.235346611353341,0.114960139564642,24.6883669884538
"2020-02-18","Orange","California",6059,1,0,2020-02-18,28,0,1,0,43.9352770493435,0.23393957750429,0.0779577138070121,24.9752957379089
"2020-02-18","San Diego","California",6073,1,0,2020-02-18,28,0,1,0,41.4125666784025,0.23629397727922,0.1274176260794,35.1661764924656
"2020-02-18","San Francisco","California",6075,2,0,2020-02-18,28,0.693147180559945,2,0.693147180559945,34.8386738804109,0.162758993458056,0.0950474291532962,21.9087758069709
"2020-02-18","Santa Clara","California",6085,2,0,2020-02-18,28,0.693147180559945,2,0.693147180559945,25.3258116543936,0.1481549893086,0.118163637066736,20.8886024719986
"2020-02-19","Los Angeles","California",6037,1,0,2020-02-19,29,0,1,0,37.753200949791,0.235346611353341,0.114960139564642,24.6883669884538
"2020-02-19","Orange","California",6059,1,0,2020-02-19,29,0,1,0,43.9352770493435,0.23393957750429,0.0779577138070121,24.9752957379089
"2020-02-19","San Diego","California",6073,1,0,2020-02-19,29,0,1,0,41.4125666784025,0.23629397727922,0.1274176260794,35.1661764924656
"2020-02-19","San Francisco","California",6075,2,0,2020-02-19,29,0.693147180559945,2,0.693147180559945,34.8386738804109,0.162758993458056,0.0950474291532962,21.9087758069709
"2020-02-19","Santa Clara","California",6085,2,0,2020-02-19,29,0.693147180559945,2,0.693147180559945,25.3258116543936,0.1481549893086,0.118163637066736,20.8886024719986
"2020-02-20","Los Angeles","California",6037,1,0,2020-02-20,30,0,1,0,37.753200949791,0.235346611353341,0.114960139564642,24.6883669884538
"2020-02-20","Orange","California",6059,1,0,2020-02-20,30,0,1,0,43.9352770493435,0.23393957750429,0.0779577138070121,24.9752957379089
"2020-02-20","San Diego","California",6073,1,0,2020-02-20,30,0,1,0,41.4125666784025,0.23629397727922,0.1274176260794,35.1661764924656
"2020-02-20","San Francisco","California",6075,2,0,2020-02-20,30,0.693147180559945,2,0.693147180559945,34.8386738804109,0.162758993458056,0.0950474291532962,21.9087758069709
"2020-02-20","Santa Clara","California",6085,2,0,2020-02-20,30,0.693147180559945,2,0.693147180559945,25.3258116543936,0.1481549893086,0.118163637066736,20.8886024719986
"2020-02-21","Los Angeles","California",6037,1,0,2020-02-21,31,0,1,0,37.753200949791,0.235346611353341,0.114960139564642,24.6883669884538
"2020-02-21","Orange","California",6059,1,0,2020-02-21,31,0,1,0,43.9352770493435,0.23393957750429,0.0779577138070121,24.9752957379089
"2020-02-21","San Diego","California",6073,1,0,2020-02-21,31,0,1,0,41.4125666784025,0.23629397727922,0.1274176260794,35.1661764924656
"2020-02-21","San Francisco","California",6075,2,0,2020-02-21,31,0.693147180559945,2,0.693147180559945,34.8386738804109,0.162758993458056,0.0950474291532962,21.9087758069709
"2020-02-21","Santa Clara","California",6085,2,0,2020-02-21,31,0.693147180559945,2,0.693147180559945,25.3258116543936,0.1481549893086,0.118163637066736,20.8886024719986
"2020-02-22","Los Angeles","California",6037,1,0,2020-02-22,32,0,1,0,37.753200949791,0.235346611353341,0.114960139564642,24.6883669884538
"2020-02-22","Orange","California",6059,1,0,2020-02-22,32,0,1,0,43.9352770493435,0.23393957750429,0.0779577138070121,24.9752957379089
"2020-02-22","San Diego","California",6073,1,0,2020-02-22,32,0,1,0,41.4125666784025,0.23629397727922,0.1274176260794,35.1661764924656
"2020-02-22","San Francisco","California",6075,2,0,2020-02-22,32,0.693147180559945,2,0.693147180559945,34.8386738804109,0.162758993458056,0.0950474291532962,21.9087758069709
"2020-02-22","Santa Clara","California",6085,2,0,2020-02-22,32,0.693147180559945,2,0.693147180559945,25.3258116543936,0.1481549893086,0.118163637066736,20.8886024719986
"2020-02-23","Los Angeles","California",6037,1,0,2020-02-23,33,0,1,0,37.753200949791,0.235346611353341,0.114960139564642,24.6883669884538
"2020-02-23","Orange","California",6059,1,0,2020-02-23,33,0,1,0,43.9352770493435,0.23393957750429,0.0779577138070121,24.9752957379089
"2020-02-23","San Diego","California",6073,1,0,2020-02-23,33,0,1,0,41.4125666784025,0.23629397727922,0.1274176260794,35.1661764924656
"2020-02-23","San Francisco","California",6075,2,0,2020-02-23,33,0.693147180559945,2,0.693147180559945,34.8386738804109,0.162758993458056,0.0950474291532962,21.9087758069709
"2020-02-23","Santa Clara","California",6085,2,0,2020-02-23,33,0.693147180559945,2,0.693147180559945,25.3258116543936,0.1481549893086,0.118163637066736,20.8886024719986
"2020-02-24","Los Angeles","California",6037,1,0,2020-02-24,34,0,1,0,37.753200949791,0.235346611353341,0.114960139564642,24.6883669884538
"2020-02-24","Orange","California",6059,1,0,2020-02-24,34,0,1,0,43.9352770493435,0.23393957750429,0.0779577138070121,24.9752957379089
"2020-02-24","San Diego","California",6073,1,0,2020-02-24,34,0,1,0,41.4125666784025,0.23629397727922,0.1274176260794,35.1661764924656
"2020-02-24","San Francisco","California",6075,3,0,2020-02-24,34,1.09861228866811,2.14285714285714,0.762140052046895,34.8386738804109,0.162758993458056,0.0950474291532962,21.9087758069709
"2020-02-24","Santa Clara","California",6085,2,0,2020-02-24,34,0.693147180559945,2,0.693147180559945,25.3258116543936,0.1481549893086,0.118163637066736,20.8886024719986
"2020-02-25","Los Angeles","California",6037,1,0,2020-02-25,35,0,1,0,37.753200949791,0.235346611353341,0.114960139564642,24.6883669884538
"2020-02-25","Orange","California",6059,1,0,2020-02-25,35,0,1,0,43.9352770493435,0.23393957750429,0.0779577138070121,24.9752957379089
"2020-02-25","San Diego","California",6073,1,0,2020-02-25,35,0,1,0,41.4125666784025,0.23629397727922,0.1274176260794,35.1661764924656
"2020-02-25","San Francisco","California",6075,3,0,2020-02-25,35,1.09861228866811,2.28571428571429,0.82667857318447,34.8386738804109,0.162758993458056,0.0950474291532962,21.9087758069709
"2020-02-25","Santa Clara","California",6085,2,0,2020-02-25,35,0.693147180559945,2,0.693147180559945,25.3258116543936,0.1481549893086,0.118163637066736,20.8886024719986
"2020-02-26","Humboldt","California",6023,1,0,2020-02-26,36,0,1,0,46.908484601368,0.0349255540383608,0.0261369557951946,45.7943158748943
"2020-02-26","Los Angeles","California",6037,1,0,2020-02-26,36,0,1,0,37.753200949791,0.235346611353341,0.114960139564642,24.6883669884538
"2020-02-26","Orange","California",6059,1,0,2020-02-26,36,0,1,0,43.9352770493435,0.23393957750429,0.0779577138070121,24.9752957379089
"2020-02-26","San Diego","California",6073,1,0,2020-02-26,36,0,1,0,41.4125666784025,0.23629397727922,0.1274176260794,35.1661764924656
"2020-02-26","San Francisco","California",6075,3,0,2020-02-26,36,1.09861228866811,2.42857142857143,0.887303195000903,34.8386738804109,0.162758993458056,0.0950474291532962,21.9087758069709
"2020-02-26","Santa Clara","California",6085,2,0,2020-02-26,36,0.693147180559945,2,0.693147180559945,25.3258116543936,0.1481549893086,0.118163637066736,20.8886024719986
"2020-02-27","Humboldt","California",6023,1,0,2020-02-27,37,0,1,0,46.908484601368,0.0349255540383608,0.0261369557951946,45.7943158748943
"2020-02-27","Los Angeles","California",6037,1,0,2020-02-27,37,0,1,0,37.753200949791,0.235346611353341,0.114960139564642,24.6883669884538
"2020-02-27","Orange","California",6059,1,0,2020-02-27,37,0,1,0,43.9352770493435,0.23393957750429,0.0779577138070121,24.9752957379089
"2020-02-27","Sacramento","California",6067,3,0,2020-02-27,37,1.09861228866811,1.57142857142857,0.451985123743056,34.9886978834201,0.146825050762934,0.138514780011289,34.7616487083427
"2020-02-27","San Diego","California",6073,1,0,2020-02-27,37,0,1,0,41.4125666784025,0.23629397727922,0.1274176260794,35.1661764924656
"2020-02-27","San Francisco","California",6075,3,0,2020-02-27,37,1.09861228866811,2.57142857142857,0.944461608840851,34.8386738804109,0.162758993458056,0.0950474291532962,21.9087758069709
"2020-02-27","Santa Clara","California",6085,2,0,2020-02-27,37,0.693147180559945,2,0.693147180559945,25.3258116543936,0.1481549893086,0.118163637066736,20.8886024719986
"2020-02-28","Humboldt","California",6023,1,0,2020-02-28,38,0,1,0,46.908484601368,0.0349255540383608,0.0261369557951946,45.7943158748943
"2020-02-28","Los Angeles","California",6037,1,0,2020-02-28,38,0,1,0,37.753200949791,0.235346611353341,0.114960139564642,24.6883669884538
"2020-02-28","Orange","California",6059,1,0,2020-02-28,38,0,1,0,43.9352770493435,0.23393957750429,0.0779577138070121,24.9752957379089
"2020-02-28","Sacramento","California",6067,3,0,2020-02-28,38,1.09861228866811,1.85714285714286,0.619039208406225,34.9886978834201,0.146825050762934,0.138514780011289,34.7616487083427
"2020-02-28","San Diego","California",6073,1,0,2020-02-28,38,0,1,0,41.4125666784025,0.23629397727922,0.1274176260794,35.1661764924656
"2020-02-28","San Francisco","California",6075,3,0,2020-02-28,38,1.09861228866811,2.71428571428571,0.998528830111126,34.8386738804109,0.162758993458056,0.0950474291532962,21.9087758069709
"2020-02-28","Santa Clara","California",6085,3,0,2020-02-28,38,1.09861228866811,2.14285714285714,0.762140052046895,25.3258116543936,0.1481549893086,0.118163637066736,20.8886024719986
"2020-02-29","Humboldt","California",6023,1,0,2020-02-29,39,0,1,0,46.908484601368,0.0349255540383608,0.0261369557951946,45.7943158748943
"2020-02-29","Los Angeles","California",6037,1,0,2020-02-29,39,0,1,0,37.753200949791,0.235346611353341,0.114960139564642,24.6883669884538
"2020-02-29","Orange","California",6059,1,0,2020-02-29,39,0,1,0,43.9352770493435,0.23393957750429,0.0779577138070121,24.9752957379089
"2020-02-29","Sacramento","California",6067,3,0,2020-02-29,39,1.09861228866811,2.14285714285714,0.762140052046895,34.9886978834201,0.146825050762934,0.138514780011289,34.7616487083427
"2020-02-29","San Diego","California",6073,1,0,2020-02-29,39,0,1,0,41.4125666784025,0.23629397727922,0.1274176260794,35.1661764924656
"2020-02-29","San Francisco","California",6075,3,0,2020-02-29,39,1.09861228866811,2.85714285714286,1.04982212449868,34.8386738804109,0.162758993458056,0.0950474291532962,21.9087758069709
"2020-02-29","Santa Clara","California",6085,4,0,2020-02-29,39,1.38629436111989,2.42857142857143,0.887303195000903,25.3258116543936,0.1481549893086,0.118163637066736,20.8886024719986
"2020-03-01","Humboldt","California",6023,1,0,2020-03-01,40,0,1,0,46.908484601368,0.0349255540383608,0.0261369557951946,45.7943158748943
"2020-03-01","Los Angeles","California",6037,1,0,2020-03-01,40,0,1,0,37.753200949791,0.235346611353341,0.114960139564642,24.6883669884538
"2020-03-01","Orange","California",6059,1,0,2020-03-01,40,0,1,0,43.9352770493435,0.23393957750429,0.0779577138070121,24.9752957379089
"2020-03-01","Sacramento","California",6067,3,0,2020-03-01,40,1.09861228866811,2.42857142857143,0.887303195000903,34.9886978834201,0.146825050762934,0.138514780011289,34.7616487083427
"2020-03-01","San Diego","California",6073,1,0,2020-03-01,40,0,1,0,41.4125666784025,0.23629397727922,0.1274176260794,35.1661764924656
"2020-03-01","San Francisco","California",6075,3,0,2020-03-01,40,1.09861228866811,3,1.09861228866811,34.8386738804109,0.162758993458056,0.0950474291532962,21.9087758069709
"2020-03-01","Santa Clara","California",6085,7,0,2020-03-01,40,1.94591014905531,3.14285714285714,1.145132304303,25.3258116543936,0.1481549893086,0.118163637066736,20.8886024719986
"2020-03-01","Solano","California",6095,12,0,2020-03-01,40,2.484906649788,8.28571428571429,2.11453286149111,-38.1179488180711,0.0284512515678022,0.0551595996102736,5.51239610435501
"2020-03-02","Humboldt","California",6023,1,0,2020-03-02,41,0,1,0,46.908484601368,0.0349255540383608,0.0261369557951946,45.7943158748943
"2020-03-02","Los Angeles","California",6037,1,0,2020-03-02,41,0,1,0,37.753200949791,0.235346611353341,0.114960139564642,24.6883669884538
"2020-03-02","Orange","California",6059,1,0,2020-03-02,41,0,1,0,43.9352770493435,0.23393957750429,0.0779577138070121,24.9752957379089
"2020-03-02","Sacramento","California",6067,3,0,2020-03-02,41,1.09861228866811,2.71428571428571,0.998528830111126,34.9886978834201,0.146825050762934,0.138514780011289,34.7616487083427
"2020-03-02","San Diego","California",6073,1,0,2020-03-02,41,0,1,0,41.4125666784025,0.23629397727922,0.1274176260794,35.1661764924656
"2020-03-02","San Francisco","California",6075,3,0,2020-03-02,41,1.09861228866811,3,1.09861228866811,34.8386738804109,0.162758993458056,0.0950474291532962,21.9087758069709
"2020-03-02","Santa Clara","California",6085,9,0,2020-03-02,41,2.19722457733622,4.14285714285714,1.42138568093116,25.3258116543936,0.1481549893086,0.118163637066736,20.8886024719986
"2020-03-02","Solano","California",6095,12,0,2020-03-02,41,2.484906649788,9.85714285714286,2.28819635554195,-38.1179488180711,0.0284512515678022,0.0551595996102736,5.51239610435501
"2020-03-03","Humboldt","California",6023,1,0,2020-03-03,42,0,1,0,46.908484601368,0.0349255540383608,0.0261369557951946,45.7943158748943
"2020-03-03","Los Angeles","California",6037,1,0,2020-03-03,42,0,1,0,37.753200949791,0.235346611353341,0.114960139564642,24.6883669884538
"2020-03-03","Marin","California",6041,1,0,2020-03-03,42,0,1,0,48.3216419812681,0.241968315690915,0.164610400585933,44.8264222591114
"2020-03-03","Napa","California",6055,1,0,2020-03-03,42,0,1,0,50.0771581701154,0.0349865652614007,0.024458682418992,48.9704886753072
"2020-03-03","Orange","California",6059,3,0,2020-03-03,42,1.09861228866811,1.28571428571429,0.251314428280909,43.9352770493435,0.23393957750429,0.0779577138070121,24.9752957379089
"2020-03-03","Sacramento","California",6067,3,0,2020-03-03,42,1.09861228866811,3,1.09861228866811,34.9886978834201,0.146825050762934,0.138514780011289,34.7616487083427
"2020-03-03","San Diego","California",6073,1,0,2020-03-03,42,0,1,0,41.4125666784025,0.23629397727922,0.1274176260794,35.1661764924656
"2020-03-03","San Francisco","California",6075,3,0,2020-03-03,42,1.09861228866811,3,1.09861228866811,34.8386738804109,0.162758993458056,0.0950474291532962,21.9087758069709
"2020-03-03","Santa Clara","California",6085,11,0,2020-03-03,42,2.39789527279837,5.42857142857143,1.69167601067107,25.3258116543936,0.1481549893086,0.118163637066736,20.8886024719986
"2020-03-03","Solano","California",6095,12,0,2020-03-03,42,2.484906649788,11.4285714285714,2.43611648561857,-38.1179488180711,0.0284512515678022,0.0551595996102736,5.51239610435501
"2020-03-03","Sonoma","California",6097,2,0,2020-03-03,42,0.693147180559945,1.28571428571429,0.251314428280909,45.3232400943871,0.157406382586715,0.104518397435578,39.0397871262835
"2020-03-04","Humboldt","California",6023,1,0,2020-03-04,43,0,1,0,46.908484601368,0.0349255540383608,0.0261369557951946,45.7943158748943
"2020-03-04","Los Angeles","California",6037,7,0,2020-03-04,43,1.94591014905531,1.85714285714286,0.619039208406225,37.753200949791,0.235346611353341,0.114960139564642,24.6883669884538
"2020-03-04","Marin","California",6041,1,0,2020-03-04,43,0,1,0,48.3216419812681,0.241968315690915,0.164610400585933,44.8264222591114
"2020-03-04","Napa","California",6055,1,0,2020-03-04,43,0,1,0,50.0771581701154,0.0349865652614007,0.024458682418992,48.9704886753072
"2020-03-04","Orange","California",6059,3,0,2020-03-04,43,1.09861228866811,1.57142857142857,0.451985123743056,43.9352770493435,0.23393957750429,0.0779577138070121,24.9752957379089
"2020-03-04","Sacramento","California",6067,3,0,2020-03-04,43,1.09861228866811,3,1.09861228866811,34.9886978834201,0.146825050762934,0.138514780011289,34.7616487083427
"2020-03-04","San Diego","California",6073,1,0,2020-03-04,43,0,1,0,41.4125666784025,0.23629397727922,0.1274176260794,35.1661764924656
"2020-03-04","San Francisco","California",6075,3,0,2020-03-04,43,1.09861228866811,3,1.09861228866811,34.8386738804109,0.162758993458056,0.0950474291532962,21.9087758069709
"2020-03-04","Santa Clara","California",6085,14,0,2020-03-04,43,2.63905732961526,7.14285714285714,1.96611285637283,25.3258116543936,0.1481549893086,0.118163637066736,20.8886024719986
"2020-03-04","Solano","California",6095,12,0,2020-03-04,43,2.484906649788,11.5714285714286,2.44853900561713,-38.1179488180711,0.0284512515678022,0.0551595996102736,5.51239610435501
"2020-03-04","Sonoma","California",6097,3,0,2020-03-04,43,1.09861228866811,1.57142857142857,0.451985123743056,45.3232400943871,0.157406382586715,0.104518397435578,39.0397871262835
"2020-03-05","Humboldt","California",6023,1,0,2020-03-05,44,0,1,0,46.908484601368,0.0349255540383608,0.0261369557951946,45.7943158748943
"2020-03-05","Los Angeles","California",6037,11,0,2020-03-05,44,2.39789527279837,3.28571428571429,1.18958406687384,37.753200949791,0.235346611353341,0.114960139564642,24.6883669884538
"2020-03-05","Marin","California",6041,1,0,2020-03-05,44,0,1,0,48.3216419812681,0.241968315690915,0.164610400585933,44.8264222591114
"2020-03-05","Napa","California",6055,1,0,2020-03-05,44,0,1,0,50.0771581701154,0.0349865652614007,0.024458682418992,48.9704886753072
"2020-03-05","Orange","California",6059,3,0,2020-03-05,44,1.09861228866811,1.85714285714286,0.619039208406225,43.9352770493435,0.23393957750429,0.0779577138070121,24.9752957379089
"2020-03-05","Sacramento","California",6067,3,0,2020-03-05,44,1.09861228866811,3,1.09861228866811,34.9886978834201,0.146825050762934,0.138514780011289,34.7616487083427
"2020-03-05","San Diego","California",6073,1,0,2020-03-05,44,0,1,0,41.4125666784025,0.23629397727922,0.1274176260794,35.1661764924656
"2020-03-05","San Francisco","California",6075,5,0,2020-03-05,44,1.6094379124341,3.28571428571429,1.18958406687384,34.8386738804109,0.162758993458056,0.0950474291532962,21.9087758069709
"2020-03-05","Santa Clara","California",6085,20,0,2020-03-05,44,2.99573227355399,9.71428571428571,2.27359755612079,25.3258116543936,0.1481549893086,0.118163637066736,20.8886024719986
"2020-03-05","Solano","California",6095,12,0,2020-03-05,44,2.484906649788,11.7142857142857,2.46080909820894,-38.1179488180711,0.0284512515678022,0.0551595996102736,5.51239610435501
"2020-03-05","Sonoma","California",6097,3,0,2020-03-05,44,1.09861228866811,1.85714285714286,0.619039208406225,45.3232400943871,0.157406382586715,0.104518397435578,39.0397871262835
"2020-03-06","Humboldt","California",6023,1,0,2020-03-06,45,0,1,0,46.908484601368,0.0349255540383608,0.0261369557951946,45.7943158748943
"2020-03-06","Los Angeles","California",6037,13,0,2020-03-06,45,2.56494935746154,5,1.6094379124341,37.753200949791,0.235346611353341,0.114960139564642,24.6883669884538
"2020-03-06","Marin","California",6041,1,0,2020-03-06,45,0,1,0,48.3216419812681,0.241968315690915,0.164610400585933,44.8264222591114
"2020-03-06","Napa","California",6055,1,0,2020-03-06,45,0,1,0,50.0771581701154,0.0349865652614007,0.024458682418992,48.9704886753072
"2020-03-06","Orange","California",6059,3,0,2020-03-06,45,1.09861228866811,2.14285714285714,0.762140052046895,43.9352770493435,0.23393957750429,0.0779577138070121,24.9752957379089
"2020-03-06","Sacramento","California",6067,3,0,2020-03-06,45,1.09861228866811,3,1.09861228866811,34.9886978834201,0.146825050762934,0.138514780011289,34.7616487083427
