"fips","date.x","days_from_start.x","county","state","log_rolled_cases.x","r","t0","lm_predict","r.grf","t0.grf","grf_predict","date.y","days_from_start.y","log_rolled_cases.y","lm_mse","grf_mse"
4013,"2020-02-16",26,"Maricopa","Arizona",0,0,19,0,0,NA,NA,"2020-02-23",33,0,0,NA
6037,"2020-02-16",26,"Los Angeles","California",0,0,19,0,-6.04240900415988e-05,22.5,-0.000634452945436787,"2020-02-23",33,0,0,4.02530539973415e-07
6059,"2020-02-16",26,"Orange","California",0,0,19,0,-6.04240900415988e-05,22.5,-0.000634452945436787,"2020-02-23",33,0,0,4.02530539973415e-07
6075,"2020-02-16",26,"San Francisco","California",0.693147180559945,5.23364152894592e-17,-13244070628955500,0.693147180559945,-6.04240900415988e-05,11493.8714361731,0.692512727614509,"2020-02-23",33,0.693147180559945,1.23259516440783e-32,4.0253053997335e-07
6085,"2020-02-16",26,"Santa Clara","California",0.693147180559945,5.23364152894592e-17,-13244070628955500,0.693147180559945,-6.04240900415988e-05,11493.8714361731,0.692512727614509,"2020-02-23",33,0.693147180559945,1.23259516440783e-32,4.0253053997335e-07
17031,"2020-02-16",26,"Cook","Illinois",0.693147180559945,5.23364152894592e-17,-13244070628955500,0.693147180559945,-1.22650934712529e-31,5.65138115078008e+30,0.693147180559945,"2020-02-23",33,0.693147180559945,1.23259516440783e-32,0
25025,"2020-02-16",26,"Suffolk","Massachusetts",0,0,19,0,0,NA,NA,"2020-02-23",33,0,0,NA
53061,"2020-02-16",26,"Snohomish","Washington",0,0,19,0,0,NA,NA,"2020-02-23",33,0,0,NA
55025,"2020-02-16",26,"Dane","Wisconsin",0,0,21,0,0,NA,NA,"2020-02-23",33,0,0,NA
