"fips","date.x","days_from_start.x","county","state","log_rolled_cases.x","r.lm","t0.lm","predicted.lm","r.slm","t0.slm","predicted.slm","date.y","days_from_start.y","log_rolled_cases.y","lm.mse","slm.mse","lm.mape","slm.mape"
1001,2020-08-23,215,"Autauga","Alabama",5.75257263882563,-0.00676371937483063,1071.94999019404,5.70522660320182,0.00727361001870087,-596.350788290113,5.80348790895654,2020-08-30,222,5.68891052869023,0.000266214287467685,0.0131279760686901,0.00286804906305044,0.0201404785131482
1003,2020-08-23,215,"Baldwin","Alabama",7.0184017990692,-0.0395127410383118,393.19474116072,6.74181261180102,0.0200277729982698,-158.856669825135,7.15859621005709,2020-08-30,222,6.83901747700301,0.00944878581893733,0.102130566620451,0.014213279250836,0.0467287492872624
1005,2020-08-23,215,"Barbour","Alabama",4.66343909411207,-0.0377965556539197,337.333154282499,4.39886320453463,0.0132306490094421,-163.399873321433,4.75605363717816,2020-08-30,222,4.79697048673659,0.15848940814223,0.00167418857778698,0.0829913970291683,0.00852972718334637
1007,2020-08-23,215,"Bibb","Alabama",5.07338650465973,-0.00374847907724142,1581.237920547,5.04714715111904,0.00633103136177416,-605.863188164739,5.11770372419215,2020-08-30,222,4.88604341651054,0.0259544133048074,0.0536664981551397,0.0329722273985768,0.0474126584505583
1009,2020-08-23,215,"Blount","Alabama",5.87171529399806,-0.0234575626612236,465.318922888951,5.70751235536949,0.0106088855527637,-362.569637271302,5.9459774928674,2020-08-30,222,5.84685157176121,0.0194154172246589,0.00982594823515067,0.0238314954093744,0.0169537262729471
1011,2020-08-23,215,"Bullock","Alabama",4.58204776856724,0.0242428251091481,23.8329126923592,4.75174754433127,0.0279932047148135,48.4396451293219,4.77800020157093,2020-08-30,222,4.45268478547989,0.0894385337317977,0.105830119946484,0.0671645924334494,0.0730605088309602
1013,2020-08-23,215,"Butler","Alabama",4.34750912979117,-0.0196599268659877,438.207627558027,4.20988964172926,0.0128209189649877,-146.273009376532,4.43725556254608,2020-08-30,222,4.26267987704132,0.00278680894430271,0.0304766699694592,0.0123842833228897,0.0409544442792964
1015,2020-08-23,215,"Calhoun","Alabama",6.79202370905882,-0.0142634315145599,693.805339191816,6.6921796884569,0.0100593034558575,-482.049026049932,6.86243883324983,2020-08-30,222,6.58814015942735,0.0108242236006923,0.0752397624607715,0.0157919422647197,0.0416352213499846
1017,2020-08-23,215,"Chambers","Alabama",4.64576358295334,-0.0356331050259848,345.488204460098,4.39633184777145,0.0164733033561397,-90.979793370719,4.76107670644632,2020-08-30,222,4.73745079671096,0.116362137325597,0.000558183610823418,0.0720047476115926,0.0049870512115426
1019,2020-08-23,215,"Cherokee","Alabama",4.85203026391962,-0.00460324046137393,1268.17875834291,4.81980758069,0.00169225145455591,-2677.74460344176,4.86387602410151,2020-08-30,222,4.73117331219182,0.00785603355220762,0.0176100097481863,0.0187340988481183,0.0280485839670526
1021,2020-08-23,215,"Chilton","Alabama",5.67332326717149,-0.0263335557295892,430.754481533955,5.48898837706437,0.012691869962866,-255.716558990599,5.76216635691156,2020-08-30,222,5.71042701737487,0.0490350714225633,0.00267695925569242,0.0387779477150726,0.0090605027223464
1023,2020-08-23,215,"Choctaw","Alabama",3.71008166176454,-0.0268017824856013,353.42672663279,3.52246918436533,0.012104161991042,-115.619963938218,3.79481079570183,2020-08-30,222,3.74106520728451,0.0477842212360802,0.00288858827432491,0.0584314923176238,0.0143663864272338
1025,2020-08-23,215,"Clarke","Alabama",6.0805867898901,0.0472413129151036,82.3947902519045,6.41127598029582,0.070244976171099,123.363956639065,6.57230162308779,2020-08-30,222,6.05276121196046,0.128532839114557,0.269922238794354,0.0592316061679292,0.0858352730156774
1027,2020-08-23,215,"Clay","Alabama",4.93035446283545,-0.0011107372384566,4714.80411333929,4.92257930216625,0.00705764245711245,-501.863013804881,4.97975796003524,2020-08-30,222,4.73745079671096,0.0342725635321106,0.0587127613982574,0.0390776629456123,0.0511471619911074
1029,2020-08-23,215,"Cleburne","Alabama",4.11087386417331,-0.0129701238175974,517.712276127188,4.02008299745013,0.0100362075874451,-193.397609585275,4.18112731728543,2020-08-30,222,4.31367131500961,0.0861941002074065,0.0175679113327081,0.0680599647307219,0.0307264944510236
1031,2020-08-23,215,"Coffee","Alabama",5.49658257373913,-0.0156420750251981,563.306766073827,5.38708804856274,0.00444866489888097,-1043.56211771534,5.5277232280313,2020-08-30,222,5.63223532336415,0.0600971863425582,0.0109227780708642,0.0435257514515539,0.0185560597760023
1033,2020-08-23,215,"Colbert","Alabama",5.88966909761465,-0.0269977099988999,434.159573204454,5.70068512762235,0.0148187241841983,-205.44306782317,5.99340016690404,2020-08-30,222,5.61312810638807,0.00766623196742039,0.144606840009061,0.0155986144578878,0.0677469057018665
1035,2020-08-23,215,"Conecuh","Alabama",4.46590811865458,-0.035410582116172,341.428113574093,4.21803404384138,0.0170549382640983,-70.5703389212862,4.58529268650327,2020-08-30,222,4.4188406077966,0.0403232761275013,0.0277062945057727,0.0454432693500905,0.0376687220654635
1037,2020-08-23,215,"Coosa","Alabama",3.46573590279973,-0.0179199528159847,412.46350222802,3.34029623308783,0.0151381148206533,-35.1283809073792,3.5717027065443,2020-08-30,222,3.22457384598284,0.0133916708772787,0.120498445834699,0.0358876529527036,0.107651081085928
1039,2020-08-23,215,"Covington","Alabama",5.44612141845928,-0.0326309159054647,380.930525930041,5.21770500712103,0.0116730219553798,-277.309925715553,5.52783257214694,2020-08-30,222,5.40909177204994,0.0366288937899559,0.0140993776076747,0.0353824214848519,0.0219520771879962
1041,2020-08-23,215,"Crenshaw","Alabama",4.95381295822956,-0.0162921261956667,521.066725153134,4.83976807485989,0.0105188394683385,-278.168468687425,5.02744483450793,2020-08-30,222,4.84755598352469,6.06515213712367e-05,0.0323599987080695,0.00160656394506153,0.0371091848334755
1043,2020-08-23,215,"Cullman","Alabama",5.92081213608142,-0.0266166609053093,437.976560999208,5.73449550974425,0.0133829479443195,-250.883048059423,6.01449277169165,2020-08-30,222,5.81753623967205,0.00689576282694145,0.0387918755051891,0.0142742093055666,0.0338556605245499
1045,2020-08-23,215,"Dale","Alabama",5.31741946842152,-0.0471780319729522,327.958957416807,4.98717324461086,0.0224444502026174,-45.7036424655151,5.47453061983985,2020-08-30,222,5.48420398950649,0.247039561371505,9.35740807075183e-05,0.0906295144831687,0.00176386029497654
1047,2020-08-23,215,"Dallas","Alabama",5.37130225930452,-0.0286113482189233,402.097956122524,5.17102282177206,0.0111621425213679,-291.302973950018,5.4494372569541,2020-08-30,222,5.29042919369903,0.014257881656761,0.0252835641801291,0.0225702617982641,0.0300557965021917
1049,2020-08-23,215,"DeKalb","Alabama",6.07238598946021,-0.0298178696910282,418.584490922711,5.86366090162301,0.0132793442463514,-266.475952981244,6.16534139918467,2020-08-30,222,5.80985702104769,0.00289485756496383,0.126369143099437,0.00926079254281244,0.0611864245280304
1051,2020-08-23,215,"Elmore","Alabama",6.03137183769984,-0.0262439974366144,444.163355045232,5.84766385564353,0.0101867083268455,-402.215354937525,6.10267879598775,2020-08-30,222,5.98537461247058,0.0189642525458772,0.0137602714706312,0.0230078759882669,0.0195984697888034
1053,2020-08-23,215,"Escambia","Alabama",5.84271591656972,-0.0365722344697271,375.999002037888,5.58671027528163,0.0209078480203934,-87.2402814691362,5.98907085271247,2020-08-30,222,5.61156275255943,0.00061764562684381,0.142512365681157,0.00442879788994068,0.0672732564526445
1055,2020-08-23,215,"Etowah","Alabama",6.54206018368402,-0.0236524177140657,490.821803690787,6.37649325968556,0.00891970463127189,-543.78560029924,6.60449811610292,2020-08-30,222,6.48004456192665,0.010722872195826,0.015488687147106,0.0159800293426229,0.0192056633232887
1057,2020-08-23,215,"Fayette","Alabama",4.74865190946578,0.0130392030414991,-152.726256991578,4.83992633075627,0.0148473874736636,-108.856215133747,4.85258362178142,2020-08-30,222,4.67948221895265,0.0257423130124544,0.0299640956612907,0.0342867232519448,0.0369915718725651
1059,2020-08-23,215,"Franklin","Alabama",5.64796769554981,0.00151329024081373,-3517.07713385298,5.6585607272355,0.00236152270931921,-2179.25080513731,5.66449835451504,2020-08-30,222,5.60842467467044,0.00251362376680709,0.00314425757131527,0.00893941801367108,0.00999811588766682
1061,2020-08-23,215,"Geneva","Alabama",4.87301391622021,-0.0169722937090736,496.163833148129,4.75420786025669,0.00559090795801548,-668.795477616142,4.91215027192632,2020-08-30,222,5.05168583392661,0.0884931448187598,0.0194701730627376,0.058886871323645,0.0276215834847025
1063,2020-08-23,215,"Greene","Alabama",3.46126162240481,-0.0286136797151281,332.848257987202,3.26096586439891,0.00560181455533645,-432.770196641602,3.50047432429216,2020-08-30,222,3.42006586596654,0.0253128104988195,0.00646552017030339,0.0465195723716466,0.0235107923288192
1065,2020-08-23,215,"Hale","Alabama",4.44096917030733,-0.0102172770403953,653.4524712331,4.36944823102456,0.00837114421119912,-336.800734819718,4.49956717978573,2020-08-30,222,4.29241447598419,0.00593419941561972,0.042912242692285,0.0179464857066738,0.0482601819932671
1067,2020-08-23,215,"Henry","Alabama",4.18095903505887,-0.0302721261259166,352.078376354277,3.96905415217745,0.0110652735091358,-188.034266772836,4.25841594962282,2020-08-30,222,4.51867815463465,0.302086544077065,0.0677364153576178,0.121633801666858,0.0575969777234266
1069,2020-08-23,215,"Houston","Alabama",6.12155251795475,-0.0338756529184144,394.544246222823,5.88442294752585,0.0114882997619871,-344.039052488549,6.20197061628865,2020-08-30,222,6.35635564581805,0.222720471717366,0.0238347373427936,0.0742457981567947,0.0242882931874607
1071,2020-08-23,215,"Jackson","Alabama",6.21973777624219,0.0119689229672965,-309.181132975933,6.30352023701327,0.0149911056423238,-205.019051415732,6.32467551573846,2020-08-30,222,5.92196134134101,0.145587190866633,0.162178706260619,0.0644311696208837,0.0680035128878865
1073,2020-08-23,215,"Jefferson","Alabama",8.23793270054614,-0.021550998374997,597.638300462464,8.08707571192116,0.0105363887111633,-590.484025625642,8.31168742152428,2020-08-30,222,8.06171216821282,0.000643309349444566,0.0624876272681259,0.0031461733164255,0.0310077125175843
