"fips","date.x","days_from_start.x","county","state","log_rolled_cases.x","r.x","t0","lm_predict","r.grf","t0.grf","grf_predict","date.y","days_from_start.y","log_rolled_cases.y","r.y","lm_mse","grf_mse"
19057,"2020-04-09",79,"Des Moines","Iowa",0.619039208406225,0.0827348021748714,72.6125416994765,1.10760871411816,0.0890393582907218,72.8523954153582,1.17065427527666,"2020-04-16",86,1.6376087894008,0.150997270220355,0.280900079799604,0.218046518260908
19059,"2020-04-09",79,"Dickinson","Iowa",0,0,73,0,0.00901105028079018,76,0.0901105028079018,"2020-04-16",86,0,0,0,0.00811990271629288
19061,"2020-04-09",79,"Dubuque","Iowa",3.26357600378611,0.0445161372011776,5.61553408611637,3.57840591346583,0.0482660413369932,11.0838715034084,3.61590495482399,"2020-04-16",86,3.55534806148941,0.0410093414358359,0.000531664537766299,0.00366713733033475
19065,"2020-04-09",79,"Fayette","Iowa",1.09861228866811,0.0559617659857958,59.2346078315123,1.49783861305096,0.0673996110387413,62.0797274830901,1.61221706358042,"2020-04-16",86,1.51982575374441,0.0646299057006251,0.000483434355873584,0.00853615413321259
19081,"2020-04-09",79,"Hancock","Iowa",1.09861228866811,0,73,0,0.00901105028079018,-45.9183396423987,1.18872279147601,"2020-04-16",86,1.09861228866811,0,1.20694896081258,0.00811990271629289
19083,"2020-04-09",79,"Hardin","Iowa",0,0,73,0,0.00901105028079018,76,0.0901105028079018,"2020-04-16",86,0.251314428280909,0.0538530917744806,0.0631589418621604,0.025986705587907
19085,"2020-04-09",79,"Harrison","Iowa",2.33075596996074,0.0221779291008326,-26.5652333555935,2.49646376457903,0.038805933573479,17.3830756251852,2.66274380930549,"2020-04-16",86,2.484906649788,0.0216600025897365,0.000133566902293041,0.0316260553052505
19087,"2020-04-09",79,"Henry","Iowa",2.33075596996074,0.167732389295728,65.11132373235,3.5037075795979,0.166504745388834,65.0310412332362,3.49143114052896,"2020-04-16",86,3.00284974132285,0.0867178327395544,0.250858574161556,0.238711783650197
19095,"2020-04-09",79,"Iowa","Iowa",1.79175946922805,0.0810338088093767,56.2091576980124,2.41406541936955,0.0856975289237863,57.2861893287258,2.46070262051365,"2020-04-16",86,1.96611285637283,0.0212991194867522,0.20066149869533,0.244619034792868
19099,"2020-04-09",79,"Jasper","Iowa",2.09714111877924,0.0557507350192783,40.7497192841277,2.52273640973856,0.0595706511575554,43.0101128431845,2.56093557112133,"2020-04-16",86,2.63905732961526,0.0828850358504,0.0135305564009621,0.00610300915018424
19103,"2020-04-09",79,"Johnson","Iowa",4.80519131988145,0.0862823578179169,23.5878463636844,5.38506777223538,0.0844328798739519,22.4397732162236,5.36657299279573,"2020-04-16",86,5.34574606011915,0.071329244798923,0.00154619704375182,0.000433761124714906
19107,"2020-04-09",79,"Keokuk","Iowa",0.619039208406225,0.0555296011054813,67.5206017769924,1.02615361199295,0.0627057795261249,68.4910015552559,1.09791539619939,"2020-04-16",86,0.693147180559945,0,0.110893283375747,0.163837308391939
19109,"2020-04-09",79,"Kossuth","Iowa",0,0,73,0,0.00901105028079018,76,0.0901105028079018,"2020-04-16",86,0,0,0,0.00811990271629288
19113,"2020-04-09",79,"Linn","Iowa",5.13747769856998,0.125333915295861,37.7175123401624,6.05143321863153,0.131122976377927,39.4076788201962,6.10932382945219,"2020-04-16",86,5.53958145897544,0.0524020031873612,0.261992223863035,0.324606368716467
19123,"2020-04-09",79,"Mahaska","Iowa",1.23214368129263,0.0705395624249149,61.4644644038043,1.73072594481657,0.0770402167255073,62.6909730508593,1.79573248782249,"2020-04-16",86,1.6376087894008,0.0598611394039839,0.00867080463272482,0.0250031040025551
19127,"2020-04-09",79,"Marshall","Iowa",2.54272622067683,0.088204080860924,50.3296411208353,3.14627121891602,0.0938607201239408,51.8766989288286,3.20283761154619,"2020-04-16",86,3.57954279007647,0.156390222606794,0.187724254375846,0.141906791531532
19133,"2020-04-09",79,"Monona","Iowa",1.79175946922805,0.0512547531581242,43.2575152713653,2.19075550413107,0.0552466351933681,45.6233450838056,2.2306743244835,"2020-04-16",86,1.79175946922805,0,0.159197835868325,0.192646250163912
19137,"2020-04-09",79,"Montgomery","Iowa",0,0,73,0,0.00901105028079018,76,0.0901105028079018,"2020-04-16",86,0,0,0,0.00811990271629288
19139,"2020-04-09",79,"Muscatine","Iowa",3.7744016275521,0.174543877414071,57.4485661528188,4.98347796941837,0.165868613184852,56.4782886098587,4.89672532712618,"2020-04-16",86,4.70307440096946,0.12405913369538,0.0786261611988835,0.0375006812013534
19145,"2020-04-09",79,"Page","Iowa",0.944461608840851,0.0455638109410413,58.7556598814482,1.24135596237512,0.0567572040681106,62.1565088368021,1.35328989364581,"2020-04-16",86,1.09861228866811,0.014208239428922,0.0203757563833737,0.0648606824771798
19153,"2020-04-09",79,"Polk","Iowa",4.80752776954246,0.090069199709753,25.2628797608822,5.47054381261238,0.0919187397327956,26.2837851258705,5.48903921284281,"2020-04-16",86,5.28029886104536,0.0695650685177085,0.0361931415967397,0.0435725344685237
19155,"2020-04-09",79,"Pottawattamie","Iowa",2.14843441316679,0.11265545987885,59.8477737935212,2.94619107014658,0.118460413511349,60.6392865141928,3.00424060647157,"2020-04-16",86,2.56494935746154,0.0539917404281686,0.145345243491024,0.192976801456797
19157,"2020-04-09",79,"Poweshiek","Iowa",1.79175946922805,0.0177591601481366,-22.9045897246225,1.93405404978668,0.0350574110025217,25.8975424004081,2.10703655833053,"2020-04-16",86,1.81528996663825,0.00252112472252076,0.0141049074460871,0.0851160737640628
19163,"2020-04-09",79,"Scott","Iowa",4.02789946281395,0.182939921596875,56.9646173037067,5.31173063399515,0.165713570475834,54.9858403990262,5.13946712278474,"2020-04-16",86,4.78986986518701,0.0985992110183071,0.272338662021026,0.122218242519854
