"fips","county","state","predicted.lm","predicted.slm","predicted.grf","predicted.grf.augmented","predicted.grf.fonly","date.y","days_from_start.y","log_rolled_cases.y"
42097,"Northumberland","Pennsylvania",4.75920988886009,4.5252644778553,4.66300118220548,4.52460266020798,4.5325258905677,"2020-04-24",94,4.32129034256005
42097,"Northumberland","Pennsylvania",4.82469613726408,4.60567406520598,4.68612225807287,4.53834890333185,4.526032943617,"2020-04-25",95,4.35853868992974
42097,"Northumberland","Pennsylvania",4.85688879084968,4.66940494043348,4.76414123322869,4.62019687362885,4.63195733422119,"2020-04-26",96,4.39972619422942
42097,"Northumberland","Pennsylvania",4.8696264928332,4.73037603758393,4.82253453680858,4.64988587143798,4.65243910692911,"2020-04-27",97,4.42911463670123
42097,"Northumberland","Pennsylvania",4.849568759118,4.72726394852693,4.82480177169177,4.69244890183019,4.69972174412862,"2020-04-28",98,4.45434729625351
42097,"Northumberland","Pennsylvania",4.8142585769139,4.70389591640192,4.8361527594609,4.72921689968817,4.71074249968459,"2020-04-29",99,4.47895890726498
42097,"Northumberland","Pennsylvania",4.78412331685795,4.70721146253224,4.80224939401659,4.74612380688932,4.74157593949363,"2020-04-30",100,4.49663006518359
42097,"Northumberland","Pennsylvania",4.75323241013136,4.67996344922099,4.74372015695436,4.72710590695301,4.72621175433383,"2020-05-01",101,4.51399425837386
42097,"Northumberland","Pennsylvania",4.73490997619271,4.67810733250947,4.72569287850595,4.71282619529548,4.71093298058163,"2020-05-02",102,4.53106218306514
42097,"Northumberland","Pennsylvania",4.72580182934759,4.66064714189623,4.68339855764649,4.68481749382737,4.69439007882664,"2020-05-03",103,4.54481341579621
42097,"Northumberland","Pennsylvania",4.72651457033581,4.6541194762844,4.69112770901234,4.69231225046595,4.70328342169653,"2020-05-04",104,4.5598739260206
42097,"Northumberland","Pennsylvania",4.73126329669851,4.67340002224967,4.70799166420123,4.71242848372525,4.70450152986985,"2020-05-05",105,4.58204781242689
42097,"Northumberland","Pennsylvania",4.72721037549755,4.6827445318223,4.70564983923273,4.72805016478857,4.71339122238244,"2020-05-06",106,4.60944702725033
42097,"Northumberland","Pennsylvania",4.71318684193363,4.67549913611564,4.70221630949535,4.73193214083505,4.73497570436704,"2020-05-07",107,4.63611540534989
42097,"Northumberland","Pennsylvania",4.70090812034964,4.67562826338498,4.71547274664538,4.74292085483759,4.72808517554156,"2020-05-08",108,4.66747433778059
42097,"Northumberland","Pennsylvania",4.68842264114685,4.65976555619922,4.69600833806154,4.74539396868626,4.73198132529221,"2020-05-09",109,4.69527228178185
42097,"Northumberland","Pennsylvania",4.6839749168116,4.65813401501526,4.69386572635181,4.74383716705736,4.73507380255455,"2020-05-10",110,4.72738781871234
42097,"Northumberland","Pennsylvania",4.68378323036729,4.6599340743496,4.70045393861691,4.75676355343062,4.76248226860614,"2020-05-11",111,4.75850396081072
42097,"Northumberland","Pennsylvania",4.69625922208378,4.66428625713929,4.7010664911007,4.76257330106273,4.76048656094584,"2020-05-12",112,4.78152145603506
42097,"Northumberland","Pennsylvania",4.72804186161014,4.6874957172015,4.72533399613571,4.77780484176658,4.77729767790956,"2020-05-13",113,4.80167649514489
42097,"Northumberland","Pennsylvania",4.76832469187226,4.71661803293989,4.75520606012463,4.81413503996314,4.80274732754293,"2020-05-14",114,4.82487904549584
42097,"Northumberland","Pennsylvania",4.81919542412833,4.75404836177124,4.78812282966296,4.83429966515379,4.8320926846924,"2020-05-15",115,4.84531165074947
42097,"Northumberland","Pennsylvania",4.87095096320088,4.8025810436103,4.82424678538173,4.88665597832659,4.87052531005257,"2020-05-16",116,4.86753445045558
42097,"Northumberland","Pennsylvania",4.92073763251586,4.85544711819097,4.85665776060793,4.92461266781775,4.91471324374377,"2020-05-17",117,4.88604363226025
42097,"Northumberland","Pennsylvania",4.96246655791162,4.8988971443736,4.91534737805799,4.94953124907815,4.96313030979622,"2020-05-18",118,4.90527477843843
42097,"Northumberland","Pennsylvania",4.98971528331997,4.92933791725164,4.945937575903,4.9861095499882,4.99370991743172,"2020-05-19",119,4.92518124928967
42097,"Northumberland","Pennsylvania",5.00542495970319,4.95603488348699,4.97072619314466,4.9981631746028,4.99120139875398,"2020-05-20",120,4.94774590128764
42097,"Northumberland","Pennsylvania",5.0149436948211,4.97072622170756,5.00440094739779,5.00157245029926,5.01037630446305,"2020-05-21",121,4.96583735039953
42097,"Northumberland","Pennsylvania",5.0221764922486,4.98771181837809,5.02638956244873,4.99914379645997,5.01649738917362,"2020-05-22",122,4.9845849101514
42097,"Northumberland","Pennsylvania",5.02862100554627,4.99367451464613,5.0149889026377,5.0074139021416,5.01026258820671,"2020-05-23",123,5.00872881124552
42097,"Northumberland","Pennsylvania",5.03731015541962,4.9966423858432,5.01991215493647,5.0188252766719,5.01106984249747,"2020-05-24",124,5.0360242495495
42097,"Northumberland","Pennsylvania",5.05269508922585,5.01239270920686,5.02788575532616,5.02251043436775,5.02860270578899,"2020-05-25",125,5.0644016279992
42097,"Northumberland","Pennsylvania",5.06942793948712,5.0328931183413,5.0427716822175,5.05103988055763,5.03343155938937,"2020-05-26",126,5.0928731291753
42097,"Northumberland","Pennsylvania",5.0881672770105,5.04866364760117,5.06194286446368,5.05021271908508,5.05363908771998,"2020-05-27",127,5.12055699173009
42097,"Northumberland","Pennsylvania",5.10653900814141,5.06785610528157,5.09037014803087,5.05840965917147,5.07076339436522,"2020-05-28",128,5.15081106387652
42097,"Northumberland","Pennsylvania",5.12360387397437,5.08253278279671,5.09641286199314,5.08566562901517,5.08696515750739,"2020-05-29",129,5.17614973257383
42097,"Northumberland","Pennsylvania",5.14881805525735,5.10703499975995,5.126433220237,5.11664815541992,5.11928797998974,"2020-05-30",130,5.19691733115769
42097,"Northumberland","Pennsylvania",5.1805476593762,5.13491087514306,5.1521941433702,5.1287306479854,5.12936335787506,"2020-05-31",131,5.21415882544055
42097,"Northumberland","Pennsylvania",5.21789676195261,5.16621849378017,5.18509366600238,5.15740508877128,5.15177667060653,"2020-06-01",132,5.22957964108
42097,"Northumberland","Pennsylvania",5.25858141792274,5.1963028729325,5.21498175007374,5.1756735072579,5.18713926159725,"2020-06-02",133,5.24551925628227
42097,"Northumberland","Pennsylvania",5.30200393103336,5.23792891350783,5.27404844172262,5.2059655164189,5.20710320260409,"2020-06-03",134,5.25823936602893
42097,"Northumberland","Pennsylvania",5.34370571973619,5.28276363713545,5.33265746176919,5.21731845958427,5.21999769577747,"2020-06-04",135,5.26932975614537
42097,"Northumberland","Pennsylvania",5.37421785672495,5.31720419131394,5.34502747757455,5.24057708355045,5.24648184290515,"2020-06-05",136,5.28392884648722
42097,"Northumberland","Pennsylvania",5.39257394253567,5.34155993983298,5.36652340587784,5.26228985357746,5.27276163969633,"2020-06-06",137,5.2968878452692
42097,"Northumberland","Pennsylvania",5.39975007782637,5.35749424034814,5.39163414989244,5.27863267892705,5.28863708882165,"2020-06-07",138,5.30897487303614
42097,"Northumberland","Pennsylvania",5.39851719872492,5.36637586740798,5.41411788088567,5.31017935298486,5.31510448717037,"2020-06-08",139,5.31951950426857
42097,"Northumberland","Pennsylvania",5.39425363492378,5.37121388038095,5.40635223769158,5.31295198893379,5.32188643914747,"2020-06-09",140,5.32856961761874
42097,"Northumberland","Pennsylvania",5.38651298227583,5.36423055527804,5.40225900316671,5.33433238456508,5.3430491651249,"2020-06-10",141,5.33685082436469
42097,"Northumberland","Pennsylvania",5.38196504813653,5.3600511079631,5.38229678262369,5.34616188343886,5.34503082298386,"2020-06-11",142,5.34506449275501
